Carrozzeria,id_annuncio,Alimentazione,Tipo di cambio,Tipo di veicolo,Marca,Modello,Porte,Tipo di unita,Cilindrata,Posti a sedere,Cilindri,Colore esterno,Marce,Classe emissioni,Emissioni di CO2,Consumo carburante,Colore originale,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Per neopatentati,Veicolo per non fumatori,Anno,Tagliandi certificati
Coupé,b732883f-59cd-415c-8567-df8c9c3f72a2,Benzina,Automatico,KM0,smart,forTwo,3,posteriore,999,2,3,Grigio,6,Euro 6,110 g CO2/km (comb.),"4,8 l/100 km (comb.)
5,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Antracite,"Stoffa, Nero",,,Sì,,,,2019,
Coupé,43a4b918-d78d-4edf-af45-f53dc05ff7f6,Benzina,Automatico,KM0,smart,forTwo,3,posteriore,999,2,3,Grigio,6,Euro 6,110 g CO2/km (comb.),"4,8 l/100 km (comb.)
5,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Antracite,"Stoffa, Nero",,,Sì,,,,2019,
Coupé,dd69dfa3-02f1-4c0c-87a0-88c40653b65f,Benzina,Automatico,KM0,smart,forTwo,3,posteriore,999,2,3,Grigio,6,Euro 6,110 g CO2/km (comb.),"4,8 l/100 km (comb.)
5,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Antracite,"Stoffa, Nero",,,Sì,,,,2019,
Coupé,3aa28308-5ec7-4db1-8c15-769a0ad13275,Benzina,Automatico,KM0,BMW,M4,2,posteriore,2979,4,6,Nero,6,,,"10 l/100 km (comb.)
12,6 l/100 km (urbano)
8,4 l/100 km (extraurbano)",Nero,"Pelle totale, Nero",Metallizzato,,,1,,,2020,
Coupé,46152d85-073f-4dd4-a850-7b38b0dac575,Benzina,Manuale,KM0,Mazda,MX-5,2,posteriore,1496,2,4,Rosso,6,Euro 6d-TEMP,143 g CO2/km (comb.),"6,3 l/100 km (comb.)
8,2 l/100 km (urbano)
5,2 l/100 km (extraurbano)",SOUL RED CRYSTAL,"Pelle totale, Nero",Metallizzato,1050,,1,,,2020,
Coupé,ca3b64d2-119f-4062-8284-5d0630e8aee4,Benzina,Automatico,KM0,smart,forTwo,3,posteriore,999,2,3,Argento,6,Euro 6,110 g CO2/km (comb.),"4,8 l/100 km (comb.)
5,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Argento,"Stoffa, Nero",,,Sì,,,,2019,
Coupé,997858ae-2388-42b5-a37b-32f1f54c3df2,Benzina,Automatico,KM0,smart,forTwo,3,posteriore,999,2,3,Bianco,6,Euro 6,110 g CO2/km (comb.),"4,8 l/100 km (comb.)
5,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",,,Sì,,,,2019,
Coupé,ae12bfe6-1540-471c-84ae-9aa6731dff3e,Benzina,Automatico,KM0,Mercedes-Benz,CLA 200,4,anteriore,1332,5,4,Bianco,7,Euro 6,127 g CO2/km (comb.),"5,5 l/100 km (comb.)
6,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Bianco,"Pelle totale, Nero",Base,,,,,,2020,
Coupé,676b1170-f6a1-4655-9b4a-26df08f91476,Benzina,Automatico,KM0,Ferrari,GTC4 Lusso,2,4x4,6262,4,12,Blu/Azzurro,7,Euro 6d-TEMP,350 g CO2/km (comb.),"15,3 l/100 km (comb.)
23,3 l/100 km (urbano)
10,8 l/100 km (extraurbano)",Blu Tour de France,"Pelle totale, Beige",Metallizzato,1955,,1,,,2020,Sì
Coupé,7ebd7448-b518-4eb1-abe8-e893ff228bdf,Benzina,Automatico,KM0,Porsche,992,2,4x4,,4,,Nero,,,,,,,,,,1,,,2020,
Coupé,fa9940e2-9ce7-47c1-9f1b-cbe516c71599,Benzina,,KM0,Porsche,Cayman,2,,,2,,Bianco,,,,,,"Alcantara, Nero",,,,1,,,2020,
Coupé,437d51ff-7856-41c5-959c-c92fe2b54f69,Benzina,Automatico,KM0,Mercedes-Benz,CLA 200,4,anteriore,1332,5,4,Nero,7,Euro 6,127 g CO2/km (comb.),"5,5 l/100 km (comb.)
6,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Nero Cosmo,"Pelle parziale, Nero",Metallizzato,,24 mese,1,,,2020,
Coupé,6439de96-2b80-44d0-bfac-2dab8fa81972,Benzina,Automatico,KM0,Mercedes-Benz,CLA 200,4,anteriore,1332,5,4,Grigio,7,Euro 6d-TEMP,123 g CO2/km (comb.),"5,4 l/100 km (comb.)
6,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Grigio Montagna,"Pelle parziale, Nero",Metallizzato,1420,24 mese,1,,,2020,
Coupé,acfb920a-01aa-4bd2-a801-42c3dca1daec,Benzina,Automatico,KM0,Bentley,Continental,2,4x4,3993,4,8,Grigio,8,Euro 6,246 g CO2/km (comb.),"10,6 l/100 km (comb.)
15,5 l/100 km (urbano)
7,7 l/100 km (extraurbano)",Antracite,"Pelle totale, Blu/Azzurro",Metallizzato,2370,36 mese,,,,2020,
Coupé,b23fdaea-dc97-4b70-8be1-6376b2424d13,Benzina,Manuale,KM0,Mitsubishi,Eclipse,5,anteriore,1499,5,4,Argento,6,Euro 6,159 g CO2/km (comb.),"7 l/100 km (comb.)
9,2 l/100 km (urbano)
5,6 l/100 km (extraurbano)",Argento,,Metallizzato,,,,,,2020,
Coupé,3a60c390-29da-42a7-8ae3-8b43ca3426e1,Benzina,Automatico,KM0,Porsche,Cayenne,4,4x4,2995,5,6,Nero,8,Euro 6d-TEMP,215 g CO2/km (comb.),"9,4 l/100 km (comb.)
11,7 l/100 km (urbano)
8 l/100 km (extraurbano)",,"Pelle totale, Nero",,,,1,,Sì,2020,
Coupé,916aa3f9-b2dd-4361-8c72-adba5642f154,Benzina,Automatico,KM0,smart,forTwo,3,posteriore,999,2,3,Bianco,6,Euro 6,110 g CO2/km (comb.),"4,8 l/100 km (comb.)
5,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",,,Sì,,,,2019,
Coupé,e1c0f0f9-5e85-4285-8400-6a07d3b6b115,Benzina,Automatico,KM0,Audi,R8,2,4x4,5204,2,10,Grigio,7,,297 g CO2/km (comb.),"13,1 l/100 km (comb.)
19,6 l/100 km (urbano)
9,3 l/100 km (extraurbano)",,"Altro, Altro",,,Sì,,,,2019,
Coupé,f10a08b0-ab46-4f6d-a4b1-6e7b99c113c3,Benzina,Automatico,KM0,Audi,TT,2,4x4,1984,2,4,Grigio,7,Euro 6,160 g CO2/km (comb.),"7 l/100 km (comb.)
9 l/100 km (urbano)
5,9 l/100 km (extraurbano)",Grigio Atomico Metallizzato,,Metallizzato,,48 mese,1,,Sì,2020,
Coupé,14097451-caea-4679-b085-fa7c993a12de,Benzina,Semiautomatico,KM0,Audi,TTS,3,4x4,1984,4,4,Nero,7,Euro 6d-TEMP,161 g CO2/km (comb.),"7,1 l/100 km (comb.)
9 l/100 km (urbano)
6 l/100 km (extraurbano)",nero mito metallizzato,"Pelle totale, Nero",Metallizzato,1480,,1,,Sì,2020,
Coupé,44149558-aeb6-4d49-8d3b-2b6f8417791f,Benzina,Automatico,KM0,smart,forTwo,3,posteriore,898,2,3,Nero,6,Euro 6,114 g CO2/km (comb.),"5 l/100 km (comb.)
5,9 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Nero,"Stoffa, Nero",,,Sì,,,,2019,
Coupé,b43fd4d6-1d2f-4b35-956d-750e715197b1,Benzina,Automatico,KM0,smart,forTwo,3,posteriore,898,2,3,Nero,6,Euro 6,114 g CO2/km (comb.),"5 l/100 km (comb.)
5,9 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Nero,"Stoffa, Nero",,,Sì,,,,2019,
Coupé,c7804daa-0d40-4bc8-bd98-dae07a2cd076,Benzina,Automatico,KM0,smart,forTwo,3,posteriore,898,2,3,Nero,6,Euro 6,114 g CO2/km (comb.),"5 l/100 km (comb.)
5,9 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Nero,"Stoffa, Nero",,,Sì,,,,2019,
Coupé,a7795c9e-4bbc-418c-8470-6a843963c1f2,Benzina,Automatico,KM0,Jaguar,F-Type,2,posteriore,1997,2,4,Grigio,8,Euro 6d-TEMP,184 g CO2/km (comb.),"8,1 l/100 km (comb.)
10,3 l/100 km (urbano)
6,8 l/100 km (extraurbano)",,"Pelle parziale, Nero",Metallizzato,1595,,1,,,2020,
Coupé,bfb706e9-b129-414e-ba79-300f1a4fe8bd,Benzina,Automatico,KM0,Porsche,992,2,4x4,2981,4,6,Grigio,8,,,,Gesso,"Pelle parziale, Nero",,,Sì,1,,Sì,2020,
Coupé,ba24bee4-ea3a-4c20-afd3-3ce3fdf501e7,Benzina,Manuale,KM0,Opel,Corsa,3,anteriore,1229,5,4,Blu/Azzurro,5,Euro 6,124 g CO2/km (comb.),"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Blu,Nero,,,,,,,2019,
Coupé,3a4e4691-c680-43f8-a69f-f9392b3e55f1,Benzina,Automatico,KM0,BMW,M8,2,4x4,4395,4,8,Nero,8,Euro 6d-TEMP,242 g CO2/km (comb.),"10,6 l/100 km (comb.)
15,2 l/100 km (urbano)
8 l/100 km (extraurbano)",Nero,"Pelle totale, Nero",Metallizzato,1960,,1,,,2020,Sì
Coupé,72d4099a-05e8-4162-a22a-d45f1700a97e,Benzina,Automatico,KM0,Nissan,GT-R,2,4x4,3799,4,6,Nero,,Euro 6,275 g CO2/km (comb.),"12 l/100 km (comb.)
17 l/100 km (urbano)
9 l/100 km (extraurbano)",Nero,Pelle totale,Metallizzato,,,,,,2020,
Coupé,98b70c4b-94cc-4a5a-9396-03d3a8bd9bcd,Benzina,Automatico,KM0,Audi,TT,3,anteriore,1984,4,4,Bianco,7,,137 g CO2/km (comb.),"6 l/100 km (comb.)
8 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,"Stoffa, Altro",Metallizzato,,Sì,,,,2020,
Coupé,eceebc0c-7674-40d7-9573-d8af8e4fb7cb,Benzina,Manuale,KM0,smart,forTwo,3,posteriore,898,2,3,Argento,6,Euro 6,114 g CO2/km (comb.),"5 l/100 km (comb.)
5,9 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Vari colori,,Metallizzato,,,,,,2019,
Coupé,c81b13f2-d489-4928-a289-206040b0053f,Benzina,Manuale,KM0,Opel,Corsa,3,anteriore,1398,5,4,Blu/Azzurro,5,Euro 6,119 g CO2/km (comb.),"5,1 l/100 km (comb.)
6,6 l/100 km (urbano)
4,3 l/100 km (extraurbano)",Blu,Nero,,,Sì,,,,2019,
Coupé,19832c38-a93a-43c4-91e6-fe32b7284a21,Benzina,Automatico,KM0,Ferrari,812,2,posteriore,6496,2,12,Rosso,7,Euro 6,340 g CO2/km (comb.),"14,9 l/100 km (comb.)
22 l/100 km (urbano)
10,5 l/100 km (extraurbano)",,"Pelle totale, Nero",,1715,36 mese,1,,,2019,
Coupé,18b11c82-4d48-4d79-80a1-96882b36fdd3,Benzina,Automatico,KM0,Nissan,GT-R,2,4x4,3799,4,6,Grigio,,Euro 6,275 g CO2/km (comb.),"12 l/100 km (comb.)
17 l/100 km (urbano)
9 l/100 km (extraurbano)",Grigio,"Pelle totale, Nero",Metallizzato,1827,,,,,2020,
Coupé,41d38eaf-9e5e-4275-a8cd-f94e4ab99614,Benzina,Automatico,KM0,Nissan,GT-R,2,4x4,3799,4,6,Grigio,,Euro 6,275 g CO2/km (comb.),"12 l/100 km (comb.)
17 l/100 km (urbano)
9 l/100 km (extraurbano)",Grigio,"Pelle totale, Nero",Metallizzato,1827,,,,,2020,
Coupé,484ce5c2-58d3-42a3-b571-634347fe1c79,Benzina,Automatico,KM0,smart,forTwo,3,posteriore,999,2,3,Argento,6,Euro 6,110 g CO2/km (comb.),"4,8 l/100 km (comb.)
5,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Argento,"Stoffa, Nero",,880,Sì,,,,2019,
Coupé,f080a527-dc90-462b-ae25-75423317e59f,Benzina,Automatico,KM0,Toyota,Supra,2,posteriore,2998,2,6,Rosso,8,Euro 6,170 g CO2/km (comb.),"7,5 l/100 km (comb.)
9 l/100 km (urbano)
6 l/100 km (extraurbano)",Rosso,"Pelle totale, Nero",Metallizzato,1570,,,,,2020,
Coupé,ad360740-dd32-4b4f-8c16-fc8db12415d0,Benzina,Manuale,KM0,smart,forTwo,3,posteriore,898,2,3,Argento,6,Euro 6,114 g CO2/km (comb.),"5 l/100 km (comb.)
5,9 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Vari colori,,Metallizzato,900,,,,,2019,
Coupé,eeb6b475-fde8-44c3-b9ea-182f6ed86cba,Benzina,Automatico,KM0,Audi,TT,3,4x4,1984,4,4,Bianco,7,Euro 6,160 g CO2/km (comb.),"7 l/100 km (comb.)
9 l/100 km (urbano)
5,9 l/100 km (extraurbano)",Bianco,Pelle totale,,1440,Sì,,,,2019,
Coupé,b317879a-2f86-4cc3-8a64-2b4b6a3986e3,Benzina,Automatico,KM0,BMW,Z4,2,,1998,2,4,Bianco,6,,157 g CO2/km (comb.),"6,9 l/100 km (comb.)
9,2 l/100 km (urbano)
5,5 l/100 km (extraurbano)",,"Pelle totale, Nero",,1480,,1,,,2020,
Coupé,4e2e9a70-eefe-4fac-837b-03119ebc1bac,Benzina,Automatico,KM0,BMW,M4,2,posteriore,2979,4,6,Nero,6,Euro 6,227 g CO2/km (comb.),"10 l/100 km (comb.)
12,6 l/100 km (urbano)
8,4 l/100 km (extraurbano)",SAPHIRSCHWARZ METALLIZZATO,"Pelle totale, Nero",Metallizzato,1570,,1,,,2020,
Coupé,f229b4bd-a760-4162-9d71-9f46fe79e18a,Benzina,Automatico,KM0,BMW,M2,2,posteriore,2998,4,6,Nero,8,Euro 6,167 g CO2/km (comb.),"7,3 l/100 km (comb.)
9,3 l/100 km (urbano)
6,2 l/100 km (extraurbano)",NERO,,Metallizzato,1565,,1,,,2020,
Coupé,18225f39-8f3e-4e8a-8328-3a32d4a13ea3,Benzina,Automatico,KM0,Audi,TT,3,4x4,1984,4,4,Bianco,7,Euro 6,160 g CO2/km (comb.),"7 l/100 km (comb.)
9 l/100 km (urbano)
5,9 l/100 km (extraurbano)",Bianco,Pelle totale,,1440,Sì,,,,2019,
Coupé,b189d910-6d0c-48d0-98c4-5450a0b06883,Benzina,Automatico,KM0,BMW,M2,2,posteriore,2979,4,6,Nero,6,Euro 6,227 g CO2/km (comb.),"10 l/100 km (comb.)
12,7 l/100 km (urbano)
8,4 l/100 km (extraurbano)",BLACK SAPHIRE,"Pelle totale, Nero",,1625,,1,,,2020,
Coupé,a958b401-2339-4788-81ba-df803984c424,Benzina,Manuale,KM0,DS Automobiles,DS 3,3,,1199,5,3,Bianco,6,Euro 6,105 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,4 l/100 km (urbano)
4 l/100 km (extraurbano)",,"Pelle totale, Marrone",Metallizzato,1165,12 mese,1,,Sì,2016,
Coupé,bb1dd388-c7e4-4171-a16d-644e01669063,Benzina,Automatico,KM0,Audi,TT,3,4x4,1984,4,4,Nero,7,Euro 6,160 g CO2/km (comb.),"7 l/100 km (comb.)
9 l/100 km (urbano)
5,9 l/100 km (extraurbano)",Nero,"Pelle totale, Nero",Metallizzato,1440,,,,,2019,
Coupé,30b4f2a7-3648-4e55-bd78-98258cc5504b,Benzina,Automatico,KM0,Audi,TT,3,anteriore,1984,4,4,Nero,7,,137 g CO2/km (comb.),"6 l/100 km (comb.)
8 l/100 km (urbano)
4,9 l/100 km (extraurbano)",Nero mito,"Stoffa, Altro",Metallizzato,,Sì,,,,2019,
Coupé,1d895494-cb23-4e90-9945-4d881252b77c,Benzina,Automatico,KM0,Mercedes-Benz,CLA 200,4,anteriore,1332,5,4,Bianco,7,Euro 6d-TEMP,122 g CO2/km (comb.),"5,4 l/100 km (comb.)
6,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Bianco Polare,"Pelle parziale, Nero",,1420,24 mese,1,,,2020,
Coupé,11a9185b-2453-4145-9ad5-ab7d01f7c87a,Benzina,Manuale,KM0,Ford,Mustang,2,posteriore,4951,4,8,Verde,6,,277 g CO2/km (comb.),"12,4 l/100 km (comb.)
18,8 l/100 km (urbano)
8,7 l/100 km (extraurbano)",Verde,"Pelle totale, Grigio",Metallizzato,1743,24 mese,,,Sì,2019,
Coupé,616948ad-5e32-4730-846e-4ad6b50ce025,Benzina,Automatico,KM0,BMW,M4,2,posteriore,2979,2,,Bianco,,,,,,"Alcantara, Nero",,1510,,1,,,2017,Sì
Coupé,2544e8f2-7b41-46f8-a4a2-edbbfa094ce3,Benzina,Automatico,KM0,BMW,M850,2,4x4,4395,4,8,Grigio,8,Euro 6,224 g CO2/km (comb.),"9,9 l/100 km (comb.)
13,7 l/100 km (urbano)
7,6 l/100 km (extraurbano)",DRAVIT GREY METALLIZZATO,"Pelle totale, Altro",Metallizzato,1965,,1,,,2019,
Coupé,57c92239-b5ea-4372-b1f9-ab4ba0b74b32,Benzina,Automatico,KM0,BMW,M850,2,4x4,4395,4,8,Grigio,8,Euro 6,224 g CO2/km (comb.),"9,9 l/100 km (comb.)
13,7 l/100 km (urbano)
7,6 l/100 km (extraurbano)",DRAVIT GREY METALLIZZATO,"Pelle totale, Altro",Metallizzato,1965,,1,,,2019,
Coupé,ce46d5f0-8506-4766-81a8-18e378a48104,Benzina,Automatico,KM0,Audi,TT,3,4x4,1984,4,4,Bianco,7,,160 g CO2/km (comb.),"7 l/100 km (comb.)
9 l/100 km (urbano)
5,9 l/100 km (extraurbano)",Bianco ghiaccio metalizzato,"Stoffa, Nero",Metallizzato,,Sì,,,,2019,
Coupé,7742ebee-8f91-458a-a4a6-7a283a270e97,Benzina,Automatico,KM0,Audi,TT,3,4x4,1984,4,4,Bianco,7,,160 g CO2/km (comb.),"7 l/100 km (comb.)
9 l/100 km (urbano)
5,9 l/100 km (extraurbano)",,"Alcantara, Altro",Metallizzato,,,,,,2019,
Coupé,6d20a284-215a-4f5c-8037-46bc95f7e83d,Benzina,Automatico,KM0,Porsche,911,2,posteriore,2981,4,6,Nero,8,,205 g CO2/km (comb.),"8,9 l/100 km (comb.)
10,7 l/100 km (urbano)
7,9 l/100 km (extraurbano)",Nero,"Pelle totale, Grigio",Metallizzato,1590,,,,,2019,
Coupé,686f3fc9-6912-4a1d-98e3-c91dc9f80a5f,Benzina,Automatico,KM0,Porsche,911,2,posteriore,2981,4,6,Nero,8,Euro 6d-TEMP,208 g CO2/km (comb.),"9 l/100 km (comb.)
12,9 l/100 km (urbano)
7,3 l/100 km (extraurbano)",,"Pelle totale, Rosso",Metallizzato,,,1,,Sì,2019,
Coupé,ab4b372b-44a6-47fb-9a67-eac93e522a9a,Benzina,Manuale,KM0,Abarth,595 Competizione,3,anteriore,1368,4,4,Grigio,5,Euro 6,153 g CO2/km (comb.),"6,7 l/100 km (comb.)
8,2 l/100 km (urbano)
5,8 l/100 km (extraurbano)",Grigio Cortina,"Alcantara, Nero",,1140,24 mese,1,,,2020,
SUV/Fuoristrada/Pick-up,8d18b81f-b88a-4320-bab8-9188d860b76a,Benzina,Automatico,KM0,BMW,X3 M,5,4x4,2993,5,6,Grigio,8,Euro 6,239 g CO2/km (comb.),"10,5 l/100 km (comb.)
12,8 l/100 km (urbano)
9,1 l/100 km (extraurbano)",GRIGIO MEDIO MET,"Pelle totale, Nero",Metallizzato,2045,Sì,1,,,2019,
SUV/Fuoristrada/Pick-up,4b4190e2-edf8-4dd9-81fe-dd0aa1c8f861,Benzina,Manuale,KM0,Opel,Crossland X,5,anteriore,1199,5,3,Grigio,5,Euro 6,106 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,5 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Grigio,,,,,1,,,2020,
SUV/Fuoristrada/Pick-up,961dd758-d0d0-47b1-bb8f-19f0e8bc5842,Benzina,Manuale,KM0,Hyundai,Kona,5,anteriore,998,5,3,,6,Euro 6,117 g CO2/km (comb.),"5,2 l/100 km (comb.)
6 l/100 km (urbano)
4,7 l/100 km (extraurbano)",,,,,,1,,,2020,
SUV/Fuoristrada/Pick-up,96d3e1e6-74c0-4b79-99ca-570322ba0e51,Benzina,Manuale,KM0,SEAT,Arona,5,anteriore,999,5,3,Nero,5,Euro 6,113 g CO2/km (comb.),"5 l/100 km (comb.)
5,9 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Nero,Grigio,,,,,,,2020,
SUV/Fuoristrada/Pick-up,d448e56f-0406-42b9-baa1-57a8d6dbca95,Benzina,Manuale,KM0,SEAT,Arona,5,anteriore,999,5,3,Nero,5,Euro 6,113 g CO2/km (comb.),"5 l/100 km (comb.)
5,9 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Nero,Grigio,,,,,,,2020,
SUV/Fuoristrada/Pick-up,9284a368-ce18-4b3a-84c5-56ca5a901014,Benzina,Manuale,KM0,SEAT,Arona,5,anteriore,999,5,3,Nero,5,Euro 6,113 g CO2/km (comb.),"5 l/100 km (comb.)
5,9 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Nero,Grigio,,,,,,,2020,
SUV/Fuoristrada/Pick-up,1b8a0e97-bf50-40bd-8725-2ba991d32afe,Benzina,Automatico,KM0,Alfa Romeo,Stelvio,5,4x4,1995,5,4,Nero,8,Euro 6,176 g CO2/km (comb.),"7,8 l/100 km (comb.)
9,7 l/100 km (urbano)
6,7 l/100 km (extraurbano)",Nero,"Stoffa, Nero",Metallizzato,1735,24 mese,,,,2020,
SUV/Fuoristrada/Pick-up,a19c3daf-12e3-4bc4-87bd-ec9500c9ff83,Benzina,Automatico,KM0,Alfa Romeo,Stelvio,5,4x4,1995,5,4,Bianco,8,Euro 6,176 g CO2/km (comb.),"7,8 l/100 km (comb.)
9,7 l/100 km (urbano)
6,7 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",Base,1735,24 mese,,,,2020,
SUV/Fuoristrada/Pick-up,5ed08fbd-d1d3-45e6-bd49-ef1770513fb6,Benzina,Automatico,KM0,MINI,Cooper S Countryman,5,4x4,1998,5,,Grigio,,,142 g CO2/km (comb.),"6,2 l/100 km (comb.)
7,8 l/100 km (urbano)
5,3 l/100 km (extraurbano)",THUNDER GREY MET.,"Pelle totale, Altro",Metallizzato,,,,,,2020,
SUV/Fuoristrada/Pick-up,cd9aa5eb-1e49-49ae-b756-9954f0ca6c40,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Grigio,6,Euro 6d-TEMP,132 g CO2/km (comb.),"6,5 l/100 km (comb.)
6,5 l/100 km (urbano)
5,3 l/100 km (extraurbano)",Grigio,"Stoffa, Grigio",Base,1320,24 mese,,,,2020,
SUV/Fuoristrada/Pick-up,a675cb9e-c46b-415e-9a69-ad2265868b7c,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Grigio,6,Euro 6d-TEMP,132 g CO2/km (comb.),"6,5 l/100 km (comb.)
6,5 l/100 km (urbano)
5,3 l/100 km (extraurbano)",Grigio,"Stoffa, Grigio",Base,1320,24 mese,,,,2020,
SUV/Fuoristrada/Pick-up,bff97449-c4bb-4057-a701-2d3b265f2d2b,Benzina,Automatico,KM0,Fiat,500X,5,anteriore,1332,5,4,Blu/Azzurro,6,Euro 6d-TEMP,140 g CO2/km (comb.),"6,1 l/100 km (comb.)
7,4 l/100 km (urbano)
5,4 l/100 km (extraurbano)",Azzurro Jeans,Stoffa,Metallizzato,1320,12 mese,1,,Sì,2019,
SUV/Fuoristrada/Pick-up,1b5091e4-dac4-4af9-9415-5e883855b5bd,Benzina,Automatico,KM0,SEAT,Ateca,5,anteriore,1498,5,4,Blu/Azzurro,7,Euro 6d-TEMP,124 g CO2/km (comb.),"5,7 l/100 km (comb.)
6,8 l/100 km (urbano)
5 l/100 km (extraurbano)",Blu Energy,"Stoffa, Nero",,1370,24 mese,1,,Sì,2020,Sì
SUV/Fuoristrada/Pick-up,f9ca4607-9764-4296-9016-a589bb562b28,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,999,5,3,Verde,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",verde techno,"Pelle parziale, Nero",Metallizzato,1320,24 mese,1,,Sì,2020,
SUV/Fuoristrada/Pick-up,dec03a41-48ef-493a-afeb-3068ccb6a74a,Benzina,Manuale,KM0,Jeep,Renegade,5,,999,5,3,Blu/Azzurro,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1320,,1,,,2020,
SUV/Fuoristrada/Pick-up,4c9dae66-f525-44ab-92bd-b808cf644cf5,Benzina,Manuale,KM0,Jeep,Renegade,5,,999,5,3,Grigio,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1320,,1,,,2020,
SUV/Fuoristrada/Pick-up,c55582f1-daa1-44e3-90c0-92185cb96c67,Benzina,Manuale,KM0,Jeep,Renegade,5,,999,5,3,Nero,6,Euro 6d-TEMP,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1320,,1,,,2020,
SUV/Fuoristrada/Pick-up,ea6a1545-dc1e-41f3-8f35-9f5dbc950d36,Benzina,Automatico,KM0,SEAT,Ateca,5,anteriore,1498,5,4,Bianco,7,Euro 6d-TEMP,124 g CO2/km (comb.),"5,7 l/100 km (comb.)
6,8 l/100 km (urbano)
5 l/100 km (extraurbano)",,"Alcantara, Nero",Metallizzato,1370,24 mese,1,,Sì,2020,Sì
SUV/Fuoristrada/Pick-up,7d82ea3a-32cf-4e7d-928c-b4e538a18f77,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Bianco,6,Euro 6d,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",bianco alpine,"Stoffa, Nero",,1320,24 mese,1,,Sì,2020,
SUV/Fuoristrada/Pick-up,9c71af9c-88cb-40e6-aa78-1e832c1a336e,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Grigio,6,Euro 6d,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",sting grey,"Stoffa, Nero",,1320,20 mese,1,,Sì,2020,
SUV/Fuoristrada/Pick-up,767f59e3-349d-4a36-aad8-09fc74f9f22e,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Bianco,6,Euro 6d,124 g CO2/km (comb.),"5,4 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",bianco alpine,"Stoffa, Nero",,1320,19 mese,1,,Sì,2020,
SUV/Fuoristrada/Pick-up,f771fee1-2223-4dd5-aff4-efabace85b74,Benzina,Automatico,KM0,BMW,X3 M,5,4x4,2993,5,6,Grigio,8,Euro 6,239 g CO2/km (comb.),"10,5 l/100 km (comb.)
12,8 l/100 km (urbano)
9,1 l/100 km (extraurbano)",GRIGIO MEDIO MET,"Pelle totale, Nero",Metallizzato,2045,Sì,1,,,2019,
