Carrozzeria,id_annuncio,Alimentazione,Tipo di cambio,Tipo di veicolo,Marca,Modello,Porte,Tipo di unita,Cilindrata,Posti a sedere,Cilindri,Colore esterno,Marce,Classe emissioni,Emissioni di CO2,Consumo carburante,Colore originale,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Per neopatentati,Veicolo per non fumatori,Anno,Tagliandi certificati
Berlina,59827158-9a37-416b-9676-c69e2d5ee098,Diesel,Automatico,KM0,BMW,420,5,posteriore,1995,5,4,Bianco,8,Euro 6,128 g CO2/km (comb.),"4,9 l/100 km (comb.)
5,7 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",,1640,Sì,,,,2019,
Berlina,cbf93722-72d2-48f6-bfca-9d5a56af9925,Diesel,Automatico,KM0,BMW,118,5,anteriore,1995,5,4,Bianco,8,Euro 6,108 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,8 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Bianco,"Alcantara, Nero",,1400,Sì,,,,2019,
Berlina,b908c693-3636-4b8a-91e1-c78640a3de10,Diesel,Automatico,KM0,BMW,420,5,posteriore,1995,5,4,Bianco,8,,128 g CO2/km (comb.),"4,9 l/100 km (comb.)
5,7 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",,1640,Sì,,,,2019,
Berlina,9064dabf-3bdb-4346-bbc5-99cb9cb64038,Diesel,Automatico,KM0,BMW,118,5,anteriore,1995,5,4,Grigio,8,,108 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,8 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Grigio scuro,"Pelle totale, Nero",Metallizzato,1400,,,,,2020,
Berlina,51f9539a-6494-47b6-9981-83629ec6a7af,Diesel,Automatico,KM0,BMW,118,5,posteriore,1995,5,4,Nero,8,,120 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,3 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Nero,"Stoffa, Nero",Metallizzato,1470,Sì,,,,2019,
Berlina,058bfb47-61a2-4db4-86f4-8dad6ce6234e,Diesel,Automatico,KM0,BMW,118,5,posteriore,1995,5,4,Grigio,8,,115 g CO2/km (comb.),"4,4 l/100 km (comb.)
5,1 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Grigio,"Stoffa, Nero",Metallizzato,1470,Sì,,,,2019,
Berlina,00b00498-c1cd-499a-a678-a64172a5a122,Diesel,Manuale,KM0,Alfa Romeo,Giulietta,5,anteriore,1598,5,4,Grigio,6,Euro 6d,103 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,9 l/100 km (urbano)
3,3 l/100 km (extraurbano)",Grigio scuro,"Stoffa, Grigio",Metallizzato,1385,24 mese,1,,,2020,
Berlina,7377578b-d292-45a4-b0f8-e2e2d37cdb45,Diesel,Manuale,KM0,Ford,Fiesta,5,anteriore,1499,5,4,Grigio,6,Euro 6d-TEMP,92 g CO2/km (comb.),"3,5 l/100 km (comb.)
3,8 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Grigio,,Metallizzato,1186,17 mese,,Sì,Sì,2020,
Berlina,727cb016-c050-4af7-919f-d97e2f79f4a9,Diesel,Automatico,KM0,Audi,A4,4,anteriore,1968,5,4,Grigio,7,,110 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,1 l/100 km (urbano)
4,3 l/100 km (extraurbano)",,"Altro, Altro",,,Sì,,,,2020,
Berlina,c942eb15-ce5b-42ab-8487-6321335c7ab2,Diesel,Manuale,KM0,Peugeot,208,5,anteriore,1499,5,4,Bianco,6,,86 g CO2/km (comb.),"3,3 l/100 km (comb.)
3,7 l/100 km (urbano)
3 l/100 km (extraurbano)",Bianco madreperla,"Stoffa, Altro",,,24 mese,,,,2020,
Berlina,7d0d3c73-f595-42de-b3a3-173ca72a8593,Diesel,Automatico,KM0,Audi,A3,5,anteriore,1968,5,4,Nero,7,,115 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",,"Stoffa, Altro",,,,,,,2020,
Berlina,67ecb28d-c0e8-44dc-894b-4fdfafad71d6,Diesel,Manuale,KM0,Alfa Romeo,Giulietta,5,anteriore,1598,5,4,Nero,6,Euro 6,123 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Nero,,,,,,,,2020,
Berlina,3a4cd07e-ea2a-4aa7-938f-16c78b002971,Diesel,Automatico,KM0,Alfa Romeo,Giulia,,4x4,2184,5,,Grigio,,,,,GRIGIO VESUVIO,,Base,,,,,,2020,
Berlina,1efdfb44-528f-4a22-957c-57792315f63c,Diesel,Automatico,KM0,Audi,A5,5,anteriore,2000,5,4,Bianco,7,,,,bianco ghiaccio,"Stoffa, Nero",Metallizzato,,36 mese,1,,,2019,
Berlina,6320eb50-8e3e-44d0-bb68-38fa7dd6775b,Diesel,Manuale,KM0,Ford,Fiesta,5,anteriore,1499,5,4,Bianco,6,Euro 6,92 g CO2/km (comb.),"3,5 l/100 km (comb.)
3,8 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",Base,1186,24 mese,,Sì,,2020,
Berlina,bf1c01b5-1aac-4e80-aad2-e68f8d84309c,Diesel,Manuale,KM0,Ford,Fiesta,5,anteriore,1499,5,4,Grigio,6,Euro 6,92 g CO2/km (comb.),"3,5 l/100 km (comb.)
3,8 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Grigio,"Stoffa, Nero",Metallizzato,1186,24 mese,,Sì,,2020,
Berlina,d4334ee6-a7eb-45bb-b39f-78f6618d8d16,Diesel,Manuale,KM0,Fiat,Tipo,5,anteriore,1598,5,4,,,Euro 6,114 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,4 l/100 km (urbano)
3,8 l/100 km (extraurbano)",706,,,,,,,,2020,
Berlina,943c9afa-6179-4a38-a72e-c84ca280dbc5,Diesel,Manuale,KM0,Ford,Fiesta,5,anteriore,1499,5,4,Grigio,6,Euro 6,92 g CO2/km (comb.),"3,5 l/100 km (comb.)
3,8 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Grigio scuro,"Stoffa, Nero",Metallizzato,,20 mese,1,,,2020,
Berlina,35f20b71-4c3b-4897-bd3d-13ce0597da50,Diesel,Automatico,KM0,Volkswagen,Polo,5,anteriore,1598,5,4,Bianco,6,Euro 6d-TEMP,103 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,3 l/100 km (urbano)
3,7 l/100 km (extraurbano)",,"Stoffa, Altro",Metallizzato,,,1,,,2020,
Berlina,c0ecf56f-372c-4f9b-a730-4191c2d9ef41,Diesel,Manuale,KM0,Volkswagen,Golf,5,anteriore,1598,5,4,Grigio,5,,106 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",,"Altro, Altro",Metallizzato,,,1,,,2020,
Berlina,57c26c0d-4489-45bf-a930-f6529a374818,Diesel,Automatico,KM0,Volkswagen,Polo,5,anteriore,1598,5,4,Argento,6,Euro 6d-TEMP,103 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,3 l/100 km (urbano)
3,7 l/100 km (extraurbano)",,"Stoffa, Altro",Metallizzato,,,1,,,2020,
Berlina,1c5b17e4-27c2-49ee-ad0d-69e5dff76485,Diesel,Manuale,KM0,Volkswagen,Golf,5,anteriore,1598,5,4,Argento,5,,106 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",,"Altro, Altro",Metallizzato,,,1,,,2020,
Berlina,22f417fb-f262-4f69-9e1b-373ca91629ab,Diesel,Manuale,KM0,Ford,Fiesta,5,anteriore,1499,5,4,Bianco,6,Euro 6,92 g CO2/km (comb.),"3,5 l/100 km (comb.)
3,8 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",Base,1186,24 mese,,Sì,,2020,
Berlina,194def79-2dcf-4128-b834-0df588143c7d,Diesel,Manuale,KM0,Ford,Fiesta,5,anteriore,1499,5,4,Grigio,6,Euro 6,92 g CO2/km (comb.),"3,5 l/100 km (comb.)
3,8 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Grigio,"Stoffa, Nero",Metallizzato,1186,24 mese,,Sì,,2020,
Berlina,17057436-d7b3-46b3-b9d5-06bcee4ce754,Diesel,Automatico,KM0,Alfa Romeo,Giulia,4,posteriore,2143,5,4,Grigio,8,Euro 6,109 g CO2/km (comb.),"4,2 l/100 km (comb.)
5,3 l/100 km (urbano)
3,5 l/100 km (extraurbano)",Grigio Stromboli,Pelle totale,Metallizzato,,,,,,2017,
Berlina,64f0d7bc-982f-4528-baa9-170447d3b31f,Diesel,Automatico,KM0,Alfa Romeo,Giulia,4,posteriore,2143,5,4,Argento,8,Euro 6,109 g CO2/km (comb.),"4,2 l/100 km (comb.)
5,3 l/100 km (urbano)
3,5 l/100 km (extraurbano)",Argento,,Metallizzato,,12 mese,,,,2017,
Berlina,291952e3-87aa-4194-bef9-ed92e974c166,Diesel,Automatico,KM0,Peugeot,508,4,anteriore,1997,5,4,Blu/Azzurro,8,Euro 6,118 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,5 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Azzurro,,,,,,,,2020,
Berlina,fbc15dd3-ef58-4960-8ba2-17f0248a3b84,Diesel,Manuale,KM0,Alfa Romeo,Giulietta,5,anteriore,1598,5,4,Bianco,6,Euro 6,123 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Bianco,,,,,,,,2019,
Berlina,adf4591f-1fe8-49de-a283-b59f24152d44,Diesel,Manuale,KM0,Opel,Corsa,5,anteriore,1499,5,4,Blu/Azzurro,6,Euro 6,85 g CO2/km (comb.),"3,2 l/100 km (comb.)
3,7 l/100 km (urbano)
2,9 l/100 km (extraurbano)",,Grigio,Metallizzato,,,1,,Sì,2020,
Berlina,e85acbeb-bc2e-4092-bc9c-263db8ae7814,Diesel,Manuale,KM0,Fiat,Tipo,5,anteriore,1598,5,4,,,Euro 6,114 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,4 l/100 km (urbano)
3,8 l/100 km (extraurbano)",706,,,,,,,,2020,
Berlina,1752c01c-314d-4c45-bc9e-ae636b901301,Diesel,Manuale,KM0,Fiat,Tipo,5,anteriore,1598,5,4,,,Euro 6,114 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,4 l/100 km (urbano)
3,8 l/100 km (extraurbano)",706,,,,,,,,2020,
Berlina,d0760c23-0034-49d6-8de6-0e7e3e49ef90,Diesel,Automatico,KM0,Opel,Astra,5,anteriore,1496,5,3,Blu/Azzurro,9,Euro 6d-TEMP,112 g CO2/km (comb.),"4,2 l/100 km (comb.)
4,8 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Blu,"Pelle parziale, Nero",Metallizzato,1430,Sì,,,,2019,
Berlina,ab7fb6b3-328b-491f-8c9e-c434c2ba90ab,Diesel,Automatico,KM0,Opel,Astra,5,anteriore,1496,5,3,Blu/Azzurro,9,Euro 6d-TEMP,112 g CO2/km (comb.),"4,2 l/100 km (comb.)
4,8 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Blu,"Pelle parziale, Nero",Metallizzato,1430,Sì,,,,2019,
Berlina,4543c247-a33b-4262-97eb-4134b10948f2,Diesel,Manuale,KM0,Ford,Fiesta,5,anteriore,1499,5,4,Grigio,6,Euro 6,92 g CO2/km (comb.),"3,5 l/100 km (comb.)
3,8 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Grigio scuro,"Stoffa, Nero",Metallizzato,1186,24 mese,,Sì,,2020,
Berlina,f1ab4b53-8f58-4a3c-9fe4-6e256c6484ad,Diesel,Manuale,KM0,Ford,Fiesta,5,anteriore,1499,5,4,Grigio,6,Euro 6,92 g CO2/km (comb.),"3,5 l/100 km (comb.)
3,8 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Grigio scuro,"Stoffa, Nero",Metallizzato,1186,24 mese,,Sì,,2020,
Berlina,0bfe01ca-b834-4450-aed8-2314fa0f50d3,Diesel,Automatico,KM0,Audi,A8,4,4x4,2967,5,6,Nero,8,Euro 6d-TEMP,151 g CO2/km (comb.),"5,6 l/100 km (comb.)
6,4 l/100 km (urbano)
5,2 l/100 km (extraurbano)",Nero brillante,"Pelle totale, Marrone",,,Sì,,,,2020,
Berlina,464adad1-b7fb-4954-9252-0874ded4396c,Diesel,Automatico,KM0,Volkswagen,Golf,5,anteriore,1968,5,4,Nero,7,Euro 6,97 g CO2/km (comb.),"3,7 l/100 km (comb.)
4,4 l/100 km (urbano)
3,3 l/100 km (extraurbano)",Nero,,Metallizzato,1459,,,,,2020,
Berlina,93b2d3f7-7c84-4145-ac58-60a8a7e5b4df,Diesel,Automatico,KM0,Audi,A8,4,4x4,2967,5,6,Nero,8,Euro 6d-TEMP,151 g CO2/km (comb.),"5,6 l/100 km (comb.)
6,4 l/100 km (urbano)
5,2 l/100 km (extraurbano)",Nero brillante,"Pelle totale, Marrone",,,Sì,,,,2020,
Berlina,deafee92-f2d4-47ef-8aaa-0522274056b8,Diesel,Automatico,KM0,Audi,A3,5,anteriore,1968,5,4,Bianco,7,Euro 6d-TEMP,115 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",Bianco,"Pelle parziale, Nero",Metallizzato,1415,24 mese,,,,2020,
Berlina,0f8a035e-00a0-44ca-8f97-0699e6ec662d,Diesel,Automatico,KM0,Audi,A3,5,anteriore,1968,5,4,Bianco,7,Euro 6d-TEMP,115 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",Bianco,"Pelle parziale, Nero",Metallizzato,1415,24 mese,,,,2020,
Berlina,85a41c44-2c4a-43bf-a911-d4106faeded1,Diesel,Manuale,KM0,Fiat,Tipo,5,anteriore,1598,5,4,Blu/Azzurro,6,Euro 6d-TEMP,110 g CO2/km (comb.),"4,2 l/100 km (comb.)
5 l/100 km (urbano)
3,7 l/100 km (extraurbano)",blu mediterraneo,"Stoffa, Nero",Metallizzato,1370,,1,,Sì,2020,
Berlina,412a9ec4-638e-4376-8f2b-57212045c915,Diesel,Manuale,KM0,Ford,Fiesta,5,anteriore,1499,5,4,Bianco,6,Euro 6,92 g CO2/km (comb.),"3,5 l/100 km (comb.)
3,8 l/100 km (urbano)
3,4 l/100 km (extraurbano)",,Nero,,,,,,,2020,
Berlina,ea726be2-9bf7-4913-9171-d8d3d97c8b9b,Diesel,Manuale,KM0,Ford,Fiesta,5,anteriore,1499,5,4,Bianco,6,Euro 6d-TEMP,92 g CO2/km (comb.),"3,5 l/100 km (comb.)
3,8 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",Metallizzato,,24 mese,,,,2020,
Berlina,a5f11b8a-f375-414d-8158-13262e0a926a,Diesel,Manuale,KM0,Ford,Fiesta,5,anteriore,1499,5,4,Grigio,6,Euro 6d-TEMP,92 g CO2/km (comb.),"3,5 l/100 km (comb.)
3,8 l/100 km (urbano)
3,4 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1186,24 mese,1,Sì,,2020,
Berlina,baf44259-fa31-424e-b41e-8415f274f310,Diesel,Manuale,KM0,Citroen,C3,5,anteriore,1499,5,4,Bianco,5,Euro 6,86 g CO2/km (comb.),"3,2 l/100 km (comb.)
3,6 l/100 km (urbano)
3 l/100 km (extraurbano)",Bianco,,,,,1,,,2020,
Berlina,62d39dd0-bfe5-4bf8-bba4-db5d8115b53d,Diesel,Manuale,KM0,Alfa Romeo,Giulietta,5,anteriore,1598,5,4,Grigio,6,Euro 6,123 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Grigio,,,,,1,,,2019,
Berlina,fc0ee79e-7491-4af9-88f2-28c5f6af9d5a,Diesel,Manuale,KM0,Alfa Romeo,Giulietta,5,anteriore,1598,5,4,Grigio,6,Euro 6,123 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Grigio,"Stoffa, Grigio",Metallizzato,,,,,,2019,
Berlina,b6babd7b-0b3a-4b1a-9ca2-f6ec23b8c1be,Diesel,Manuale,KM0,Audi,A3,5,anteriore,1968,5,4,Blu/Azzurro,6,,92 g CO2/km (comb.),"3,6 l/100 km (comb.)
4,1 l/100 km (urbano)
3,4 l/100 km (extraurbano)",,"Altro, Altro",Metallizzato,,Sì,,,,2020,
Berlina,18ad7caf-38bf-d37a-e053-0100007fe26b,Diesel,Semiautomatico,KM0,Audi,A3,5,,1968,5,4,Verde,7,Euro 6d-TEMP,98 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,3 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Audi Exclusive,"Pelle totale, Grigio",Metallizzato,1485,,1,,,2020,
Berlina,5186c54b-7d88-4bba-93f5-40a5c9811666,Diesel,Manuale,KM0,Volkswagen,Golf,5,anteriore,1598,5,4,Blu/Azzurro,5,,106 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",,"Altro, Altro",Metallizzato,,,1,,,2020,
Berlina,908fba05-4cbe-46f2-9b42-be20abd4bf79,Diesel,Manuale,KM0,Volkswagen,Golf,5,anteriore,1598,5,4,Blu/Azzurro,5,Euro 6d-TEMP,106 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",,"Altro, Altro",Metallizzato,,,1,,,2020,
Berlina,033d82c0-c478-4c37-95e3-e688aa5114a1,Diesel,Automatico,KM0,Audi,A3,5,anteriore,1968,5,4,Argento,7,,115 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",,"Stoffa, Altro",,,Sì,,,,2020,
Berlina,e47134a8-21aa-4cdf-8509-5624c6303196,Diesel,Automatico,KM0,Audi,A5,5,anteriore,1968,5,4,Nero,7,,109 g CO2/km (comb.),"4,3 l/100 km (comb.)
4,9 l/100 km (urbano)
4 l/100 km (extraurbano)",,"Altro, Altro",,,Sì,,,,2020,
Berlina,8fa13ebb-36a1-4c1f-9c9e-34ae5153a34b,Diesel,Automatico,KM0,Audi,A3,5,anteriore,1968,5,4,Bianco,7,,115 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",,"Stoffa, Altro",,,Sì,,,,2020,
Berlina,457dc8bc-2103-4c4d-b182-606b1695a7cb,Diesel,Manuale,KM0,Alfa Romeo,Giulietta,5,anteriore,1598,5,4,Nero,6,Euro 6,123 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Nero,"Stoffa, Grigio",Metallizzato,1385,18 mese,,,Sì,2020,
Berlina,90cecd21-a111-4210-affb-a03d4c47121c,Diesel,Automatico,KM0,Alfa Romeo,Giulia,4,posteriore,2143,5,4,Grigio,8,Euro 6,129 g CO2/km (comb.),"4,9 l/100 km (comb.)
6 l/100 km (urbano)
4,3 l/100 km (extraurbano)",Grigio,"Stoffa, Nero",Metallizzato,1520,24 mese,,,Sì,2020,
Berlina,2125b3cf-9eb7-4bbc-bb67-93babe81648f,Diesel,Manuale,KM0,Alfa Romeo,Giulietta,5,anteriore,1598,5,4,Grigio,6,Euro 6,123 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",grey,Grigio,,,,,,,2020,
Berlina,26c90941-8c5c-4d5d-862f-7dbce3d64e1d,Diesel,Automatico,KM0,BMW,518,4,posteriore,1995,5,4,Grigio,8,Euro 6,119 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,1 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Grigio scuro,"Alcantara, Nero",Metallizzato,,24 mese,,,Sì,2019,
Berlina,0f033c20-6b89-42cf-bd6b-8243c83e28b5,Diesel,Automatico,KM0,BMW,116,5,anteriore,1496,5,,Nero,7,Euro 6,,,Nero,"Pelle totale, Grigio",Metallizzato,,24 mese,,,,2019,
Berlina,996c68f5-ce3c-4bd9-a833-c932c36a2cc9,Diesel,Manuale,KM0,SEAT,Leon,5,anteriore,1598,5,4,Bianco,5,Euro 6d-TEMP,100 g CO2/km (comb.),"4 l/100 km (comb.)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",Base,1260,48 mese,,,,2020,
Berlina,32330b67-7fb4-4041-acfe-0fbee0feed9e,Diesel,Manuale,KM0,SEAT,Leon,5,anteriore,1598,5,4,Grigio,5,Euro 6d-TEMP,100 g CO2/km (comb.),"4 l/100 km (comb.)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Grigio scuro,"Stoffa, Nero",Metallizzato,1260,48 mese,,,,2020,
Berlina,c804a626-302f-4dbe-9eea-750c0a224743,Diesel,Manuale,KM0,Volkswagen,Golf,5,anteriore,1598,5,4,Nero,5,Euro 6d-TEMP,106 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Nero,,Metallizzato,1323,48 mese,,,Sì,2020,
Berlina,dd5865d8-ef19-4c51-a286-45d0e571e146,Diesel,Manuale,KM0,Ford,Fiesta,5,anteriore,1499,5,4,Argento,6,Euro 6d-TEMP,92 g CO2/km (comb.),"3,5 l/100 km (comb.)
3,8 l/100 km (urbano)
3,4 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1186,,1,Sì,,2020,
Berlina,8ef8327c-18c9-4d90-a00d-4303ed3e23ad,Diesel,Manuale,KM0,Fiat,Tipo,5,anteriore,1248,5,4,Grigio,5,Euro 6d-TEMP,103 g CO2/km (comb.),"4 l/100 km (comb.)
4,7 l/100 km (urbano)
3,6 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1365,,1,Sì,Sì,2020,
Berlina,a1a625cd-847e-4107-bfc2-370a6ab68427,Diesel,Manuale,KM0,Volkswagen,Golf,5,anteriore,1598,5,4,Nero,5,Euro 6,106 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Nero,"Stoffa, Nero",Metallizzato,1323,24 mese,,,Sì,2020,
Berlina,091667cb-3f2f-41c7-aa66-5e49552bb71e,Diesel,Manuale,KM0,Jeep,Renegade,5,anteriore,1598,5,4,Nero,6,Euro 6d-TEMP,118 g CO2/km (comb.),"4,4 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",Nero,,Metallizzato,1430,,,,,2020,
Berlina,14707c73-e785-4e02-be0a-cd080842ad28,Diesel,Manuale,KM0,Jeep,Renegade,5,anteriore,1598,5,4,Bianco,6,Euro 6d-TEMP,118 g CO2/km (comb.),"4,4 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",Bianco,,Base,1430,,,,,2020,
Berlina,7cba3b01-c7fd-472f-8938-6eaf4f49a57f,Diesel,Manuale,KM0,Jeep,Renegade,5,anteriore,1598,5,4,Grigio,6,Euro 6d-TEMP,118 g CO2/km (comb.),"4,4 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",Grigio scuro,,Metallizzato,1430,,,,,2020,
Berlina,b3bbc445-5f8b-43f9-90e4-40515dcabdb2,Diesel,Manuale,KM0,Alfa Romeo,Giulietta,5,anteriore,1598,5,4,Grigio,6,Euro 6d-TEMP,123 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1385,,1,,Sì,2020,
Berlina,7c5c0948-a3c4-4785-9a8c-2708bef9c407,Diesel,Manuale,KM0,Alfa Romeo,Giulia,4,posteriore,2143,5,4,Nero,6,Euro 6,109 g CO2/km (comb.),"4,2 l/100 km (comb.)
5,3 l/100 km (urbano)
3,5 l/100 km (extraurbano)",nero alfa,,Base,,,,,,2019,
Berlina,320bd817-cd69-45a3-8161-9c88abde43b9,Diesel,Automatico,KM0,Skoda,Scala,5,anteriore,1598,5,4,Nero,7,Euro 6,108 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Nero,Nero,,,,,,,2019,
Berlina,1e8fe593-5b72-4516-9b39-9e339252b13c,Diesel,Automatico,KM0,Volkswagen,Polo,5,anteriore,1598,5,4,Grigio,6,Euro 6d-TEMP,103 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,3 l/100 km (urbano)
3,7 l/100 km (extraurbano)",LIMESTONE GREY MET.,Nero,Metallizzato,1303,24 mese,1,Sì,Sì,2020,
Berlina,c586a090-cd6b-438b-bff8-925156623958,Diesel,Manuale,KM0,Opel,Insignia,5,anteriore,1598,5,4,Blu/Azzurro,6,Euro 6d-TEMP,106 g CO2/km (comb.),"4 l/100 km (comb.)
4,6 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Darkmoon Blue,"Pelle totale, Grigio",Metallizzato,1503,,,,,2020,
Berlina,dfee8ee2-a9f8-4993-baf3-9872a1a2914e,Diesel,Manuale,KM0,Peugeot,208,5,anteriore,1499,5,4,Grigio,6,Euro 6d-TEMP,86 g CO2/km (comb.),"3,3 l/100 km (comb.)
3,7 l/100 km (urbano)
3 l/100 km (extraurbano)",GRIGIO ARTENSE,"Pelle parziale, Nero",Metallizzato,1165,24 mese,1,,,2020,
Berlina,70dd3ef9-5d29-403b-9fed-8c8f7e6687d8,Diesel,Manuale,KM0,Alfa Romeo,Giulietta,5,anteriore,1598,5,4,Nero,6,Euro 6d,103 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,9 l/100 km (urbano)
3,3 l/100 km (extraurbano)",Nero,"Stoffa, Grigio",Base,1310,24 mese,1,,Sì,2019,
Berlina,57e55520-c799-4136-83f6-aa2d4987d1dc,Diesel,Manuale,KM0,Alfa Romeo,Giulietta,5,anteriore,1598,5,4,Nero,6,Euro 6d,103 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,9 l/100 km (urbano)
3,3 l/100 km (extraurbano)",Nero,"Stoffa, Grigio",Base,1310,24 mese,1,,Sì,2020,
Berlina,f621a256-7371-4a88-8c80-625c1504c517,Diesel,Automatico,KM0,Audi,A3,5,anteriore,1968,5,4,Nero,7,Euro 6d-TEMP,98 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,3 l/100 km (urbano)
3,7 l/100 km (extraurbano)",,"Alcantara, Altro",Metallizzato,,,1,,,2020,
Berlina,e849a50b-5ef5-458e-b130-b1c1066017df,Diesel,Automatico,KM0,Audi,A3,5,anteriore,1968,5,4,Bianco,7,Euro 6d-TEMP,115 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",Bianco ghiaccio,"Stoffa, Nero",Metallizzato,,Sì,,,,2020,
Berlina,9ef89ac7-881e-4b24-a6d4-851ec1936bcd,Diesel,Automatico,KM0,MINI,Cooper D,3,anteriore,1496,4,3,Argento,6,Euro 6,102 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,4 l/100 km (urbano)
3,6 l/100 km (extraurbano)",ARGENTO MET,"Stoffa, Nero",Metallizzato,1240,Sì,1,,,2019,
