Carrozzeria,id_annuncio,Alimentazione,Tipo di veicolo,Anno,Marca,Modello,Porte,Posti a sedere,Tipo di cambio,Tipo di unita,Colore esterno,Emissioni di CO2,Rivestimenti,Colore originale,Tipo di vernice,Marce,Peso a vuoto,Usato Garantito,Per neopatentati,Proprietari,Cilindrata,Classe emissioni,Cilindri,Veicolo per non fumatori,Consumo carburante,Tagliandi certificati
City car,ece5b466-e9ce-4eb9-a48a-8931b8905653,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),Stoffa,Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,0201063f-bead-407f-9b73-82372f77edcb,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),Stoffa,Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,39c320e3-c16b-4055-aa80-078d287539e0,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),Stoffa,Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,e4441624-6779-46bc-959e-560bc76f2c99,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),Stoffa,Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,ec29b868-94bb-4885-855d-18e45e29797d,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),Stoffa,Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,0f38ef6a-5e2c-4168-a01a-e973175d8993,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),Stoffa,Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,474efb0c-9ebf-4c6f-b5f0-7796050ff333,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),Stoffa,Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,f5fe3852-a176-45ed-acf0-acba29624d68,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),Stoffa,Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,47c65209-c51a-4e70-947e-ffce8a9d5aa4,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),Stoffa,Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,237fcc71-02f3-45c0-b2f2-082eaad4036d,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),Stoffa,Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,e646838e-52a8-48b1-bcda-fc735695d822,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),Stoffa,Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,b3075c9b-4a39-479a-9297-18eeffaa913f,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),Stoffa,Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,8727fe16-9566-4b14-893a-0194aeaa9e4d,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Rosso,88 g CO2/km (comb.),"Stoffa, Grigio",Bordeaux,Metallizzato,6,1055,,Sì,,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,1b1b18d1-29dc-4e36-b74f-f1451214c97a,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),,Grigio scuro,Metallizzato,6,1055,Sì,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,730815f2-ce33-4f35-be52-43bf0d0b738f,Elettrica/Benzina,KM0,2019,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Blu/Azzurro",Bianco,Base,6,1055,24 mese,Sì,,999,Euro 6,3,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,db620959-ea0e-406b-bd59-63dfc374cb7d,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Rosso,,,Rosso,,6,,21 mese,,,999,Euro 6,,,"3,9 l/100 km (comb.)",
City car,2d8d33a1-b0f3-4423-924f-f2b71915ec61,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Grigio",Bianco,Base,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,1968af75-21f5-413a-ba58-72577086ff82,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Grigio",Grigio,Metallizzato,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,905cffe8-ab52-489d-86a1-67e37e24720a,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),,Grigio,,6,,21 mese,,,999,Euro 6,,,"3,9 l/100 km (comb.)",
City car,23dbeed8-f4dc-4ebf-b1a6-f44fdd03e5c4,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Rosso,,,Rosso,,6,,20 mese,,,999,Euro 6,,,"3,9 l/100 km (comb.)",
City car,c8f560eb-89e6-41a0-bba1-168d27a690f7,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Rosso,88 g CO2/km (comb.),,Bordeaux,Base,6,1055,,Sì,,999,Euro 6d,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,caa1db70-e54f-47b3-9e12-a7bd9645e0b0,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Altro",,Metallizzato,6,1055,24 mese,Sì,1,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,27ef5aa3-0ef6-43bb-8c22-2fb593156924,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Nero",Bianco,Base,6,1055,24 mese,Sì,,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,1574d71f-ba0c-417d-b069-e993b62bc553,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),,Bianco,Base,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,0c7c0d53-f1be-4f0e-bb24-d7cd1c302ce0,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Nero,88 g CO2/km (comb.),"Pelle parziale, Grigio",Nero,Base,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,a1941adf-c355-4e65-9448-b12d2be46eed,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Nero,88 g CO2/km (comb.),"Stoffa, Nero",Nero,Metallizzato,6,1055,60 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,16cd5600-9df1-4e8c-a1bf-072e1ee877c9,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Nero,88 g CO2/km (comb.),"Stoffa, Nero",Nero,Metallizzato,6,1055,60 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,395caae9-84d1-4a3e-bd8f-922fa6e14588,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),Nero,,,6,,,,1,999,Euro 6,3,Sì,,
City car,48a8e047-cc17-40c0-84e8-ed32d6e032e8,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),,Bianco,Base,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,ed2c10b8-4769-4315-87fc-0cd1fccaa58e,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Nero",Bianco,Base,6,1055,,Sì,,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,c96ebc8b-5c73-44bb-9b32-e622849ef9d8,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Nero",Bianco,Base,6,1055,,Sì,,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,ee29fb55-d32b-4775-8d12-b818aed6c43b,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Nero",Bianco,Base,6,1055,,Sì,,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,26710797-ed88-4031-a060-5eaaab7123ff,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Grigio",Bianco,Base,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,87313fca-55f5-4077-8467-2d6d7df55d35,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Grigio",Grigio,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,53eec363-db47-4cb0-9785-0af88b06bd3b,Elettrica/Benzina,KM0,2020,Fiat,500,5,,Manuale,anteriore,Nero,,,,Metallizzato,,,,,,,,,,,
City car,bef3bbe0-6a88-49df-8723-d42d2e7b995d,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),"Stoffa, Nero",Azzurro,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,9eaf00dd-cf93-44db-a782-2be65fb73a1a,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,,Grigio,88 g CO2/km (comb.),"Stoffa, Nero",,Metallizzato,6,1055,23 mese,Sì,1,999,Euro 6d-TEMP,3,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,9ce900a5-709e-403d-b785-8548bc98f13e,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Verde,88 g CO2/km (comb.),,Verde,Base,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,c5cfb414-17cc-42e5-8855-abedb0b6f091,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),,Bianco,Base,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,4d351ff8-b93a-4281-ac02-46e3e366f4e8,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Beige",,Metallizzato,6,1055,,Sì,1,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,bcc50f71-fd60-4da6-8ef9-cdb27f699a22,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),,Blu,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,a89dedbc-c23c-43e8-b240-d589521842c0,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Nero",Bianco,Base,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,9c6218b4-0345-4b37-81df-fefae996dff5,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Blu/Azzurro,88 g CO2/km (comb.),"Pelle totale, Beige",Blu,Metallizzato,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,5347bde9-6ea8-4687-a0b7-a916417335eb,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Rosso,88 g CO2/km (comb.),"Pelle parziale, Nero",Bordeaux,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,34adbcb9-8bf8-4a03-ad11-9fd32820c5f9,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Rosso,88 g CO2/km (comb.),"Pelle parziale, Nero",Bordeaux,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,1214f8b3-ab8e-4972-9684-0a07ccfb6097,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Nero",Bianco Gelato,Base,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,20c56980-51ef-425b-be0b-b71919ee6581,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Nero",Bianco Gelato,Base,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,09c2032a-c3e4-4fd3-b1a0-75c706d4a2b5,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Rosso,88 g CO2/km (comb.),"Pelle parziale, Nero",Bordeaux,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,2183148d-a40d-49ea-9f77-b57277e6c0c2,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Rosso,88 g CO2/km (comb.),"Pelle parziale, Nero",Bordeaux,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,a2b88747-db8f-4fe3-8ff8-503350d5a7ea,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Verde,88 g CO2/km (comb.),,Verde,Base,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,6f6a2d8c-19f5-495a-9e9c-6161e837abf4,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Stoffa, Nero",Bianco,Base,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,a786dc01-2216-46bc-a384-ebb3af2eacf7,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Grigio",Grigio,Metallizzato,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,72c760de-f63a-491f-9158-3ae0cec7df2a,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Nero,88 g CO2/km (comb.),"Pelle parziale, Grigio",Nero,Base,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,113181e6-4d41-4525-8343-61b104d95da4,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Grigio",Bianco,Base,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,edf5259f-00f7-49bf-85b6-508f10e5f7ea,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Nero,88 g CO2/km (comb.),Pelle parziale,Nero,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,483a82b3-cc5b-4cd8-a617-ceb975c48bcf,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Nero",Grigio,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,3497a53f-196b-4724-a692-92717d1871c2,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Nero",Bianco,Base,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,7fcd9d60-6e1d-47a9-9262-14a1d333b998,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Argento,88 g CO2/km (comb.),"Pelle parziale, Nero",Vari colori,Metallizzato,6,1055,60 mese,Sì,,999,Euro 6d-TEMP,3,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,122faac4-d6f4-4db0-841c-f8232a442711,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Pelle parziale, Nero",Bianco Gelato,,6,1055,60 mese,Sì,1,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Sì
City car,cb711aa7-5dcf-4393-be8d-7ff416707256,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),,Bianco,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,e6b30ffd-f37e-4091-bf13-b4662acc95a9,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),,BIANCO GELATO,Base,6,1055,Sì,Sì,,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,3ba14803-d013-45e9-a020-6a4a9c39b58a,Elettrica/Benzina,KM0,2020,Fiat,500,,4,Manuale,anteriore,Grigio,90 g CO2/km (comb.),Nero,,Metallizzato,6,,,,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Sì
City car,4018703f-8b01-4771-b7a0-fb76a4775498,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Argento,88 g CO2/km (comb.),,Vari colori,Base,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,ab3a960c-59eb-4410-a99c-1bdde06685ff,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Grigio",Grigio scuro,Base,6,1055,Sì,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,49e4f574-d9c8-4968-aa06-6694483ea15a,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Argento,88 g CO2/km (comb.),,Vari colori,Base,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,fc0ac67c-e831-45df-8b9b-ce1db6f78205,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Argento,88 g CO2/km (comb.),,Vari colori,Base,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,483fd93d-2d4e-46fd-9270-28a56902768e,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Argento,88 g CO2/km (comb.),,Vari colori,Base,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,6fbc35df-500c-41a8-b1d2-2361043b4f48,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Nero",Grigio Pompei,Metallizzato,6,1055,12 mese,Sì,1,999,Euro 6d-TEMP,3,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Sì
City car,0f70c827-2a8e-4848-b9fc-6f62340d78ab,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Nero",Grigio scuro,Base,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,a08d2e12-1c67-4aac-a6ae-4caf840952db,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Verde,88 g CO2/km (comb.),"Stoffa, Altro",,Metallizzato,6,1055,,Sì,1,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,d3ac5504-a4cd-4e0e-8170-0a00eb38d414,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Bianco,88 g CO2/km (comb.),"Stoffa, Grigio",Bianco,Base,5,1055,24 mese,Sì,,999,Euro 6d-TEMP,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,92fb3e92-cfc7-4e16-b72d-dd901685e527,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Nero",,,6,1055,24 mese,Sì,1,999,Euro 6d-TEMP,3,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Sì
City car,c100e402-a06f-453f-93cc-91ee46fb37fd,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Pelle parziale, Grigio",Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,c849e6bd-0818-4ee2-b04e-4308d9dc3c4e,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Verde,88 g CO2/km (comb.),"Pelle parziale, Grigio",Verde,Base,6,1055,,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,2789d47d-9501-43d4-ac62-91d138388606,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Nero,88 g CO2/km (comb.),"Stoffa, Grigio",Nero,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,c46a64a9-de2d-4d59-a3ef-eccfe6226255,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Grigio",Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
City car,b993043f-eecd-41d3-b654-d28fe3002605,Elettrica/Benzina,KM0,2020,Fiat,500,3,4,Manuale,anteriore,Grigio,88 g CO2/km (comb.),"Stoffa, Grigio",Grigio Pompei,Metallizzato,6,1055,24 mese,Sì,,999,Euro 6,3,,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",
