,Carrozzeria,id_annuncio,Alimentazione,Tipo di veicolo,Anno,Marca,Modello,Porte,Posti a sedere,Tipo di cambio,Tipo di unita,Colore esterno,Emissioni di CO2,Rivestimenti,Colore originale,Tipo di vernice,Marce,Peso a vuoto,Usato Garantito,Per neopatentati,Proprietari,Cilindrata,Classe emissioni,Cilindri,Veicolo per non fumatori,Consumo carburante,Tagliandi certificati,seller,vehicle,country,address,conditional_on_price,price,link_annuncio,vehicle_user_desc,median,discount,variazione_su_mediana,equal_or_lower
6271,Monovolume,ca010770-ffbf-491c-a8d6-b04b503db6e8,Diesel,KM0,2019.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,127 g CO2/km (comb.),Stoffa,Grigio,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Renault Scenic,IT,25030 Coccaglio - Brescia - Bs,12,19990,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-sport-edition2-km0-diesel-grigio-ca010770-ffbf-491c-a8d6-b04b503db6e8?cldtidx=17&cldtsrc=listPage,"Blue dCi 120CV Sport Edition2 , KM0",25250.0,5260.0,4010.0,1
6272,Monovolume,15140283-1403-48b0-a3e9-43c6a72e0d80,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Bianco,127 g CO2/km (comb.),Stoffa,Bianco,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Renault Scenic,IT,25030 Coccaglio - Brescia - Bs,12,23850,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-sport-edition2-nuova-da-immatrico-diesel-bianco-15140283-1403-48b0-a3e9-43c6a72e0d80?cldtidx=1&cldtsrc=listPage,"Blue dCi 120CV Sport Edition2 , NUOVA DA IMMATRICO",25250.0,1400.0,150.0,0
6273,Monovolume,683afbbd-1e3c-4f90-ba53-3de2376492d4,Diesel,KM0,2019.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,127 g CO2/km (comb.),Stoffa,Grigio,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Renault Scenic,IT,25030 Coccaglio - Brescia - Bs,12,19890,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-sport-edition2-km0-diesel-grigio-683afbbd-1e3c-4f90-ba53-3de2376492d4?cldtidx=11&cldtsrc=listPage,"Blue dCi 120CV Sport Edition2 , KM0",25250.0,5360.0,4110.0,1
6274,Monovolume,06dd62c3-5f61-4223-bad9-201df727893f,Diesel,KM0,2019.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Blu/Azzurro,127 g CO2/km (comb.),Stoffa,Blu,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Renault Scenic,IT,25030 Coccaglio - Brescia - Bs,12,19790,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-sport-edition2-km0-diesel-blu-azzurro-06dd62c3-5f61-4223-bad9-201df727893f?cldtidx=12&cldtsrc=listPage,"Blue dCi 120CV Sport Edition2 , KM0",25250.0,5460.0,4210.0,1
6275,Monovolume,1377936e-8a83-4440-97a1-3c927f4d5af2,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Beige,127 g CO2/km (comb.),Stoffa,Beige,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Renault Scenic,IT,25030 Coccaglio - Brescia - Bs,12,20550,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-sport-edition-nuova-da-immatricol-diesel-beige-1377936e-8a83-4440-97a1-3c927f4d5af2?cldtidx=14&cldtsrc=listPage,"Blue dCi 120CV Sport Edition , NUOVA DA IMMATRICOL",25250.0,4700.0,3450.0,1
6276,Monovolume,4335a1e6-2a70-4ee2-8ecb-409eda2757ff,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Automatico,anteriore,Bianco,127 g CO2/km (comb.),Stoffa,Bianco,,7.0,,,,,1749.0,Euro 6,4.0,,"4,9 l/100 km (comb.)
5,9 l/100 km (urbano)
4,3 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Renault Scenic,IT,25030 Coccaglio - Brescia - Bs,12,24300,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-edc-sport-edition2-nuova-da-immat-diesel-bianco-4335a1e6-2a70-4ee2-8ecb-409eda2757ff?cldtidx=15&cldtsrc=listPage,"Blue dCi 120CV EDC Sport Edition2 , NUOVA DA IMMAT",25250.0,950.0,-300.0,0
6277,Monovolume,4147b177-98a3-415f-a189-93f8b9f5d95d,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Automatico,anteriore,Grigio,127 g CO2/km (comb.),Stoffa,Grigio,,7.0,,,,,1749.0,Euro 6,4.0,,"4,9 l/100 km (comb.)
5,9 l/100 km (urbano)
4,3 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Renault Scenic,IT,25030 Coccaglio - Brescia - Bs,12,25100,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-150cv-edc-sport-edition2-km0-diesel-grigio-4147b177-98a3-415f-a189-93f8b9f5d95d?cldtidx=16&cldtsrc=listPage,"Blue dCi 150CV EDC Sport Edition2 , KM0",25250.0,150.0,-1100.0,0
6278,Monovolume,0ef204e9-07af-4ca7-b510-1a0e45428c35,Diesel,KM0,2019.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,127 g CO2/km (comb.),Pelle totale,Grigio,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Renault Scenic,IT,25030 Coccaglio - Brescia - Bs,12,20990,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-intens-km0-diesel-grigio-0ef204e9-07af-4ca7-b510-1a0e45428c35?cldtidx=17&cldtsrc=listPage,"Blue dCi 120CV Intens , KM0",25250.0,4260.0,3010.0,1
6279,Monovolume,1874fd71-1bcf-4325-bc8b-7de77c79a3f5,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,127 g CO2/km (comb.),Stoffa,Grigio,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Renault Scenic,IT,25030 Coccaglio - Brescia - Bs,12,23790,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-150cv-sport-edition2-km0-diesel-grigio-1874fd71-1bcf-4325-bc8b-7de77c79a3f5?cldtidx=18&cldtsrc=listPage,"Blue dCi 150CV Sport Edition2 , KM0",25250.0,1460.0,210.0,0
6280,Monovolume,caaa3437-4d34-483f-a83b-2cceacb80689,Diesel,KM0,2019.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,127 g CO2/km (comb.),Pelle totale,Grigio,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Renault Scenic,IT,25030 Coccaglio - Brescia - Bs,12,20890,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-intens-km0-diesel-grigio-caaa3437-4d34-483f-a83b-2cceacb80689?cldtidx=19&cldtsrc=listPage,"Blue dCi 120CV Intens , KM0",25250.0,4360.0,3110.0,1
6281,Monovolume,bcb5ae8d-73d4-4e20-b97d-36482d305951,Diesel,KM0,2019.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,127 g CO2/km (comb.),Stoffa,Grigio,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Autospazio - Gruppo Carmeli SpA,Renault Scenic,IT,25010 San Zeno Naviglio - Brescia,12,19890,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-sport-edition2-km0-diesel-grigio-bcb5ae8d-73d4-4e20-b97d-36482d305951?cldtidx=12&cldtsrc=listPage,"Blue dCi 120CV Sport Edition2 , KM0",25250.0,5360.0,4110.0,1
6282,Monovolume,0b250346-51e7-4070-8164-46118b791763,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,,127 g CO2/km (comb.),,,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Auto & Servizio Srl,Renault Scenic,IT,12100 Madonna dell'Olmo - Cuneo - Cn,12,22990,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-150-cv-sport-edition2-diesel-0b250346-51e7-4070-8164-46118b791763?cldtidx=15&cldtsrc=listPage,Blue dCi 150 CV Sport Edition2,25250.0,2260.0,1010.0,0
6283,Monovolume,6af23d34-d923-4f10-8372-9f4a5882d6ce,Diesel,KM0,2019.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Bianco,100 g CO2/km (comb.),"Stoffa, Nero",Bianco,Metallizzato,6.0,1505.0,,,,1461.0,Euro 6,4.0,,"3,9 l/100 km (comb.)
4,2 l/100 km (urbano)
3,7 l/100 km (extraurbano)",,Piemme Car Spa,Renault Scenic,IT,27028 San Martino Siccomario - Pavia - Pv,2,20300,https://www.autoscout24.it/annunci/renault-scenic-scenic-dci-8v-110-cv-energy-sport-edition2-diesel-bianco-6af23d34-d923-4f10-8372-9f4a5882d6ce?cldtidx=20&cldtsrc=listPage,ScÃƒÂ©nic dCi 8V 110 CV Energy Sport Edition2,25250.0,4950.0,3700.0,1
6284,Monovolume,07e606da-1a58-4803-9cd9-1d2e45abe9d4,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,127 g CO2/km (comb.),Stoffa,Grigio,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Autospazio - Gruppo Carmeli SpA,Renault Scenic,IT,25010 San Zeno Naviglio - Brescia,12,24500,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-150cv-sport-edition2-nuova-da-immatrico-diesel-grigio-07e606da-1a58-4803-9cd9-1d2e45abe9d4?cldtidx=12&cldtsrc=listPage,"Blue dCi 150CV Sport Edition2 , NUOVA DA IMMATRICO",25250.0,750.0,-500.0,0
6285,Monovolume,8aa90d9a-ee10-4301-a3a2-e735f2fd9037,Diesel,KM0,2019.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,127 g CO2/km (comb.),,Grigio,,6.0,,,,1.0,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Renault Retail Group Italia Spa - Milano,Renault Scenic,IT,20021 Baranzate Ã¢Â€Â“ Milano Ã¢Â€Â“ Mi,2,22800,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120-cv-sport-edition2-diesel-grigio-8aa90d9a-ee10-4301-a3a2-e735f2fd9037?cldtidx=19&cldtsrc=listPage,Blue dCi 120 CV Sport Edition2,25250.0,2450.0,1200.0,0
6286,Monovolume,b85ed32c-e7b0-45ca-b76b-e5c59424e1e2,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Automatico,anteriore,Bianco,127 g CO2/km (comb.),,Bianco,,7.0,,,,1.0,1749.0,Euro 6,4.0,,"4,9 l/100 km (comb.)
5,9 l/100 km (urbano)
4,3 l/100 km (extraurbano)",,Alpin Srl,Renault Scenic,IT,38123 Trento - Tn,2,24500,https://www.autoscout24.it/annunci/renault-scenic-sport-edition2-blue-dci-150-edc-diesel-bianco-b85ed32c-e7b0-45ca-b76b-e5c59424e1e2?cldtidx=17&cldtsrc=listPage,SPORT EDITION2 Blue dCi 150 EDC,25250.0,750.0,-500.0,0
6287,Monovolume,9e940e6a-02c8-4739-a763-ef2fac39e7c2,Diesel,KM0,2018.0,Renault,Scenic,5.0,5.0,,anteriore,Grigio,104 g CO2/km (comb.),,Grigio,,7.0,,,,,1461.0,Euro 6,4.0,,"4 l/100 km (comb.)
4,2 l/100 km (urbano)
3,9 l/100 km (extraurbano)",,Sicav 2000 Spa,Renault Scenic,IT,10015 Ivrea TO,2,17900,https://www.autoscout24.it/annunci/renault-scenic-dci-8v-110-cv-edc-energy-zen-diesel-grigio-9e940e6a-02c8-4739-a763-ef2fac39e7c2?cldtidx=4&cldtsrc=listPage,dCi 8V 110 CV EDC Energy Zen,25250.0,7350.0,6100.0,1
6288,Monovolume,6e63befa-ee09-46d2-8013-41d01a150ad3,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,,,Grigio,,6.0,,,,1.0,,,4.0,,,,Borrauto Srl,Renault Scenic,IT,31044 Montebelluna - Treviso - Tv,2,21900,https://www.autoscout24.it/annunci/renault-scenic-business-blue-dci-120-diesel-grigio-6e63befa-ee09-46d2-8013-41d01a150ad3?cldtidx=11&cldtsrc=listPage,BUSINESS Blue dCi 120,25250.0,3350.0,2100.0,1
6289,Monovolume,c1ca5681-bb09-4e94-9588-2d25215a9a7c,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Beige,127 g CO2/km (comb.),Stoffa,Beige,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Autospazio - Gruppo Carmeli SpA,Renault Scenic,IT,25010 San Zeno Naviglio - Brescia,12,22300,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-sport-edition2-km0-diesel-beige-c1ca5681-bb09-4e94-9588-2d25215a9a7c?cldtidx=3&cldtsrc=listPage,"Blue dCi 120CV Sport Edition2 , KM0",25250.0,2950.0,1700.0,1
6290,Monovolume,b1c6851a-c1fa-4a65-bdac-c1516468eb6c,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Automatico,anteriore,Grigio,127 g CO2/km (comb.),Stoffa,Grigio,,7.0,,,,,1749.0,Euro 6,4.0,,"4,9 l/100 km (comb.)
5,9 l/100 km (urbano)
4,3 l/100 km (extraurbano)",,Autospazio - Gruppo Carmeli SpA,Renault Scenic,IT,25010 San Zeno Naviglio - Brescia,12,25100,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-150cv-edc-sport-edition2-km0-diesel-grigio-b1c6851a-c1fa-4a65-bdac-c1516468eb6c?cldtidx=4&cldtsrc=listPage,"Blue dCi 150CV EDC Sport Edition2 , KM0",25250.0,150.0,-1100.0,0
6291,Monovolume,f40f7b2e-7e76-47c0-9186-5db801d43cd7,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Nero,127 g CO2/km (comb.),Stoffa,Nero,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Autospazio - Gruppo Carmeli SpA,Renault Scenic,IT,25010 San Zeno Naviglio - Brescia,12,20960,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-sport-edition-km0-diesel-nero-f40f7b2e-7e76-47c0-9186-5db801d43cd7?cldtidx=5&cldtsrc=listPage,"Blue dCi 120CV Sport Edition , KM0",25250.0,4290.0,3040.0,1
6292,Monovolume,3b701f67-d682-444f-9407-853863465ed6,Diesel,KM0,2019.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Blu/Azzurro,127 g CO2/km (comb.),Stoffa,Blu,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Autospazio - Gruppo Carmeli SpA,Renault Scenic,IT,25010 San Zeno Naviglio - Brescia,12,19790,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-sport-edition2-km0-diesel-blu-azzurro-3b701f67-d682-444f-9407-853863465ed6?cldtidx=6&cldtsrc=listPage,"Blue dCi 120CV Sport Edition2 , KM0",25250.0,5460.0,4210.0,1
6293,Monovolume,12a414c8-b202-4904-8e00-d41e2a43bc47,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,127 g CO2/km (comb.),Stoffa,Grigio,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Autospazio - Gruppo Carmeli SpA,Renault Scenic,IT,25010 San Zeno Naviglio - Brescia,12,23790,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-150cv-sport-edition2-km0-diesel-grigio-12a414c8-b202-4904-8e00-d41e2a43bc47?cldtidx=7&cldtsrc=listPage,"Blue dCi 150CV Sport Edition2 , KM0",25250.0,1460.0,210.0,0
6294,Monovolume,be96e8b1-fa62-44c7-83e3-9fb9de09d882,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,,127 g CO2/km (comb.),,,,6.0,1637.0,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Auto & Servizio Srl,Renault Scenic,IT,12100 Madonna dell'Olmo - Cuneo - Cn,12,23490,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-150-cv-business-diesel-be96e8b1-fa62-44c7-83e3-9fb9de09d882?cldtidx=16&cldtsrc=listPage,Blue dCi 150 CV Business,25250.0,1760.0,510.0,0
6295,Monovolume,0a62af89-4043-4f17-b330-e0305427dbab,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Bianco,127 g CO2/km (comb.),"Stoffa, Grigio",Bianco,Metallizzato,6.0,,,,1.0,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Destauto Spa,Renault Scenic,IT,48100 Ravenna - Ra,41,22190,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120-cv-sport-edition2-diesel-bianco-0a62af89-4043-4f17-b330-e0305427dbab?cldtidx=8&cldtsrc=listPage,Blue dCi 120 CV Sport Edition2,25250.0,3060.0,1810.0,1
6296,Monovolume,e547df0b-2d3a-4892-b2bf-aadd047de336,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,127 g CO2/km (comb.),"Stoffa, Grigio",Grigio,Metallizzato,6.0,,,,1.0,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Destauto Spa,Renault Scenic,IT,48100 Ravenna - Ra,41,21890,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120-cv-sport-edition2-diesel-grigio-e547df0b-2d3a-4892-b2bf-aadd047de336?cldtidx=9&cldtsrc=listPage,Blue dCi 120 CV Sport Edition2,25250.0,3360.0,2110.0,1
6297,Monovolume,ffea0145-abdc-48a1-80f7-b052bf893aeb,Diesel,KM0,2019.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,127 g CO2/km (comb.),,Grigio,,6.0,,,,1.0,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Superauto Spa,Renault Scenic,IT,27029 Vigevano - Pavia - Pv,1,20900,https://www.autoscout24.it/annunci/renault-scenic-sport-edition-2-blue-dci-120-diesel-grigio-ffea0145-abdc-48a1-80f7-b052bf893aeb?cldtidx=5&cldtsrc=listPage,SPORT EDITION 2 Blue dCi 120,25250.0,4350.0,3100.0,1
6298,Monovolume,9cd0d2b6-8e87-4ba7-acf6-b1a58f4f4a4f,Diesel,KM0,2019.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,127 g CO2/km (comb.),Stoffa,Grigio,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Autospazio - Gruppo Carmeli SpA,Renault Scenic,IT,25010 San Zeno Naviglio - Brescia,41,19990,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-sport-edition2-km0-diesel-grigio-9cd0d2b6-8e87-4ba7-acf6-b1a58f4f4a4f?cldtidx=9&cldtsrc=listPage,"Blue dCi 120CV Sport Edition2 , KM0",25250.0,5260.0,4010.0,1
6299,Monovolume,74150779-12e4-49f9-87f1-4a3c17114d09,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Bianco,127 g CO2/km (comb.),Stoffa,Bianco,,6.0,,,,,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Autospazio - Gruppo Carmeli SpA,Renault Scenic,IT,25010 San Zeno Naviglio - Brescia,41,23850,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-sport-edition2-nuova-da-immatrico-diesel-bianco-74150779-12e4-49f9-87f1-4a3c17114d09?cldtidx=19&cldtsrc=listPage,"Blue dCi 120CV Sport Edition2 , NUOVA DA IMMATRICO",25250.0,1400.0,150.0,0
6300,Monovolume,427815f5-8a25-4b67-86d3-aee232c773ea,Diesel,KM0,2020.0,Renault,Scenic,5.0,5.0,Automatico,anteriore,Bianco,127 g CO2/km (comb.),Stoffa,Bianco,,7.0,,,,,1749.0,Euro 6,4.0,,"4,9 l/100 km (comb.)
5,9 l/100 km (urbano)
4,3 l/100 km (extraurbano)",,Autospazio - Gruppo Carmeli SpA,Renault Scenic,IT,25010 San Zeno Naviglio - Brescia,12,24300,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-120cv-edc-sport-edition2-nuova-da-immat-diesel-bianco-427815f5-8a25-4b67-86d3-aee232c773ea?cldtidx=2&cldtsrc=listPage,"Blue dCi 120CV EDC Sport Edition2 , NUOVA DA IMMAT",25250.0,950.0,-300.0,0
6301,Monovolume,deabb1f8-2b9b-455e-8c18-3295fab7036a,Diesel,KM0,2019.0,Renault,Scenic,5.0,5.0,Manuale,anteriore,Grigio,127 g CO2/km (comb.),,Grigio scuro,,6.0,,,,1.0,1749.0,Euro 6,4.0,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,Renault Retail Group Italia Spa - Milano,Renault Scenic,IT,20021 Baranzate Ã¢Â€Â“ Milano Ã¢Â€Â“ Mi,2,23700,https://www.autoscout24.it/annunci/renault-scenic-blue-dci-150-cv-sport-edition2-diesel-grigio-deabb1f8-2b9b-455e-8c18-3295fab7036a?cldtidx=18&cldtsrc=listPage,Blue dCi 150 CV Sport Edition2,25250.0,1550.0,300.0,0
6302,Monovolume,eec675b8-9420-45a2-a754-9d6878e454f1,Benzina,KM0,2020.0,Fiat,Doblo,5.0,5.0,Manuale,anteriore,Rosso,,,Rosso,,6.0,,23 mese,,,1368.0,Euro 6,,,,,Menardi Auto Group Srl,Fiat Doblo,IT,12100 Bernezzo - Cuneo,41,16500,https://www.autoscout24.it/annunci/fiat-doblo-1-4-fire-t-jet-120cv-lounge-km0-benzina-rosso-eec675b8-9420-45a2-a754-9d6878e454f1?cldtidx=4&cldtsrc=listPage,1.4 Fire T-Jet 120cv Lounge KM0,18100.0,1600.0,350.0,0
6303,Monovolume,7d7cec4b-e51d-43af-8c4c-701902f439e9,Benzina,KM0,2020.0,Fiat,Doblo,5.0,5.0,Manuale,anteriore,Rosso,,,Rosso,,6.0,,23 mese,,,1368.0,Euro 6,,,,,Menardi Auto Group Srl,Fiat Doblo,IT,12100 Bernezzo - Cuneo,41,16500,https://www.autoscout24.it/annunci/fiat-doblo-1-4-fire-t-jet-120cv-lounge-cerchi-lega-clima-auto-benzina-rosso-7d7cec4b-e51d-43af-8c4c-701902f439e9?cldtidx=5&cldtsrc=listPage,1.4 Fire T-Jet 120cv Lounge CERCHI LEGA+CLIMA AUTO,18100.0,1600.0,350.0,0
6304,Monovolume,8ec1cb18-30df-4f74-afc5-888d404fb41c,Benzina,KM0,2020.0,Fiat,Doblo,5.0,5.0,Manuale,anteriore,Blu/Azzurro,,,Blu,,6.0,,23 mese,,,1368.0,Euro 6,,,,,Menardi Auto Group Srl,Fiat Doblo,IT,12100 Bernezzo - Cuneo,41,16500,https://www.autoscout24.it/annunci/fiat-doblo-1-4-fire-t-jet-120cv-lounge-km0-optional-inclusi-benzina-blu-azzurro-8ec1cb18-30df-4f74-afc5-888d404fb41c?cldtidx=6&cldtsrc=listPage,1.4 Fire T-Jet 120cv Lounge KM0 *OPTIONAL INCLUSI,18100.0,1600.0,350.0,0
6305,Monovolume,ec9371d5-d530-42a9-b4b3-1bf8573e3cbb,Benzina,KM0,2020.0,Fiat,Doblo,5.0,5.0,Manuale,anteriore,Blu/Azzurro,,,Blu,,6.0,,23 mese,,,1368.0,Euro 6,,,,,Menardi Auto Group Srl,Fiat Doblo,IT,12100 Bernezzo - Cuneo,41,16500,https://www.autoscout24.it/annunci/fiat-doblo-1-4-fire-t-jet-120cv-lounge-nuova-km0-benzina-blu-azzurro-ec9371d5-d530-42a9-b4b3-1bf8573e3cbb?cldtidx=7&cldtsrc=listPage,1.4 Fire T-Jet 120cv Lounge NUOVA KM0,18100.0,1600.0,350.0,0
6306,Monovolume,aaf0e6f0-c1cf-461f-9df4-f9d565b31b0f,Benzina,KM0,2019.0,Fiat,Doblo,5.0,5.0,Manuale,anteriore,,196 g CO2/km (comb.),,,,6.0,,,,,1368.0,Euro 6,4.0,,"8,6 l/100 km (comb.)
10,7 l/100 km (urbano)
7,3 l/100 km (extraurbano)",,Gallotti Auto Srl,Fiat Doblo,IT,21013 Gallarate - Varese - Va,2,10890,https://www.autoscout24.it/annunci/fiat-doblo-1-4-t-jet-16v-cargo-lounge-iva-benzina-aaf0e6f0-c1cf-461f-9df4-f9d565b31b0f?cldtidx=16&cldtsrc=listPage,1.4 T-Jet 16V Cargo Lounge +IVA,18100.0,7210.0,5960.0,1
6307,Monovolume,91cc7ec9-b069-4d31-aafa-95081c32c603,Benzina,KM0,2019.0,Fiat,Doblo,5.0,5.0,Manuale,anteriore,,196 g CO2/km (comb.),,,,6.0,,,,,1368.0,Euro 6,4.0,,"8,6 l/100 km (comb.)
10,7 l/100 km (urbano)
7,3 l/100 km (extraurbano)",,Gallotti Auto Srl,Fiat Doblo,IT,21013 Gallarate - Varese - Va,2,10890,https://www.autoscout24.it/annunci/fiat-doblo-1-4-t-jet-16v-cargo-lounge-iva-benzina-91cc7ec9-b069-4d31-aafa-95081c32c603?cldtidx=20&cldtsrc=listPage,1.4 T-Jet 16V Cargo Lounge +IVA,18100.0,7210.0,5960.0,1
