Carrozzeria,id_annuncio,Alimentazione,Tipo di cambio,Tipo di veicolo,Marca,Modello,Porte,Tipo di unità,Cilindrata,Posti a sedere,Cilindri,Colore esterno,Marce,Classe emissioni,Consumo carburante,Colore originale,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Veicolo per non fumatori,Anno,Tagliandi certificati
Station wagon,597239bd-4e51-4024-bb6f-b884810b2a5c,Diesel,Automatico,Nuovo,Mazda,6,5,anteriore,2191,5,4,Grigio,6,Euro 6d-TEMP,"5,1 l/100 km (comb.)
5,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Machine Grey Met,"Pelle parziale, Marrone",Metallizzato,1485,,0,,,
Station wagon,cf0bee4d-7321-4b97-8f17-7c46a5a574aa,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 200,5,anteriore,1950,5,4,Bianco,8,Euro 6d-TEMP,"4,5 l/100 km (comb.)
5,1 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Digital White,"Pelle parziale, Nero",Metallizzato,1430,24 mese,0,,,
Station wagon,b2ba34d7-8c0a-4a70-a88f-3c49883e66b9,Diesel,Automatico,Nuovo,Volvo,V90 Cross Country,5,4x4,1969,5,4,Argento,8,Euro 6,"5,6 l/100 km (comb.)
6,4 l/100 km (urbano)
5,1 l/100 km (extraurbano)",Vari colori,,Metallizzato,,,,,,
Station wagon,c9df5775-e00b-410c-8ff0-3cb7f6dc3d3c,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,5,anteriore,1461,5,4,Nero,7,Euro 6,"4,1 l/100 km (comb.)
4,7 l/100 km (urbano)
3,6 l/100 km (extraurbano)",Nero,"Pelle totale, Nero",Metallizzato,,,,,,
Station wagon,d233bdfe-4b1c-4018-a634-36beed6ab84c,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,,anteriore,1461,,,Nero,7,,,Nero,"Pelle totale, Nero",Metallizzato,,,,,,
Station wagon,35828a0a-f143-480e-b192-249b5c3fcbe6,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,,anteriore,1461,,,Grigio,7,,,Grigio,"Pelle totale, Nero",Metallizzato,,,,,,
Station wagon,f4087219-d900-4ce5-b012-5ac9b34d8279,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,,posteriore,1950,,,Bianco,9,,,Bianco,"Pelle totale, Grigio",Base,,,,,,
Station wagon,23524657-59c4-4be1-adeb-1b176e9d405e,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,,posteriore,1950,,,Blu/Azzurro,9,,,Blu,"Pelle totale, Beige",Metallizzato,,,,,,
Station wagon,39709b05-e516-4929-b3d2-1d9011fb8046,Diesel,,Nuovo,Mercedes-Benz,CLA 180,5,anteriore,1461,5,4,Bianco,7,Euro 6,"4,1 l/100 km (comb.)
4,7 l/100 km (urbano)
3,6 l/100 km (extraurbano)",Bianco,"Pelle totale, Nero",Metallizzato,,,,,,
Station wagon,b8e3c1e0-8e3b-4af0-94fb-8c363ded8826,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,,posteriore,1950,,,Argento,9,,,Argento,"Pelle totale, Grigio",Metallizzato,,,,,,
Station wagon,b7198827-89d9-4092-8acb-2fdb8c3bc192,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,,anteriore,1461,,,Bianco,7,,,Bianco,"Pelle totale, Nero",Metallizzato,,,,,,
Station wagon,75ec96bd-c92b-4727-a282-f9908cf7684c,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,5,anteriore,1461,5,4,Nero,7,Euro 6,"4,1 l/100 km (comb.)
4,7 l/100 km (urbano)
3,6 l/100 km (extraurbano)",Nero,"Pelle totale, Nero",Metallizzato,,,,,,
Station wagon,d1de852f-52c4-4616-9f61-ee68ec308cf6,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,5,4x4,1950,5,4,Argento,9,Euro 6,"5 l/100 km (comb.)
5,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Argento,"Pelle totale, Grigio",Metallizzato,,,,,,
Station wagon,e09b6848-435b-4b31-b1d7-0b063adce25d,Diesel,Automatico,Nuovo,Mercedes-Benz,C 300,5,4x4,1950,5,4,Bianco,9,Euro 6,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Bianco Diamante,"Pelle totale, Nero",Metallizzato,1615,24 mese,,,,
Station wagon,9b33be98-c83f-4e11-b3e6-9f020d944e77,Diesel,Automatico,Nuovo,Mercedes-Benz,C 300,5,4x4,1950,5,4,Bianco,9,Euro 6,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Bianco Polare,"Pelle totale, Nero",Base,1615,24 mese,,,,
Station wagon,f93c73e3-6d8e-4a25-9071-fa45ff5de928,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,5,4x4,1950,5,4,Grigio,9,Euro 6,"5 l/100 km (comb.)
5,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Grigio Grafite,"Pelle totale, Nero",Metallizzato,1680,24 mese,,,,
Station wagon,061b9d5e-2850-4eeb-b984-cc9020f1f8fd,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,5,4x4,1950,5,4,Blu/Azzurro,9,Euro 6,"5 l/100 km (comb.)
5,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Blu Cavansite,"Pelle totale, Beige",Metallizzato,1680,24 mese,,,,
Station wagon,013cb16e-798d-41bc-9649-1c385b888117,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,5,4x4,1950,5,4,Bianco,9,Euro 6,"5 l/100 km (comb.)
5,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Bianco Polare,"Pelle totale, Nero",Base,1680,24 mese,,,,
Station wagon,8c848f88-fbca-426e-a6c2-f90e5fba4b1e,Diesel,Automatico,Nuovo,Mercedes-Benz,C 300,5,4x4,1950,5,4,Blu/Azzurro,9,Euro 6,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Blu Canvasite,"Pelle totale, Nero",Metallizzato,1615,24 mese,,,,
Station wagon,844b89ca-cdca-4221-b26a-58875c58af68,Diesel,Automatico,Nuovo,Mercedes-Benz,C 300,5,4x4,1950,5,4,Bianco,9,Euro 6,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Bianco Polare,"Pelle totale, Nero",Base,1615,24 mese,,,,
Station wagon,3b62fd66-5968-480f-9a6e-1702aab7dd9c,Diesel,Automatico,Nuovo,Audi,A4 allroad,5,4x4,1968,5,4,Nero,7,Euro 6d-TEMP,"4,9 l/100 km (comb.)
5,5 l/100 km (urbano)
4,6 l/100 km (extraurbano)",,"Pelle totale, Altro",Metallizzato,,,0,,,
Station wagon,bee29156-bc7e-4c93-84a8-56d0206b4584,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 200,5,anteriore,1950,5,4,Grigio,8,,"4,5 l/100 km (comb.)
5,1 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio Montagna Magno Designo,"Pelle totale, Nero",Base,1430,24 mese,,,,
Berlina,6151016c-acc5-4ec8-8fe3-26317de6f5c1,Diesel,Automatico,Nuovo,Volkswagen,Golf,5,anteriore,1984,,,Nero,7,Euro 6,"6,5 l/100 km (comb.)
8,6 l/100 km (urbano)
5,3 l/100 km (extraurbano)",,"Stoffa, Grigio",,,,,,2020,Sì
Berlina,55dbe452-1a7f-431c-b289-5860695ddfb7,Diesel,Manuale,Nuovo,Dacia,Sandero,5,anteriore,1461,5,4,Grigio,5,Euro 6,"4,3 l/100 km (comb.)
4,4 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Grigio,"Stoffa, Nero",Metallizzato,,36 mese,,,,
Berlina,fcc908a6-bf11-4735-8967-590a439785a5,Diesel,Automatico,Nuovo,Volkswagen,Golf,5,anteriore,1984,,,Grigio,7,Euro 6,"6,5 l/100 km (comb.)
8,6 l/100 km (urbano)
5,3 l/100 km (extraurbano)",,"Stoffa, Grigio",,,,,,2020,Sì
Berlina,d956b431-3e4b-4b30-83c8-8de3a35fb661,Diesel,Manuale,Nuovo,Dacia,Sandero,5,anteriore,1461,5,4,Nero,5,Euro 6,"3,9 l/100 km (comb.)
3,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Nero,"Stoffa, Nero",Metallizzato,,36 mese,,,,
Berlina,a445cdd3-74c8-4846-a4a6-c04d90791b33,Diesel,Manuale,Nuovo,Dacia,Sandero,5,anteriore,1461,5,4,Nero,5,Euro 6,"3,9 l/100 km (comb.)
3,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Nero,"Stoffa, Nero",Metallizzato,,36 mese,,,,
Berlina,dca89cde-f06f-49df-bfb4-1efa70b747d1,Diesel,Manuale,Nuovo,Ford,Focus,5,anteriore,1499,5,4,Argento,6,Euro 6,"3,6 l/100 km (comb.)
4 l/100 km (urbano)
3,5 l/100 km (extraurbano)",Argento,"Stoffa, Grigio",Metallizzato,1363,24 mese,,,,
Berlina,3055a5e3-2f91-4c26-b610-060ac123a689,Diesel,Manuale,Nuovo,Fiat,Tipo,5,anteriore,1598,5,4,Rosso,6,Euro 6,"4,5 l/100 km (comb.)
5,3 l/100 km (urbano)
4 l/100 km (extraurbano)",Rosso,,Base,1370,24 mese,,,,
Berlina,d23d237b-4c22-4119-bd9c-2db0db1ca5fd,Diesel,Manuale,Nuovo,Fiat,Tipo,5,anteriore,1598,5,4,Grigio,6,Euro 6,"4,5 l/100 km (comb.)
5,3 l/100 km (urbano)
4 l/100 km (extraurbano)",Perla SABBIA,"Stoffa, Nero",Metallizzato,1370,24 mese,,,,
Berlina,69657371-6d1f-4db9-bee9-616d26e25f7b,Diesel,Automatico,Nuovo,Fiat,Tipo,5,anteriore,1598,5,4,Nero,6,Euro 6,"4,5 l/100 km (comb.)
5,3 l/100 km (urbano)
4 l/100 km (extraurbano)",Nero,,Metallizzato,1370,24 mese,,,,
Berlina,55f52643-27a6-459b-a562-87e0d052f184,Diesel,Automatico,Nuovo,Fiat,Tipo,5,anteriore,1598,5,4,Nero,6,Euro 6,"4,5 l/100 km (comb.)
5,3 l/100 km (urbano)
4 l/100 km (extraurbano)",Nero,,Metallizzato,1370,24 mese,,,,
Berlina,cfcf7b24-c0c7-4357-b04e-d02ae164b693,Diesel,Manuale,Nuovo,Alfa Romeo,Giulietta,5,anteriore,1598,5,4,Bianco,6,Euro 6,"4,7 l/100 km (comb.)
5,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Bianco,,Base,1385,24 mese,,,,
Berlina,5c82af0c-4e46-4970-841c-9623c608b9d9,Diesel,Manuale,Nuovo,Alfa Romeo,Giulietta,5,anteriore,1598,5,4,Bianco,6,Euro 6,"4,7 l/100 km (comb.)
5,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Bianco,,Base,1385,24 mese,,,,
Berlina,0a6880ef-b159-43aa-8e4a-cbe4727576e3,Diesel,Manuale,Nuovo,Opel,Corsa,5,anteriore,1499,5,4,Nero,6,Euro 6,"3,2 l/100 km (comb.)
3,7 l/100 km (urbano)
2,9 l/100 km (extraurbano)",MINERAL BLACK,"Stoffa, Nero",Metallizzato,1165,24 mese,,,,
Berlina,14343319-f54b-4c23-b61b-6ac0c39853d0,Diesel,Manuale,Nuovo,Opel,Corsa,5,anteriore,1499,5,4,Nero,6,Euro 6,"3,2 l/100 km (comb.)
3,7 l/100 km (urbano)
2,9 l/100 km (extraurbano)",MINERAL BLACK,"Stoffa, Nero",Metallizzato,1165,24 mese,,,,
Berlina,e7e2868f-8ebd-4607-bdc0-cd265dfbce93,Diesel,Manuale,Nuovo,Opel,Corsa,5,anteriore,1499,5,4,Bianco,6,Euro 6,"3,2 l/100 km (comb.)
3,7 l/100 km (urbano)
2,9 l/100 km (extraurbano)",SUMMIT WHITE,"Stoffa, Nero",Base,1165,24 mese,,,,
Berlina,2fc27875-ee8e-44e1-8b59-3b2d99813b8e,Diesel,Manuale,Nuovo,Opel,Corsa,5,anteriore,1499,5,4,Bianco,6,Euro 6,"3,2 l/100 km (comb.)
3,7 l/100 km (urbano)
2,9 l/100 km (extraurbano)",SUMMIT WHITE,"Stoffa, Nero",Base,1165,24 mese,,,,
Berlina,ac3ecf55-03ea-4e16-a25b-ee8bab6c43f6,Diesel,Manuale,Nuovo,Opel,Corsa,5,anteriore,1499,5,4,Nero,6,Euro 6,"3,2 l/100 km (comb.)
3,7 l/100 km (urbano)
2,9 l/100 km (extraurbano)",MINERAL BLACK,"Stoffa, Nero",Metallizzato,1165,24 mese,,,,
Berlina,ddd9479e-2b54-4e81-baa3-3886824a9560,Diesel,Automatico,Nuovo,Volkswagen,Golf,5,anteriore,1968,5,,Bianco,7,Euro 6,"3,7 l/100 km (comb.)
4,4 l/100 km (urbano)
3,4 l/100 km (extraurbano)",,"Stoffa, Nero",,,,,,2020,Sì
Berlina,5b807bb0-463b-4fca-8318-c529c5c7ef9d,Diesel,Automatico,Nuovo,Volkswagen,Golf,5,anteriore,1968,5,,Nero,7,Euro 6,"3,7 l/100 km (comb.)
4,4 l/100 km (urbano)
3,4 l/100 km (extraurbano)",,"Stoffa, Nero",,,,,,2020,Sì
Berlina,c99a5ce0-2a19-403a-ab27-13b4b4ca6917,Diesel,Automatico,Nuovo,Volkswagen,Golf,5,anteriore,1968,5,,Grigio,7,Euro 6,"3,7 l/100 km (comb.)
4,4 l/100 km (urbano)
3,4 l/100 km (extraurbano)",,"Stoffa, Nero",,,,,,2020,Sì
Berlina,1c1ef255-f7df-4f2c-83bd-3194cfbfeaa6,Diesel,Automatico,Nuovo,Mercedes-Benz,C 220,5,4x4,1950,,,Grigio,,,,Grigio selenite metallizzato,"Pelle parziale, Nero",Metallizzato,,,,,,
Berlina,8fc5aec5-adf1-4ea0-941a-f6cdbbee2daa,Diesel,Automatico,Nuovo,Alfa Romeo,Giulia,4,4x4,2143,5,4,Grigio,8,Euro 6,"5,5 l/100 km (comb.)
6,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Grigio scuro,"Pelle totale, Nero",Metallizzato,,24 mese,,,,
Berlina,4b978067-b965-4d97-8256-eea6d86e9ebc,Diesel,Manuale,Nuovo,BMW,318,4,posteriore,1995,5,4,Grigio,6,Euro 6,"4,4 l/100 km (comb.)
5,2 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Grigio,Stoffa,Metallizzato,,,,,,
Berlina,c10c1d18-d955-481a-b8a2-e99c5e455499,Diesel,Automatico,Nuovo,Ford,Focus,5,anteriore,1499,5,4,Argento,8,Euro 6d-TEMP,"4,3 l/100 km (comb.)
4,8 l/100 km (urbano)
4 l/100 km (extraurbano)",,,Metallizzato,1394,24 mese,,,,
Berlina,db88b060-0d3b-41bd-8cd5-09edb3f088e7,Diesel,Automatico,Nuovo,Audi,A3,5,anteriore,,5,4,Grigio,7,Euro 6d-TEMP,,GRIGIO DAYTONA PERLA,"Pelle parziale, Nero",Metallizzato,,,,Sì,,
Berlina,765c1f87-fae1-4dc5-bffa-f235ca4afbdc,Diesel,Manuale,Nuovo,Kia,XCeed,5,anteriore,1598,5,4,Grigio,6,Euro 6d-TEMP,"4,1 l/100 km (comb.)
4,5 l/100 km (urbano)
3,8 l/100 km (extraurbano)",,"Pelle parziale, Nero",Metallizzato,1340,84 mese,,Sì,,Sì
Berlina,31c1914d-5e7f-456f-b0ea-ffaa30a95921,Diesel,Manuale,Nuovo,Volkswagen,Golf,5,anteriore,1968,5,4,Nero,6,Euro 6d-TEMP,"3,5 l/100 km (comb.)
4 l/100 km (urbano)
3,2 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1380,24 mese,0,Sì,,Sì
Berlina,ceb7ee87-13c5-4fb0-85d9-343c851814ad,Diesel,Manuale,Nuovo,Opel,Corsa,5,anteriore,1499,5,4,,6,Euro 6,"3,2 l/100 km (comb.)
3,7 l/100 km (urbano)
2,9 l/100 km (extraurbano)",,Nero,,,,,,,
Berlina,faecfa03-5f65-4dc4-945b-0070433238bf,Diesel,Automatico,Nuovo,BMW,320,4,posteriore,1995,5,4,Grigio,8,Euro 6,"4,4 l/100 km (comb.)
5,4 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Grigio,"Alcantara, Nero",Metallizzato,1525,Sì,,,,
Berlina,c86a8d6d-bd1e-4c3b-b46f-2e7bdd88e8fa,Diesel,Automatico,Nuovo,BMW,320,4,posteriore,1995,5,4,Grigio,8,Euro 6,"4,4 l/100 km (comb.)
5,4 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Grigio,"Alcantara, Nero",Metallizzato,1525,Sì,,,,
Berlina,e7ec297b-add4-419a-9628-08335888af87,Diesel,Automatico,Nuovo,BMW,220,4,anteriore,1995,5,4,Bianco,8,Euro 6,"4,2 l/100 km (comb.)
4,9 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Bianco,"Pelle parziale, Nero",,1580,Sì,,,,
Berlina,897cdc22-f1f1-492a-9ef0-30482703f052,Diesel,Automatico,Nuovo,BMW,220,4,anteriore,1995,5,4,Bianco,8,Euro 6,"4,2 l/100 km (comb.)
4,9 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Bianco,"Pelle parziale, Nero",Base,1580,Sì,,,,
Berlina,4157d108-7b0b-4eba-b8d3-97aedef9e8b7,Diesel,Manuale,Nuovo,Opel,Corsa,5,anteriore,1499,5,4,Bianco,6,Euro 6,"3,2 l/100 km (comb.)
3,7 l/100 km (urbano)
2,9 l/100 km (extraurbano)",Bianco,Nero,,,,,,,
Berlina,7755f6fc-bc56-4fb0-8cf5-e5093cad81ea,Diesel,Manuale,Nuovo,Opel,Corsa,5,anteriore,1499,5,4,,6,Euro 6,"3,2 l/100 km (comb.)
3,7 l/100 km (urbano)
2,9 l/100 km (extraurbano)",,Nero,,,,,,,
Berlina,f0fa4aa8-31a1-4b1c-a732-91603cab4555,Diesel,Manuale,Nuovo,Opel,Corsa,5,anteriore,1499,5,4,Rosso,6,Euro 6,"3,2 l/100 km (comb.)
3,7 l/100 km (urbano)
2,9 l/100 km (extraurbano)",Rosso,Nero,,,,,,,
Berlina,8e0cd131-745e-49b5-89ac-aea53c3195e8,Diesel,Manuale,Nuovo,Citroen,C3,5,anteriore,1499,5,4,Bianco,5,,"3,2 l/100 km (comb.)
3,6 l/100 km (urbano)
3 l/100 km (extraurbano)",,"Stoffa, Altro",,,24 mese,,,,
Berlina,3979e37e-bee1-44ea-a389-9bbdbaf39972,Diesel,Automatico,Nuovo,BMW,118,5,anteriore,1995,5,4,Grigio,8,Euro 6,"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio,"Pelle parziale, Nero",Metallizzato,1475,Sì,,,,
Berlina,436f4d2f-e7b0-4b19-b7ac-0c211eb9dad5,Diesel,Automatico,Nuovo,BMW,220,4,anteriore,1995,5,4,Bianco,8,Euro 6,"4,2 l/100 km (comb.)
4,9 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Bianco,"Alcantara, Nero",,1580,Sì,,,,
Berlina,5c917e75-efb4-41a8-8812-c8298773a6f4,Diesel,Automatico,Nuovo,BMW,116,5,anteriore,1496,5,3,Bianco,7,Euro 6,"3,9 l/100 km (comb.)
4,4 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Bianco,"Pelle parziale, Nero",,1450,Sì,,,,
Berlina,7bfdc834-451e-428a-b549-cf39e5b4e85a,Diesel,Automatico,Nuovo,BMW,118,5,anteriore,1995,5,4,Nero,8,Euro 6,"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Nero,"Pelle parziale, Nero",Metallizzato,1475,Sì,,,,
Berlina,06b9afd8-c840-4b90-b3a0-dd1edfceeace,Diesel,Automatico,Nuovo,BMW,420,5,posteriore,1995,5,4,Nero,8,Euro 6,"4,9 l/100 km (comb.)
5,7 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Nero,"Alcantara, Nero",Metallizzato,1640,Sì,,,,
Berlina,cd2e55d1-3782-4efe-b7ef-cdd1516b52e0,Diesel,Automatico,Nuovo,BMW,118,5,anteriore,1995,5,4,Grigio,8,Euro 6,"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio,"Pelle parziale, Nero",Metallizzato,1475,Sì,,,,
Berlina,26008cfb-4a9c-4405-8cf3-cb64243f3604,Diesel,Automatico,Nuovo,Mercedes-Benz,A 180,5,anteriore,1461,5,4,Grigio,7,Euro 6,,Grigio Montagna magno designo,"Pelle parziale, Nero",Metallizzato,1445,24 mese,,,,
Berlina,9a8202e7-cb3c-4798-8389-d8e2caf3a67a,Diesel,Automatico,Nuovo,Mercedes-Benz,A 180,4,anteriore,1461,5,4,Argento,7,Euro 6,,Argento Iridio,"Pelle parziale, Nero",Metallizzato,1455,24 mese,,,,
Berlina,57211ab8-2d04-4ec9-bdae-6fa69fb06916,Diesel,Automatico,Nuovo,BMW,118,5,anteriore,1995,5,4,Grigio,8,Euro 6,"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio,"Pelle parziale, Nero",Metallizzato,1475,Sì,,,,
Berlina,b1ad5977-154a-4a20-a067-9422f48c37de,Diesel,Automatico,Nuovo,BMW,220,4,anteriore,1995,5,4,Bianco,8,Euro 6,"4,2 l/100 km (comb.)
4,9 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Bianco,"Alcantara, Nero",Base,1580,Sì,,,,
Berlina,d0624ce0-2073-4560-85e0-70207aa21bbf,Diesel,Automatico,Nuovo,BMW,118,5,anteriore,1995,5,4,Grigio,8,Euro 6,"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio,"Pelle parziale, Nero",Metallizzato,1475,Sì,,,,
Berlina,4351e213-367d-4de9-89e1-7fc701e369d2,Diesel,Automatico,Nuovo,BMW,116,5,anteriore,1496,5,3,Bianco,7,Euro 6,"3,9 l/100 km (comb.)
4,4 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Bianco,"Pelle parziale, Nero",Base,1450,Sì,,,,
Berlina,4208ac99-9733-492d-95dc-06dc2e07e453,Diesel,Automatico,Nuovo,BMW,118,5,anteriore,1995,5,4,Nero,8,Euro 6,"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Nero,"Pelle parziale, Nero",Metallizzato,1475,Sì,,,,
Berlina,79165769-666e-4f80-a4aa-022168ed5883,Diesel,Automatico,Nuovo,BMW,420,5,posteriore,1995,5,4,Nero,8,Euro 6,"4,9 l/100 km (comb.)
5,7 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Nero,"Alcantara, Nero",Metallizzato,1640,Sì,,,,
Berlina,580ae12e-cae7-42c1-a2ac-20b5cff04aed,Diesel,Manuale,Nuovo,Audi,A3,5,anteriore,1968,5,4,Grigio,6,Euro 6,"3,6 l/100 km (comb.)
4,1 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Grigio,Grigio,Metallizzato,,,,,,
Berlina,a29957a1-f95b-4655-be21-0dfa875ef094,Diesel,Manuale,Nuovo,Volkswagen,Golf,5,anteriore,1968,5,4,Grigio,6,Euro 6d-TEMP,"3,4 l/100 km (comb.)
3,8 l/100 km (urbano)
3,1 l/100 km (extraurbano)",,"Stoffa, Nero",,1384,,,,,Sì
Berlina,596d8aaf-c537-47a9-96d4-7ddc5763afeb,Diesel,Manuale,Nuovo,Peugeot,208,,anteriore,1499,,,Bianco,,,,BIANCO MADREPERLA,"Pelle parziale, Nero",Metallizzato,,,,Sì,,Sì
Berlina,4237045f-ea8a-4c34-a51f-7087861a5d7b,Diesel,Automatico,Nuovo,BMW,118,5,anteriore,1995,5,4,Nero,8,Euro 6,"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Nero,"Pelle parziale, Nero",Metallizzato,1475,Sì,,,,
Berlina,fc3af22f-3aaa-4c6c-80c9-d95d82e443d1,Diesel,Automatico,Nuovo,BMW,118,5,anteriore,1995,5,4,Bianco,8,Euro 6,"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Bianco,"Pelle parziale, Nero",,1475,Sì,,,,
Berlina,af0385c3-a31a-4676-8574-9424cd7bb181,Diesel,Automatico,Nuovo,BMW,118,5,anteriore,1995,5,4,Nero,8,Euro 6,"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Nero,"Pelle parziale, Nero",Metallizzato,1475,Sì,,,,
Berlina,886f1a0a-e336-4afb-a921-26f0545f4fef,Diesel,Automatico,Nuovo,BMW,118,5,anteriore,1995,5,4,Bianco,8,Euro 6,"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Bianco,"Pelle parziale, Nero",Base,1475,Sì,,,,
Berlina,2030e617-f113-44e9-aec0-ef8ef774bafa,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,4,anteriore,1461,5,4,Grigio,7,Euro 6,"3,8 l/100 km (comb.)
4,2 l/100 km (urbano)
3,6 l/100 km (extraurbano)",Grigio Montagna,"Pelle parziale, Nero",Metallizzato,1490,24 mese,,,,
Berlina,76a4e073-a8a0-4605-8243-15adf6e6b4d8,Diesel,Automatico,Nuovo,Mercedes-Benz,CLA 180,4,anteriore,1461,5,4,Nero,7,Euro 6,"3,8 l/100 km (comb.)
4,2 l/100 km (urbano)
3,6 l/100 km (extraurbano)",Nero Cosmo,"Pelle parziale, Nero",Metallizzato,1490,24 mese,,,,
Berlina,301e92b7-743d-4a03-a4fb-715dc6075e58,Diesel,Manuale,Nuovo,Audi,A3,5,anteriore,1968,5,4,Blu/Azzurro,6,Euro 6d-TEMP,"3,6 l/100 km (comb.)
4,1 l/100 km (urbano)
3,4 l/100 km (extraurbano)",,"Stoffa, Nero",,1420,,,,,
Berlina,301e92b7-743d-4a03-a4fb-715dc6075e58,Diesel,Manuale,Nuovo,Audi,A3,5,anteriore,1968,5,4,Blu/Azzurro,6,Euro 6d-TEMP,"3,6 l/100 km (comb.)
4,1 l/100 km (urbano)
3,4 l/100 km (extraurbano)",,"Stoffa, Nero",,1420,,,,,
Berlina,c892da46-6e31-47ff-9068-b634956203db,Diesel,Manuale,Nuovo,SEAT,Leon,5,anteriore,1598,5,4,Bianco,5,Euro 6,"4,1 l/100 km (comb.)
4,3 l/100 km (urbano)
4 l/100 km (extraurbano)",Bianco Luna,"Stoffa, Grigio",Metallizzato,1280,Sì,,Sì,,
Berlina,92623bcc-5550-4045-8fa1-1e944b4f9791,Diesel,Manuale,Nuovo,Renault,Megane,5,anteriore,1461,5,4,Grigio,6,Euro 6d-TEMP,"3,9 l/100 km (comb.)
4,5 l/100 km (urbano)
3,5 l/100 km (extraurbano)",Antracite,,Metallizzato,1315,60 mese,,,,
Berlina,011b37bd-8660-4f25-9d3a-6dfc22e7cfd2,Diesel,Manuale,Nuovo,Mercedes-Benz,B 180,5,,1461,,,Bianco,,,,Bianco polare,"Altro, Altro",,,,,,,
Berlina,f442bc84-62bf-4fe8-8430-ff718c931bbe,Diesel,Manuale,Nuovo,Mercedes-Benz,B 180,5,,1461,,,Nero,,,,Nero notte,"Altro, Altro",,,,,,,
Berlina,94aee7ac-b5c9-428e-a31d-827b8851e138,Diesel,Manuale,Nuovo,Honda,Civic,5,anteriore,1597,5,4,Bianco,6,Euro 6,"3,6 l/100 km (comb.)
3,7 l/100 km (urbano)
3,5 l/100 km (extraurbano)",Bianco,,Base,1411,Sì,,,,
