_ - _ - id_annuncio,_ - _ - Marca,_ - _ - Carrozzeria,_ - _ - Alimentazione,_ - _ - Tipo di veicolo,_ - _ - Anno,_ - _ - Modello,_ - _ - Colore esterno,_ - _ - Tipo di cambio,_ - _ - Cilindrata,_ - _ - Porte,_ - _ - Posti a sedere,_ - _ - Cilindri,_ - _ - Marce,_ - _ - Classe emissioni,_ - _ - Peso a vuoto,_ - _ - Tipo di unità,_ - _ - Tipo di vernice,_ - _ - Consumo carburante:3,_ - _ - Rivestimenti,_ - _ - Emissioni di CO23,_ - _ - Offerta n.,_ - _ - Colore originale,_ - _ - Usato Garantito,_ - _ - Proprietari,_ - _ - Tagliandi certificati,_ - _ - Consumo carburante:2,_ - _ - Veicolo per non fumatori,_ - _ - Emissioni di CO22,_ - _ - Per neopatentati,_ - _ - Versione per nazione,_ - _ - Ultimo tagliando,_ - _ - Prossima revisione,_ - _ - Consumo carburante:1,_ - _ - Bollino polveri,_ - _ - Ultimo cambio cinghia distribuzione,_ - _ - Emissioni di CO21,_ - _ - Prossima nuova,_ - _ - Disponibilità,_ - _ - Numero della chiave,_ - _ - Altre fonti di energia
e95d65a7-0db8-4c11-8285-3c0867c671eb,Lancia,City car,Benzina,Usato,2013,Ypsilon,Bianco,Manuale,875 cm³,5,5,2,5,Euro 5,1.050 kg,anteriore,Metallizzato,"4,2 l/100 km (comb.)
5 l/100 km (urbano)
3,8 l/100 km (extraurbano)","Stoffa, Grigio",99 g CO2/km (comb.),09291093485,Bianco,12 mese,1,Sì,,Sì,,,,,,,,,,,,,
acabb28a-00b1-4eb4-aff8-5854c120990c,Toyota,City car,Benzina,Usato,2007,Yaris,Grigio,Manuale,998 cm³,5,5,3,5,Euro 4,1.085 kg,anteriore,Metallizzato,"5,4 l/100 km (comb.)
6,4 l/100 km (urbano)
4,9 l/100 km (extraurbano)","Stoffa, Grigio",127 g CO2/km (comb.),09291093851,Grigio,12 mese,1,Sì,,Sì,,Sì,,,,,,,,,,,
c2e6ac21-fe20-4c6e-acff-d2285d8debed,Fiat,City car,Benzina,Usato,2015,500,Grigio,Manuale,1.242 cm³,3,4,4,5,Euro 6,975 kg,anteriore,Metallizzato,"4,8 l/100 km (comb.)
6,4 l/100 km (urbano)
4,2 l/100 km (extraurbano)","Stoffa, Beige",113 g CO2/km (comb.),09291093852,Grigio Scuro,12 mese,1,Sì,,Sì,,Sì,,,,,,,,,,,
c81e4f22-d7c9-4732-9d8b-a8d26aee6e2c,Fiat,City car,Benzina,Usato,2006,Grande Punto,Blu/Azzurro,Manuale,1.242 cm³,5,5,4,5,Euro 4,1.105 kg,anteriore,Metallizzato,"6,1 l/100 km (comb.)
7,9 l/100 km (urbano)
5,1 l/100 km (extraurbano)","Stoffa, Grigio",139 g CO2/km (comb.),09281095041,Blu,12 mese,1,Sì,,Sì,,Sì,,,,,,,,,,,
a2023284-d8ae-4079-9eaa-d4f88fa3554f,Audi,City car,Benzina,Usato,2015,S3,Bianco,Automatico,1.984 cm³,3,5,4,6,Euro 6,1.500 kg,4x4,Base,"6,9 l/100 km (comb.)
8,5 l/100 km (urbano)
5,9 l/100 km (extraurbano)","Pelle totale, Nero",159 g CO2/km (comb.),13752339,Bianco,Sì,1,Sì,,Sì,,,,,,,,,,,,,
525814f9-fa74-4203-b1e3-3c87763e7e60,Fiat,City car,Benzina,Usato,2009,Panda,Giallo,Manuale,1.242 cm³,5,2,4,5,Euro 4,,anteriore,,"5,6 l/100 km (comb.)
7,1 l/100 km (urbano)
4,8 l/100 km (extraurbano)","Stoffa, Nero",114 g CO2/km (comb.),2693772,,,,,,,,,Italia,,,,,,,,,,
00a1eca6-4b40-4db5-b663-5378c5b19c43,Fiat,City car,Benzina,Usato,2019,500X,Verde,Manuale,999 cm³,5,5,3,6,Euro 6,,anteriore,Metallizzato,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)","Pelle scamosciata, Nero",133 g CO2/km (comb.),2369585,,12 mese,1,,,,,,Italia,09/2020,,,,09/2020,,,,,
c0763e6b-3638-4dde-aaac-3eddc2fe7bfc,smart,City car,Benzina,Usato,2014,forTwo,Nero,Automatico,999 cm³,3,2,3,5,Euro 5,,posteriore,Metallizzato,"4,2 l/100 km (comb.)
4,5 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Nero,97 g CO2/km (comb.),2693172,,,1,Sì,,,,,Italia,,,,,,,,,,
1a49d9c8-de1d-4b9c-be3f-4266437fe6d5,Fiat,City car,Benzina,Usato,2015,500,Nero,Manuale,1.242 cm³,3,4,4,5,Euro 6,975 kg,anteriore,Metallizzato,"5,1 l/100 km (comb.)
6,4 l/100 km (urbano)
4,3 l/100 km (extraurbano)","Stoffa, Nero",119 g CO2/km (comb.),13954767,Nero,12 mese,,,,,,Sì,,,,,,,,,,,
87991d29-4535-4ac0-9520-444969013984,Lancia,City car,Benzina,Usato,2004,Ypsilon,Argento,Manuale,1.242 cm³,3,4,4,5,Euro 3,1.050 kg,anteriore,Metallizzato,"6 l/100 km (comb.)
7,7 l/100 km (urbano)
5 l/100 km (extraurbano)",,142 g CO2/km (comb.),13936440,Argento,12 mese,,,,,,,,,,,,,,,,,
63e5b614-bcaa-40a5-ac90-d968b339fc53,Opel,City car,Benzina,Usato,2019,Karl,Blu/Azzurro,Manuale,999 cm³,5,4,3,5,Euro 6d-TEMP,939 kg,anteriore,Metallizzato,"4,7 l/100 km (comb.)
5,6 l/100 km (urbano)
4,2 l/100 km (extraurbano)","Stoffa, Altro",106 g CO2/km (comb.),,,12 mese,1,,,,,,Italia,,,,,,,,,,
83450547-5677-4298-af25-855717c06e1c,Citroen,City car,Benzina,Usato,2004,C2,Nero,Manuale,1.124 cm³,3,4,4,5,Euro 3,1.007 kg,anteriore,Metallizzato,"5,9 l/100 km (comb.)
7,6 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,141 g CO2/km (comb.),13943803,Nero,,,,,,,Sì,,,,,,,,,,,
77ccd9c3-199a-4981-8144-b51902af588a,Lancia,City car,Benzina,Usato,2000,Y,Blu/Azzurro,Manuale,1.242 cm³,3,5,4,5,Euro 2,,anteriore,Metallizzato,"6,7 l/100 km (comb.)
8,9 l/100 km (urbano)
5,4 l/100 km (extraurbano)","Stoffa, Blu/Azzurro",,2692588,,12 mese,1,Sì,,Sì,,,Italia,09/2020,,,,09/2020,,,,,
19ed2389-6895-4d71-bfa3-19135a6e924c,Mitsubishi,City car,Benzina,Usato,2008,Colt,Grigio,Manuale,1.124 cm³,3,5,3,5,,1.005 kg,anteriore,Metallizzato,"5,5 l/100 km (comb.)
7 l/100 km (urbano)
4,6 l/100 km (extraurbano)",,130 g CO2/km (comb.),13965568,Grigio,,,,,,,Sì,,,,,,,,,,,
144c8268-04ea-4308-95b3-32cf4f19230d,Opel,City car,Benzina,Usato,2016,Karl,Argento,Manuale,1.000 cm³,5,4,,5,,,anteriore,Metallizzato,,Nero,,2692623,,,,,,,,,Italia,,,,,,,,,,
5de7c5a3-4b55-46fd-bf5b-1c714a7d93c2,Volkswagen,City car,Benzina,Usato,2018,up!,Giallo,Manuale,999 cm³,5,4,3,5,Euro 6,,anteriore,Metallizzato,"4,2 l/100 km (comb.)
5 l/100 km (urbano)
3,7 l/100 km (extraurbano)",,95 g CO2/km (comb.),4098309,Giallo,,1,,,,,,,,,,,,,,,,
5c8e6f6b-e844-41cf-9b8a-dc52aa4cd770,smart,City car,Benzina,Usato,2017,forTwo,Bianco,Automatico,,,,,,Euro 6,,,,,Grigio,,4087839,Bianco,,1,,,,,,,,,,,,,,,,
7216f2fd-78be-42ec-9d6f-4388729391f0,Hyundai,City car,Benzina,Usato,2020,i30,Nero,Manuale,1.998 cm³,5,5,4,6,Euro 6d-TEMP,1.509 kg,anteriore,Metallizzato,,Stoffa,,,,,1,,"7,8 l/100 km (comb.)
10,5 l/100 km (urbano)
6,2 l/100 km (extraurbano)",,178 g CO2/km (comb.),,Germania,,,,,,,,,,
7a1d26d0-0ea7-43fe-a50d-efbd2f599dfd,smart,City car,Benzina,Usato,2017,forTwo,Nero,Automatico,,,,,,Euro 6,,,Metallizzato,,Grigio,,4098724,Nero,,1,,,,,,,,,,,,,,,,
eff3e8ff-c20f-494e-a3e6-f018c2249d7c,Alfa Romeo,City car,Benzina,Usato,2011,MiTo,Bianco,Manuale,1.368 cm³,3,5,4,6,Euro 5,1.155 kg,anteriore,Base,"5,9 l/100 km (comb.)
7,7 l/100 km (urbano)
4,8 l/100 km (extraurbano)","Stoffa, Nero",138 g CO2/km (comb.),13935592,Bianco,12 mese,2,,,,,Sì,,,,,,,,,,,
76d5485a-564b-4512-a200-412abaf2e1f2,Fiat,City car,Benzina,Usato,2015,500,Bianco,Manuale,1.242 cm³,2,4,4,5,Euro 6,980 kg,anteriore,Base,"5,1 l/100 km (comb.)
5,7 l/100 km (urbano)
4,3 l/100 km (extraurbano)",Pelle totale,119 g CO2/km (comb.),13939866,Bianco,12 mese,,Sì,,,,Sì,,,,,,,,,,,
e875753f-5424-4a83-9733-cd5630ffba3f,Opel,City car,Benzina,Usato,2014,Corsa,Nero,Manuale,1.598 cm³,3,5,4,6,Euro 6,1.215 kg,anteriore,Metallizzato,"7,6 l/100 km (comb.)
10,2 l/100 km (urbano)
6,1 l/100 km (extraurbano)","Pelle totale, Nero",178 g CO2/km (comb.),13939939,Nero,Sì,,Sì,,,,,,,,,,,,,,,
8eeada0a-f64f-4547-825f-e0335c938ba3,Toyota,City car,Benzina,Usato,2009,iQ,Rosso,Manuale,998 cm³,3,4,3,5,Euro 4,935 kg,anteriore,Metallizzato,"4,7 l/100 km (comb.)
5,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",,110 g CO2/km (comb.),13946567,Bordeaux,12 mese,1,,,Sì,,Sì,,,03/2021,,,,,,,,
8e6f5856-b3a5-46dd-9b25-7ee1261ee633,Abarth,City car,Benzina,Usato,2015,595,Bianco,Manuale,1.368 cm³,3,4,4,5,Euro 6,1.110 kg,anteriore,Base,"6 l/100 km (comb.)
7,9 l/100 km (urbano)
4,9 l/100 km (extraurbano)","Stoffa, Grigio",139 g CO2/km (comb.),13927660,Bianco,12 mese,,,,Sì,,,,,,,,,,,,,
16030abc-c9f8-4c40-b477-185ba5b18646,Alfa Romeo,City car,Benzina,Usato,2016,MiTo,Bianco,Manuale,1.368 cm³,3,4,4,5,Euro 6,1.155 kg,anteriore,Base,"5,8 l/100 km (comb.)
7,4 l/100 km (urbano)
4,7 l/100 km (extraurbano)","Stoffa, Grigio",134 g CO2/km (comb.),13940492,Bianco,12 mese,1,Sì,,,,Sì,,,,,,,,,,,
eb8eda8c-0732-4b76-8e9a-f893b52a1b5a,Fiat,City car,Benzina,Usato,2019,500,Grigio,Manuale,1.242 cm³,3,4,4,5,Euro 6,960 kg,anteriore,Metallizzato,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)","Stoffa, Nero",123 g CO2/km (comb.),13947961,Grigio Colosseo,12 mese,,,,,,Sì,,,,,,,,,,,
b107ac22-f008-4e17-8252-0f69c7db128c,MINI,City car,Benzina,Usato,2005,Cooper,Lilla,Manuale,1.598 cm³,3,4,4,5,Euro 4,1.140 kg,anteriore,Metallizzato,"6,8 l/100 km (comb.)
9,6 l/100 km (urbano)
5,2 l/100 km (extraurbano)","Stoffa, Grigio",164 g CO2/km (comb.),13946129,Viola,,,,,,,,,,,,,,,,,,
d41bb331-12ad-4150-8ee2-633a0332d883,Abarth,City car,Benzina,Usato,2017,595 Competizione,Grigio,Automatico,1.368 cm³,3,4,4,5,,1.120 kg,anteriore,Metallizzato,"6 l/100 km (comb.)
7,9 l/100 km (urbano)
4,9 l/100 km (extraurbano)","Pelle totale, Nero",139 g CO2/km (comb.),13963551,Grigio Trofeo,12 mese,1,Sì,,Sì,,,,,02/2021,,,,,,,,
91d0b9ce-f86d-4665-b872-023cdbd23a69,Fiat,City car,Benzina,Usato,2017,500 Abarth,Grigio,Automatico,1.368 cm³,3,4,4,5,,1.120 kg,anteriore,Metallizzato,"6 l/100 km (comb.)
7,9 l/100 km (urbano)
4,9 l/100 km (extraurbano)","Pelle totale, Nero",139 g CO2/km (comb.),13963496,Grigio Trofeo,12 mese,1,Sì,,Sì,,,,,02/2021,,,,,,,,
6b3afa40-c412-4abc-be68-ef3972ef0670,Abarth,City car,Benzina,Usato,2017,595,Grigio,Automatico,1.368 cm³,3,4,4,5,,1.120 kg,anteriore,Metallizzato,"6 l/100 km (comb.)
7,9 l/100 km (urbano)
4,9 l/100 km (extraurbano)","Pelle totale, Nero",139 g CO2/km (comb.),13957240,Grigio Trofeo,12 mese,1,Sì,,Sì,,,,,02/2021,,,,,,,,
da8cf83b-a3b5-4fe1-8943-661b6d65be7b,Abarth,City car,Benzina,Usato,2019,595,Grigio,Manuale,1.368 cm³,3,4,4,5,Euro 6,1.140 kg,anteriore,Base,"6,8 l/100 km (comb.)
8,8 l/100 km (urbano)
5,6 l/100 km (extraurbano)",,155 g CO2/km (comb.),VU06600,Antracite,,,,,,,,,,,,,,,,,,
bc48b702-6b73-4d83-8909-aeacbb60e17e,Ford,City car,Benzina,Usato,2017,Fiesta,Grigio,Manuale,1.597 cm³,3,5,4,6,Euro 6,1.170 kg,anteriore,Metallizzato,"6,2 l/100 km (comb.)
7,9 l/100 km (urbano)
5,2 l/100 km (extraurbano)","Pelle parziale, Nero",140 g CO2/km (comb.),13949008,Grigio,,,Sì,,,,,,,,,,,,,,,
28f3f1ed-d930-40c7-b202-fd70d64f35f9,Abarth,City car,Benzina,Usato,2020,595,Nero,Manuale,1.368 cm³,3,4,4,5,Euro 6,1.120 kg,anteriore,Base,"6,8 l/100 km (comb.)
8,8 l/100 km (urbano)
5,6 l/100 km (extraurbano)","Stoffa, Nero",155 g CO2/km (comb.),13952172,Nero,,,Sì,,,,,,,,,,,,,,,
148b1046-75a6-41a8-9a85-641a7ae6c0fb,Fiat,City car,Benzina,Usato,2013,500,Bianco,Manuale,1.242 cm³,3,4,4,5,Euro 5,975 kg,anteriore,Base,"5,1 l/100 km (comb.)
6,4 l/100 km (urbano)
4,3 l/100 km (extraurbano)",,119 g CO2/km (comb.),13947804,Bianco,12 mese,,,,,,Sì,,,,,,,,,,,
2a30117f-fffd-4166-92f7-9b3ba9ead4d0,Abarth,City car,Benzina,Usato,2019,595,Grigio,Manuale,1.368 cm³,3,4,4,5,Euro 6,1.140 kg,anteriore,Base,"6,8 l/100 km (comb.)
8,8 l/100 km (urbano)
5,6 l/100 km (extraurbano)",,155 g CO2/km (comb.),VU06600,Antracite,,,,,,,,,,,,,,,,,,
e9f98351-835b-4856-9e76-cf0a8f8b5e91,Fiat,City car,Benzina,Usato,2004,Seicento,Grigio,Manuale,1.108 cm³,3,4,4,5,Euro 3,810 kg,anteriore,Metallizzato,"6 l/100 km (comb.)
8,3 l/100 km (urbano)
4,7 l/100 km (extraurbano)","Stoffa, Grigio",143 g CO2/km (comb.),13919207,Grigio,,,,,,,Sì,,,,,,,,,,,
4761daf9-a4c0-4947-9e03-0b9fe75fd25a,Fiat,City car,Benzina,Usato,2019,500,Nero,Manuale,1.242 cm³,3,4,4,5,Euro 6d-TEMP,960 kg,anteriore,Metallizzato,"4,9 l/100 km (comb.)
6,2 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Pelle parziale,110 g CO2/km (comb.),13947558,Nero,24 mese,,,,Sì,,Sì,,,,,,,,,,,
f0a50ff4-64b6-4d9a-b289-a0c8ba14ad28,Fiat,City car,Benzina,Usato,2019,500,Rosso,Manuale,1.242 cm³,3,4,4,5,Euro 6d-TEMP,960 kg,anteriore,Metallizzato,"4,9 l/100 km (comb.)
6,2 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Pelle parziale,110 g CO2/km (comb.),13947001,Bordeaux,24 mese,,,,Sì,,Sì,,,,,,,,,,,
91a081f8-e397-4a13-a4e3-d7d7364009e7,Triumph,City car,Benzina,Usato,1973,Spitfire,Rosso,Manuale,1.296 cm³,2,2,4,,,,posteriore,Base,,"Pelle totale, Nero",,13960220,Bordeaux,,,,,,,,,,,,,,,,,,
5d63d126-1fea-417d-b4ac-bf48b6d7f7c5,Fiat,City car,Benzina,Usato,2015,500,Verde,Manuale,1.242 cm³,3,4,4,5,Euro 6,,anteriore,Metallizzato,"4,9 l/100 km (comb.)
6,2 l/100 km (urbano)
4,2 l/100 km (extraurbano)","Stoffa, Grigio",115 g CO2/km (comb.),66420132,Verde marino,12 mese,,,,,,,,,,,1 (Senza Bollino Polveri Sottili),,,,,,
62a6afa5-b8f0-4c6b-a05c-ff73727e0c78,Fiat,City car,Benzina,Usato,2018,500,Nero,Manuale,1.242 cm³,3,4,4,5,Euro 6,960 kg,anteriore,Metallizzato,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)","Stoffa, Grigio",123 g CO2/km (comb.),13940788,Nero,Sì,,,,,,Sì,,,,,,,,,,,
a03c3468-db1c-4397-8f93-d6b8fb9c9401,Fiat,City car,Benzina,Usato,2014,Punto,Bianco,Manuale,875 cm³,3,5,2,6,Euro 6,1.150 kg,anteriore,Base,"4,2 l/100 km (comb.)
5 l/100 km (urbano)
3,8 l/100 km (extraurbano)","Stoffa, Nero",99 g CO2/km (comb.),13948436,Bianco,,,Sì,,Sì,,,,,,,,,,,,,
9020d2ae-6ed3-48a4-b3e8-89bc5ba39d5a,Audi,City car,Benzina,Usato,2016,S3,Bianco,Automatico,1.984 cm³,3,5,4,6,Euro 6,1.500 kg,4x4,Base,"6,9 l/100 km (comb.)
8,5 l/100 km (urbano)
5,9 l/100 km (extraurbano)","Pelle totale, Nero",159 g CO2/km (comb.),13947857,Bianco,,,,,,,,,,,,,,,,,,
e5623992-dcb7-4ecf-9d05-a3eb877e1366,Peugeot,City car,Benzina,Usato,2015,208,Nero,Manuale,1.199 cm³,3,5,3,5,,1.092 kg,anteriore,Metallizzato,"4,7 l/100 km (comb.)
5,6 l/100 km (urbano)
4,1 l/100 km (extraurbano)","Stoffa, Nero",109 g CO2/km (comb.),13947559,Nero,12 mese,,,,,,Sì,,,,,,,,,,,
6fcfdd6a-6a84-43e0-94ae-e297e3cce7dc,Abarth,City car,Benzina,Usato,2019,595,Nero,Automatico,1.368 cm³,3,4,4,5,Euro 6,1.140 kg,anteriore,Base,"6,8 l/100 km (comb.)
8,7 l/100 km (urbano)
5,7 l/100 km (extraurbano)","Pelle parziale, Grigio",139 g CO2/km (comb.),13947966,Nero,12 mese,,,,,,,,,,,,,,,,,
de04d94a-d54c-431f-bbae-7599161c0966,Abarth,City car,Benzina,Usato,2019,595,Rosso,Automatico,1.368 cm³,3,4,4,5,Euro 6,1.140 kg,anteriore,Base,"6,8 l/100 km (comb.)
8,7 l/100 km (urbano)
5,7 l/100 km (extraurbano)","Pelle parziale, Grigio",139 g CO2/km (comb.),13947971,ROSSO ABARTH,12 mese,,,,,,,,,,,,,,,,,
a02d7a2e-cd45-4d46-83d5-00e3258829ee,Abarth,City car,Benzina,Usato,2019,595,Grigio,Automatico,1.368 cm³,3,4,4,5,Euro 6,1.140 kg,anteriore,Base,"6,8 l/100 km (comb.)
8,7 l/100 km (urbano)
5,7 l/100 km (extraurbano)","Pelle parziale, Grigio",139 g CO2/km (comb.),13947977,GRIGIO CAMPOVOLO,12 mese,,,,,,,,,,,,,,,,,
22e056ed-efdf-4083-9d59-4c9046d99ec5,Fiat,City car,Benzina,Usato,2006,Seicento,Argento,Manuale,1.108 cm³,3,4,4,5,Euro 4,810 kg,anteriore,Metallizzato,"6 l/100 km (comb.)
8,3 l/100 km (urbano)
4,7 l/100 km (extraurbano)","Stoffa, Grigio",139 g CO2/km (comb.),13782628,Argento,,,,,,,Sì,,,,,,,,,,,
d9d8347c-1cc1-4448-a458-07799bd83a9a,Fiat,City car,Benzina,Usato,2002,Seicento,Grigio,Manuale,1.108 cm³,3,5,4,5,Euro 3,810 kg,anteriore,Base,"6 l/100 km (comb.)
8,3 l/100 km (urbano)
4,7 l/100 km (extraurbano)",,,13942081,Grigio,,,,,,,Sì,,,,,,,,,,,
62ce972e-2088-4ca8-860b-0ca517e1cc3b,Abarth,City car,Benzina,Usato,2019,595,Grigio,Manuale,1.368 cm³,3,4,4,5,Euro 6,1.140 kg,anteriore,Base,"6,8 l/100 km (comb.)
8,8 l/100 km (urbano)
5,6 l/100 km (extraurbano)",,155 g CO2/km (comb.),VU06600,Antracite,,,,,,,,,,,,,,,,,,
8d663774-f469-4a2c-9284-6754037b0fba,Abarth,City car,Benzina,Usato,2019,595,Grigio,Manuale,1.368 cm³,3,4,4,5,Euro 6,1.140 kg,anteriore,Base,"6,8 l/100 km (comb.)
8,8 l/100 km (urbano)
5,6 l/100 km (extraurbano)",,155 g CO2/km (comb.),VU06600,Antracite,,,,,,,,,,,,,,,,,,
5094628c-c846-4727-9d67-c2983dc6da6d,Peugeot,City car,Benzina,Usato,2019,108,Grigio,Manuale,998 cm³,5,4,3,5,Euro 6,,anteriore,Metallizzato,"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,6 l/100 km (extraurbano)","Stoffa, Nero",93 g CO2/km (comb.),wdb84ulm,Grigio,12 mese,,Sì,,Sì,,,,,,,1 (Senza Bollino Polveri Sottili),,,,,,
0c847e76-7a93-46c9-87e3-b4d71ab47fdc,Alfa Romeo,City car,Benzina,Usato,2010,MiTo,Rosso,Manuale,1.368 cm³,3,4,4,6,Euro 5,1.165 kg,anteriore,Metallizzato,"5,8 l/100 km (comb.)
7,6 l/100 km (urbano)
4,8 l/100 km (extraurbano)",,136 g CO2/km (comb.),13933679,Rosso,,,,,Sì,,,,,,,,,,,,,
79e3dad8-5a4f-4506-9278-fcc3d7c221b7,smart,City car,Benzina,Usato,2004,forTwo,Nero,Automatico,698 cm³,3,2,3,6,Euro 4,805 kg,posteriore,Base,"4,7 l/100 km (comb.)
6 l/100 km (urbano)
4 l/100 km (extraurbano)",Stoffa,113 g CO2/km (comb.),13948695,Nero,12 mese,,,,Sì,,,,,,,,,,,,,
954f680d-df17-4a1c-89ee-5a6039a89a04,smart,City car,Benzina,Usato,2019,forFour,Nero,Manuale,999 cm³,5,4,3,5,Euro 6,975 kg,posteriore,,"5,2 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)","Altro, Nero",117 g CO2/km (comb.),2061733,NERO,,1,,,,,Sì,,04/2019,,,,,,,,,
b31595f6-23b6-4d39-99e5-8a2539cf3779,Citroen,City car,Benzina,Usato,2009,C3 Picasso,Grigio,Manuale,1.397 cm³,5,5,,,Euro 6,,anteriore,Metallizzato,"0,6 l/100 km (comb.)
0,8 l/100 km (urbano)
0,5 l/100 km (extraurbano)",,140 g CO2/km (comb.),-80401201,Argento Metallizzato,12 mese,1,,,,,,,,,,,,,,,,
101866b0-a918-3573-e053-0100007fbcaa,Suzuki,City car,Benzina,Usato,2017,Ignis,Rosso,Semiautomatico,1.242 cm³,5,5,4,5,Euro 6,905 kg,,,,,,,,,,Sì,"4,6 l/100 km (comb.)
5,5 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Sì,104 g CO2/km (comb.),,,11/2019,,,,,,,,,
b76f62b0-4257-5412-e053-0100007f2e7f,Opel,City car,Benzina,Usato,2018,Adam,Nero,Manuale,1.229 cm³,3,4,4,5,Euro 6,1.086 kg,,Metallizzato,"5,3 l/100 km (comb.)
7,2 l/100 km (urbano)
4,3 l/100 km (extraurbano)","Pelle parziale, Nero",125 g CO2/km (comb.),,,,1,Sì,,Sì,,Sì,,08/2020,,,,,,,,,
f8a01a66-e08d-41f8-8c7f-3a76e46b6642,Fiat,City car,Benzina,Usato,2007,500,Grigio,Manuale,1.368 cm³,3,4,4,6,Euro 4,1.005 kg,anteriore,Base,"6,3 l/100 km (comb.)
8,2 l/100 km (urbano)
5,2 l/100 km (extraurbano)","Stoffa, Grigio",149 g CO2/km (comb.),13643536,Antracite,Sì,,,,,,,,,,,,,,,,,
f0276ce8-3438-48d2-b6ad-0464ac491b6f,Volkswagen,City car,Benzina,Usato,2012,Maggiolino,Bianco,Manuale,1.197 cm³,3,4,4,6,Euro 5,1.274 kg,anteriore,Base,"5,9 l/100 km (comb.)
7,6 l/100 km (urbano)
5 l/100 km (extraurbano)","Stoffa, Grigio",137 g CO2/km (comb.),13371349,Bianco,12 mese,1,Sì,,Sì,,,,,,,,,,,,,
3d78b732-c996-459f-b524-7a97fca38ff0,Fiat,City car,Benzina,Usato,1950,500,Blu/Azzurro,Manuale,,,,,,,,posteriore,Base,,"Stoffa, Beige",,10116418,Blu,Sì,,,,Sì,,,,,,,,,,,,,
7ad70fbc-4807-409a-a52a-efef51aa32ad,Peugeot,City car,Benzina,Usato,2005,107,Nero,Manuale,998 cm³,3,4,3,5,Euro 4,865 kg,anteriore,Base,"4,6 l/100 km (comb.)
5,5 l/100 km (urbano)
4,1 l/100 km (extraurbano)","Stoffa, Nero",109 g CO2/km (comb.),13942147,Nero,,,,,,,,,,,,,,,,,,
c8641951-7412-4df9-a27c-11f4eb8f6916,Fiat,City car,Benzina,Usato,2018,500,Argento,Manuale,1.242 cm³,3,4,4,5,Euro 6,940 kg,anteriore,Base,"4,9 l/100 km (comb.)
6,2 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Pelle parziale,115 g CO2/km (comb.),13584384,Vari colori,,,,,,,Sì,,,,,,,,,,,
353d08d4-0b60-45f5-b418-82de5696882a,Abarth,City car,Benzina,Usato,2018,595,Grigio,Manuale,1.368 cm³,3,4,4,5,Euro 6,1.120 kg,anteriore,Base,"6,6 l/100 km (comb.)
8,7 l/100 km (urbano)
5,4 l/100 km (extraurbano)","Stoffa, Nero",151 g CO2/km (comb.),13941423,Grigio,12 mese,2,Sì,,,,,,,,,,,,,,,
0e2ee985-7b6b-4c54-a581-6437c89398d3,Fiat,City car,Benzina,Usato,2019,Panda,Nero,Manuale,1.242 cm³,5,5,4,5,Euro 6,,anteriore,,,"Pelle scamosciata, Grigio",,2445005,,,,,,,,,Italia,,,,,,,,,,
c6052cc6-0863-4959-8fe1-b9aa2875ad1d,Fiat,City car,Benzina,Usato,2019,Panda,Argento,Manuale,1.242 cm³,5,5,4,5,Euro 6d-TEMP,1.055 kg,anteriore,Metallizzato,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,3 l/100 km (extraurbano)","Stoffa, Nero",111 g CO2/km (comb.),UFFICIALE ITALIANA OTTIME CONDIZIONI !,,12 mese,,Sì,,Sì,,Sì,Italia,09/2019,,,,,,,,,
98295591-6625-4b89-a556-71544110ce16,Daewoo,City car,Benzina,Usato,2004,Matiz,Rosso,Manuale,980 cm³,5,4,3,5,Euro 4,,anteriore,,,"Stoffa, Nero",,2490070,,,1,,,,,,Italia,,,,,,,,,,
6ed6a0e1-6236-4265-8923-a37e080b56ac,Lancia,City car,Benzina,Usato,2011,Ypsilon,Bianco,Manuale,1.242 cm³,3,4,4,5,Euro 5,,anteriore,,"4,9 l/100 km (comb.)
6,5 l/100 km (urbano)
4 l/100 km (extraurbano)","Stoffa, Nero",114 g CO2/km (comb.),rxcajt6p,Bianco,12 mese,1,,,,,,,,,,1 (Senza Bollino Polveri Sottili),,,,,,
054cdaeb-0f65-412f-81e9-97c1176368e4,Citroen,City car,Benzina,Usato,2019,C3,Bianco,Manuale,1.199 cm³,5,5,3,5,,,anteriore,,"4,8 l/100 km (comb.)
5,8 l/100 km (urbano)
4,2 l/100 km (extraurbano)","Stoffa, Nero",110 g CO2/km (comb.),qbcajsfb,Bianco,12 mese,,Sì,,,,,,,,,1 (Senza Bollino Polveri Sottili),,,,,,
