File,id_annuncio,Marca,Carrozzeria,Alimentazione,Tipo di veicolo,Modello,Tipo di cambio,Colore esterno,Cilindrata,Porte,Posti a sedere,Cilindri,Tipo di unità,Marce,Classe emissioni,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Per neopatentati,Consumo carburante,Emissioni di CO2,Veicolo per non fumatori,Tagliandi certificati
singole_pagine_fuel_B_condition_S.json,d705696a-23ec-4f52-a53c-a9080b6f00fc,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,Euro 6,"Pelle parziale, Grigio",Base,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,Sì,
singole_pagine_fuel_B_condition_S.json,cbfe20ca-3271-49b0-9bf7-2f357b00339a,Abarth,City car,Benzina,KM0,595,Manuale,Grigio,1368 ,3,4,4,anteriore,5,Euro 6,"Pelle totale, Nero",Metallizzato,1140,,,,"6,8 l/100 km (comb.)
8,7 l/100 km (urbano)
5,7 l/100 km (extraurbano)",139,,
singole_pagine_fuel_B_condition_S.json,cdbca280-9943-4408-a6ea-96614761b555,Abarth,City car,Benzina,KM0,595,Manuale,Grigio,1368 ,3,4,4,anteriore,5,Euro 6,"Pelle totale, Nero",Metallizzato,1140,,,,"6,8 l/100 km (comb.)
8,7 l/100 km (urbano)
5,7 l/100 km (extraurbano)",139,,
singole_pagine_fuel_B_condition_S.json,8590871f-06e3-4b60-ab04-a85287912ef4,Fiat,City car,Benzina,KM0,500,Manuale,Blu/Azzurro,999 ,3,4,3,anteriore,6,Euro 6d-TEMP,"Stoffa, Nero",Metallizzato,1055,24 mese,,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,4 l/100 km (extraurbano)",88,,
singole_pagine_fuel_B_condition_S.json,5b1481f1-f935-4a0c-88b7-b247242a2d8e,Fiat,City car,Benzina,KM0,Panda,Manuale,Bianco,1242 ,5,5,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Grigio",,1075,,1,Sì,"4,6 l/100 km (comb.)
7,2 l/100 km (urbano)
4,9 l/100 km (extraurbano)",129,,
singole_pagine_fuel_B_condition_S.json,449c98ea-aa36-467a-8cda-e19ac27dfdb8,Fiat,City car,Benzina,KM0,Panda,Manuale,Nero,1242 ,5,5,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Altro",,1055,,1,Sì,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,3 l/100 km (extraurbano)",111,,
singole_pagine_fuel_B_condition_S.json,de83d6a2-ac1f-42d7-9e25-c425f9ae4e1c,Fiat,City car,Benzina,KM0,500,Manuale,Nero,1242 ,3,4,4,anteriore,5,Euro 6,"Pelle parziale, Grigio",Metallizzato,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,Sì,
singole_pagine_fuel_B_condition_S.json,9eb30a33-6e11-444e-b160-9556fdd4323b,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,Euro 6,,Base,960,,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,5ae467a0-1a87-4b85-96ff-764833dbe129,Volkswagen,City car,Benzina,KM0,Polo,Manuale,Blu/Azzurro,999 ,5,5,3,anteriore,5,,"Altro, Altro",,,Sì,,,"4,6 l/100 km (comb.)
5,3 l/100 km (urbano)
4,1 l/100 km (extraurbano)",104,,
singole_pagine_fuel_B_condition_S.json,dd286a0e-9b79-4a8a-bfb1-3c41f897c646,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Beige",Metallizzato,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,9dbe9c87-a852-4327-9fac-a23dd85301b5,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,Euro 6,Stoffa,Base,960,18 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,81e67b79-b245-433e-a6a9-4bf0eb9a163a,Volkswagen,City car,Benzina,KM0,up!,Manuale,Argento,999 ,5,4,3,anteriore,5,,"Altro, Altro",,,Sì,,,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",100,,
singole_pagine_fuel_B_condition_S.json,47985de3-fec1-4188-a3c4-d34d4ccd984d,Volkswagen,City car,Benzina,KM0,up!,Manuale,Argento,999 ,5,4,3,anteriore,5,,"Altro, Altro",,,Sì,,,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",100,,
singole_pagine_fuel_B_condition_S.json,aa065de5-ca8f-4447-9076-9a81789c1f4f,Abarth,City car,Benzina,KM0,595,Manuale,Rosso,1368 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Nero",,1140,24 mese,1,,"6,8 l/100 km (comb.)
8,7 l/100 km (urbano)
5,7 l/100 km (extraurbano)",139,Sì,
singole_pagine_fuel_B_condition_S.json,c8e22425-1d24-4f97-89bf-f5796136a575,Fiat,City car,Benzina,KM0,500,Manuale,Nero,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Pelle parziale, Nero",Base,960,,,Sì,"5,2 l/100 km (comb.)
6,5 l/100 km (urbano)
4,4 l/100 km (extraurbano)",119,,
singole_pagine_fuel_B_condition_S.json,8821d544-2b8a-4f4f-bdeb-955c40ce7133,Fiat,City car,Benzina,KM0,Panda,Manuale,Giallo,875 ,5,5,2,4x4,6,Euro 6,"Stoffa, Grigio",,1165,,1,Sì,"5,1 l/100 km (comb.)
6,7 l/100 km (urbano)
4,4 l/100 km (extraurbano)",116,,
singole_pagine_fuel_B_condition_S.json,feee90f4-1191-4171-b29d-d015e604ef79,Volkswagen,City car,Benzina,KM0,up!,Manuale,Bianco,999 ,5,4,3,anteriore,5,,"Stoffa, Altro",,,Sì,,,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",100,,
singole_pagine_fuel_B_condition_S.json,5e5bf702-aead-4b0b-ac8a-8db6e7033e43,Nissan,City car,Benzina,KM0,Micra,Manuale,Nero,999 ,5,5,3,anteriore,5,,"Stoffa, Grigio",Metallizzato,,,,,,,,
singole_pagine_fuel_B_condition_S.json,b3293af1-a0f2-44b3-92d7-08cbd88fe8fa,Nissan,City car,Benzina,KM0,Micra,Manuale,Bianco,900 ,5,5,3,anteriore,5,,Nero,Base,,,,,,,,
singole_pagine_fuel_B_condition_S.json,098a5f5a-2462-479f-a9bb-5b56becf53ee,Lancia,City car,Benzina,KM0,Ypsilon,Manuale,,1242 ,5,5,4,anteriore,5,Euro 6,,,,,,,"5,5 l/100 km (comb.)
6,8 l/100 km (urbano)
4,7 l/100 km (extraurbano)",128,,
singole_pagine_fuel_B_condition_S.json,7797cec8-88ca-4686-a35d-681b22e19dd8,Abarth,City car,Benzina,KM0,595,Manuale,Grigio,1368 ,3,4,4,anteriore,5,Euro 6,"Pelle parziale, Nero",Base,1140,,,,"6,8 l/100 km (comb.)
8,7 l/100 km (urbano)
5,7 l/100 km (extraurbano)",139,,
singole_pagine_fuel_B_condition_S.json,6b724b07-fdae-44f2-8b31-ca15e3c7d075,Fiat,City car,Benzina,KM0,Panda,Manuale,Blu/Azzurro,1242 ,5,5,4,anteriore,5,,"Stoffa, Altro",Metallizzato,,Sì,,,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,3 l/100 km (extraurbano)",111,,
singole_pagine_fuel_B_condition_S.json,9c9045c6-51bf-4634-98e6-08f3224aecdb,Fiat,City car,Benzina,KM0,500,Automatico,Bianco,1242 ,3,4,4,anteriore,5,Euro 6,Pelle parziale,Base,975,24 mese,,Sì,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",114,,
singole_pagine_fuel_B_condition_S.json,91e80d72-0e8b-40a5-b6e7-5d2e36ed02de,Citroen,City car,Benzina,KM0,C1,Manuale,Nero,998 ,5,4,3,anteriore,5,Euro 6d-TEMP,Stoffa,Metallizzato,915,24 mese,,,"3,9 l/100 km (comb.)
4,4 l/100 km (urbano)
3,5 l/100 km (extraurbano)",85,Sì,
singole_pagine_fuel_B_condition_S.json,190e67b6-1911-41e8-8d41-23484e043ea1,Fiat,City car,Benzina,KM0,500,Manuale,Rosso,1242 ,5,4,4,anteriore,5,,,Metallizzato,,,1,,"4,9 l/100 km (comb.)
6,2 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,,
singole_pagine_fuel_B_condition_S.json,b490591c-8423-4bcf-8996-29dc21f7a3de,Fiat,City car,Benzina,KM0,500,Manuale,Grigio,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Grigio",Metallizzato,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,88617aef-d74a-4e66-a2c6-d5aa65f0770e,Citroen,City car,Benzina,KM0,C1,Manuale,Argento,998 ,5,4,3,anteriore,5,Euro 6d-TEMP,"Stoffa, Altro",Metallizzato,965,24 mese,1,Sì,"3,9 l/100 km (comb.)
4,4 l/100 km (urbano)
3,5 l/100 km (extraurbano)",88,Sì,Sì
singole_pagine_fuel_B_condition_S.json,3404cef3-2b19-4aad-90ff-a40bdb788bc3,Fiat,City car,Benzina,KM0,500,Manuale,Nero,,3,4,,anteriore,,Euro 6,,,,,1,,,,,
singole_pagine_fuel_B_condition_S.json,deda44ef-dd45-44ec-8a80-ddf1b77b0fbf,Mitsubishi,City car,Benzina,KM0,Space Star,Manuale,Grigio,999 ,5,5,3,anteriore,5,Euro 6d-TEMP,"Stoffa, Altro",Metallizzato,935,,1,,"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",102,,
singole_pagine_fuel_B_condition_S.json,cfc3d2d3-cb57-4d44-b332-f487f7a22a25,Abarth,City car,Benzina,KM0,595 Turismo,Manuale,Nero,1368 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Pelle totale, Nero",,1140,,1,,"6,8 l/100 km (comb.)
8,8 l/100 km (urbano)
5,6 l/100 km (extraurbano)",155,,
singole_pagine_fuel_B_condition_S.json,a6040005-c495-4da0-b201-60ea4288dfa5,Fiat,City car,Benzina,KM0,500,Manuale,Nero,1242 ,3,4,4,anteriore,5,Euro 6,,Base,960,,,Sì,"5 l/100 km (comb.)
6,3 l/100 km (urbano)
4,2 l/100 km (extraurbano)",116,,
singole_pagine_fuel_B_condition_S.json,e7dde15e-71b9-4c6a-a92a-e839cb61b7ae,Fiat,City car,Benzina,KM0,500,Manuale,Nero,1242 ,3,4,4,anteriore,5,Euro 6,,Metallizzato,960,Sì,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,d6deb9b4-27cd-4e74-9a2b-72c00781f7dc,Fiat,City car,Benzina,KM0,500,Automatico,Bianco,1242 ,3,4,,anteriore,,Euro 6,,,,17 mese,,,"4,8 l/100 km (comb.)",,,
singole_pagine_fuel_B_condition_S.json,134b85e7-c95f-4ad4-b313-4846182925e7,Fiat,City car,Benzina,KM0,500,Manuale,Grigio,1242 ,3,4,4,anteriore,5,Euro 6,,Base,960,,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,8fafafd2-b1f5-42b7-b589-fa7768266d08,Fiat,City car,Benzina,KM0,500,Manuale,Nero,1242 ,3,4,4,anteriore,5,Euro 6,Stoffa,Metallizzato,960,,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,db67de81-0762-4ef5-b5d2-c11fd77cd6a6,Fiat,City car,Benzina,KM0,500,Manuale,Argento,1242 ,3,4,4,anteriore,5,Euro 6,,Metallizzato,960,,,Sì,"5,2 l/100 km (comb.)
6,5 l/100 km (urbano)
4,4 l/100 km (extraurbano)",119,,
singole_pagine_fuel_B_condition_S.json,e870e4d9-d235-46d1-9dd7-9c00256afb6e,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Grigio",Base,960,48 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,Sì,
singole_pagine_fuel_B_condition_S.json,f380a469-aa9b-4432-bef1-66717eff7938,Fiat,City car,Benzina,KM0,Panda,Manuale,Bianco,1242 ,5,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Nero",,1055,,1,Sì,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,3 l/100 km (extraurbano)",111,,
singole_pagine_fuel_B_condition_S.json,d589639d-575f-47ed-942a-2aac6e35a06a,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1248 ,3,4,4,anteriore,5,Euro 6d-TEMP,,Base,980,,,Sì,"3,4 l/100 km (comb.)
4,1 l/100 km (urbano)
3 l/100 km (extraurbano)",89,,
singole_pagine_fuel_B_condition_S.json,e34ca363-8a57-494a-83b2-c395ac143d14,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Nero",,960,,1,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,b6f29968-36d5-4e72-a4cc-295602ac95f6,Fiat,City car,Benzina,KM0,500,Manuale,Nero,,5,,,anteriore,,,,Metallizzato,,,,,,,,
singole_pagine_fuel_B_condition_S.json,11237b6f-590c-44dd-85d4-8560b7808ebc,Abarth,City car,Benzina,KM0,595,Manuale,Grigio,1368 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Nero",Base,1120,,,,"6,9 l/100 km (comb.)
8,9 l/100 km (urbano)
5,8 l/100 km (extraurbano)",158,,
singole_pagine_fuel_B_condition_S.json,35c37d05-28c8-455c-8daf-8e355a1bdcbe,Fiat,City car,Benzina,KM0,New Panda,Manuale,Bianco,1242 ,5,4,4,anteriore,5,Euro 6,"Stoffa, Nero",,865,,1,,"5,1 l/100 km (comb.)
6,6 l/100 km (urbano)
4,3 l/100 km (extraurbano)",119,Sì,
singole_pagine_fuel_B_condition_S.json,2b14b53b-cb76-4a45-95f8-6b3bc2757183,Fiat,City car,Benzina,KM0,500,Manuale,Nero,1242 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Nero",Metallizzato,865,,1,,"4,9 l/100 km (comb.)
6,2 l/100 km (urbano)
4,2 l/100 km (extraurbano)",115,Sì,
singole_pagine_fuel_B_condition_S.json,84f25e1a-6c66-459c-9f96-549cc1814cf2,Fiat,City car,Benzina,KM0,500,Manuale,Grigio,1242 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Beige",Metallizzato,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,239ffb3e-782d-41d6-bb63-5d0a68b2ed80,Fiat,City car,Benzina,KM0,500,Manuale,Rosso,1242 ,3,4,4,anteriore,5,Euro 6,,Base,960,,,Sì,"5 l/100 km (comb.)
6,3 l/100 km (urbano)
4,2 l/100 km (extraurbano)",116,,
singole_pagine_fuel_B_condition_S.json,d9b08f59-cf83-4643-b94a-0ea03c6ea358,Fiat,City car,Benzina,KM0,500,Manuale,Grigio,1242 ,3,4,4,anteriore,5,Euro 6,,Metallizzato,960,,,Sì,"4,9 l/100 km (comb.)
6,2 l/100 km (urbano)
4,1 l/100 km (extraurbano)",110,,
singole_pagine_fuel_B_condition_S.json,07631060-3bcb-46b4-b398-9ee876292269,Fiat,City car,Benzina,KM0,New Panda,Manuale,Bianco,900 ,5,5,3,4x4,5,Euro 5,"Pelle parziale, Altro",,,24 mese,1,,,,,Sì
singole_pagine_fuel_B_condition_S.json,117626f4-2e34-48c8-9ee8-f92736c07b3a,Fiat,City car,Benzina,KM0,New Panda,Manuale,Bianco,1200 ,5,5,4,anteriore,5,,"Stoffa, Nero",,,,1,,,,,Sì
singole_pagine_fuel_B_condition_S.json,2b10463f-ca4b-4a4b-b7e1-c7e5f4d6f98f,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,,,Base,,Sì,,,,,Sì,
singole_pagine_fuel_B_condition_S.json,e6f477de-1123-4e07-b0c3-7473542431de,Fiat,City car,Benzina,KM0,500,Manuale,Argento,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Grigio",Metallizzato,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,52a58e1f-668f-482b-8f1a-fa46e21121de,Fiat,City car,Benzina,KM0,500,Manuale,Argento,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Grigio",Metallizzato,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,bdcc7971-53b2-42e7-8abf-60ea68aaeb39,Fiat,City car,Benzina,KM0,500,Manuale,Argento,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Grigio",Metallizzato,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,33327643-baa7-4640-bf8b-f523d23e610e,Fiat,City car,Benzina,KM0,500,Manuale,Blu/Azzurro,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Grigio",Metallizzato,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,edcff4fb-0e3b-462f-bc90-aba5ad374070,Fiat,City car,Benzina,KM0,500,Manuale,Blu/Azzurro,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Grigio",Metallizzato,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,90db88ad-30c0-4d24-89b5-1c43cbd77977,Fiat,City car,Benzina,KM0,500,Manuale,Blu/Azzurro,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Grigio",Metallizzato,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,7f28ee2b-efba-415d-96df-d7b95a6ca687,Fiat,City car,Benzina,KM0,500,Manuale,Argento,1242 ,3,4,4,anteriore,5,Euro 6,,Base,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,f6c60cbd-2c8e-46a5-94db-133f0268d535,Fiat,City car,Benzina,KM0,500,Manuale,Grigio,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,,Metallizzato,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,1e61360c-ce39-4102-82be-f2f31769ccf5,Fiat,City car,Benzina,KM0,500,Manuale,Argento,1242 ,3,4,4,anteriore,5,Euro 6,,Base,960,24 mese,,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,6305bfe0-1892-4ce1-9528-57bb73bde4e6,Volkswagen,City car,Benzina,KM0,up!,Manuale,Blu/Azzurro,999 ,5,4,3,anteriore,5,,"Stoffa, Altro",,,Sì,,,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",100,,
singole_pagine_fuel_B_condition_S.json,6b473a33-592f-4332-a78f-cbf03c30ab51,Volkswagen,City car,Benzina,KM0,Polo,Manuale,Grigio,999 ,5,5,3,anteriore,5,,"Altro, Altro",,,Sì,,,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4,1 l/100 km (extraurbano)",110,,
singole_pagine_fuel_B_condition_S.json,4b330790-8f53-4604-a057-212d9c7c334f,Fiat,City car,Benzina,KM0,500,Manuale,Blu/Azzurro,1242 ,3,4,4,anteriore,5,Euro 6d-TEMP,"Stoffa, Grigio",Metallizzato,960,,1,Sì,"5 l/100 km (comb.)
6,3 l/100 km (urbano)
4,2 l/100 km (extraurbano)",116,,
singole_pagine_fuel_B_condition_S.json,34b36472-7dba-4426-a800-ea3671fb9d0c,Volkswagen,City car,Benzina,KM0,Polo,Manuale,Grigio,999 ,5,5,3,anteriore,5,,"Altro, Altro",,,Sì,,,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4,1 l/100 km (extraurbano)",110,,
singole_pagine_fuel_B_condition_S.json,39d0e4b0-d6b3-4c65-bf85-748432d2a46b,Fiat,City car,Benzina,KM0,500,Manuale,Rosso,1242 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Nero",Metallizzato,865,,1,,"4,9 l/100 km (comb.)
6,2 l/100 km (urbano)
4,2 l/100 km (extraurbano)",115,Sì,
singole_pagine_fuel_B_condition_S.json,8f23a3ba-3bee-457e-87de-32437dafee04,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,,,Base,960,24 mese,,Sì,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",123,,
singole_pagine_fuel_B_condition_S.json,bb514159-4f36-4e06-9fca-67d28e18e352,Abarth,City car,Benzina,KM0,595,Manuale,Grigio,1368 ,3,4,4,anteriore,5,Euro 6,,,1120,,1,,"6 l/100 km (comb.)
7,9 l/100 km (urbano)
4,9 l/100 km (extraurbano)",139,,
singole_pagine_fuel_B_condition_S.json,2e3a461b-7a0e-445a-b908-471535c436d5,Renault,City car,Benzina,KM0,Captur,Manuale,Grigio,898 ,5,5,3,anteriore,5,Euro 6d-TEMP,,Metallizzato,1180,,1,,"5,5 l/100 km (comb.)
6,5 l/100 km (urbano)
4,9 l/100 km (extraurbano)",125,,
singole_pagine_fuel_B_condition_S.json,b8b55280-a8a5-4a5d-b472-7bd3c0b62ee7,Fiat,City car,Benzina,KM0,500,Manuale,Nero,1242 ,3,4,4,anteriore,5,,,Metallizzato,,,,,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,,
singole_pagine_fuel_B_condition_S.json,86a6cb41-aa0e-4a53-baa0-6c86196558f3,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,Euro 6,"Stoffa, Beige",,960,,1,Sì,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",108,,
singole_pagine_fuel_B_condition_S.json,f93548f7-d7d0-4292-b81e-2484ed5b348c,Volkswagen,City car,Benzina,KM0,Polo,Manuale,Blu/Azzurro,999 ,5,5,3,anteriore,5,,"Altro, Altro",,,Sì,,,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4,1 l/100 km (extraurbano)",110,,
singole_pagine_fuel_B_condition_S.json,d653a9c6-2733-4978-9cde-1bd6c70717ca,Volkswagen,City car,Benzina,KM0,Polo,Manuale,Bianco,999 ,5,5,3,anteriore,5,,"Altro, Altro",,,Sì,,,"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4,1 l/100 km (extraurbano)",110,,
singole_pagine_fuel_B_condition_S.json,8741aa78-22ca-4270-b5f6-ce382fbc533b,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,3,4,4,anteriore,5,,"Stoffa, Grigio",Base,960,60 mese,,Sì,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",123,,
singole_pagine_fuel_B_condition_S.json,b9d1c45c-06c1-4ee8-9c41-63642ceedc7f,Fiat,City car,Benzina,KM0,500,Manuale,Rosso,1242 ,5,4,4,anteriore,5,,,Metallizzato,,,1,,"4,9 l/100 km (comb.)
6,2 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,,
singole_pagine_fuel_B_condition_S.json,4061a42a-e689-47fc-adc3-b490feba7b35,Fiat,City car,Benzina,KM0,500,Manuale,Rosso,1242 ,5,4,4,anteriore,5,,Pelle scamosciata,Metallizzato,,,,,"4,9 l/100 km (comb.)
6,2 l/100 km (urbano)
4,2 l/100 km (extraurbano)",,,
singole_pagine_fuel_B_condition_S.json,f1d9c785-e1d7-4df2-b92c-8f75b9ea009a,Fiat,City car,Benzina,KM0,500,Manuale,Bianco,1242 ,5,4,4,anteriore,5,,,Metallizzato,,,,,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,,
singole_pagine_fuel_B_condition_S.json,1981f062-5e0a-45b0-956c-732669ab51c5,MINI,Cabrio,Benzina,KM0,Cooper S Cabrio,Automatico,,1998 ,3,4,4,anteriore,6,Euro 6,,Metallizzato,1365,,1,,"6,4 l/100 km (comb.)
8,3 l/100 km (urbano)
5,2 l/100 km (extraurbano)",145,,
singole_pagine_fuel_B_condition_S.json,3daca77d-499f-4c90-a530-322e72716d31,Volkswagen,Cabrio,Benzina,KM0,T-Roc,Manuale,Bianco,999 ,3,4,3,anteriore,6,Euro 6d-TEMP,"Stoffa, Nero",,1487,24 mese,1,,"5,4 l/100 km (comb.)
6,3 l/100 km (urbano)
4,8 l/100 km (extraurbano)",123,Sì,Sì
singole_pagine_fuel_B_condition_S.json,732eca9e-7f51-4fc5-aadb-53fdbfbc5486,Bentley,Cabrio,Benzina,KM0,Continental,Automatico,Bianco,3993 ,2,4,8,4x4,8,Euro 6,"Pelle totale, Nero",Metallizzato,2545,,,,"10,9 l/100 km (comb.)
15,9 l/100 km (urbano)
8 l/100 km (extraurbano)",254,,
singole_pagine_fuel_B_condition_S.json,1f6a547d-3b38-4f38-8626-8f86757fb634,Fiat,Cabrio,Benzina,KM0,500,Automatico,Grigio,1242 ,2,4,4,anteriore,5,Euro 6,"Stoffa, Grigio",Metallizzato,1050,24 mese,,Sì,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",114,,
singole_pagine_fuel_B_condition_S.json,83fe077c-c2ea-4c26-8c60-01017a745f54,Fiat,Cabrio,Benzina,KM0,500C,,Bianco,1242 ,2,4,4,anteriore,5,Euro 6,Grigio,Base,,,,,"5,5 l/100 km (comb.)
6,5 l/100 km (urbano)
5 l/100 km (extraurbano)",130,,
singole_pagine_fuel_B_condition_S.json,24754656-cca7-4787-bb66-04bc9da2bf4f,smart,Cabrio,Benzina,KM0,forTwo,Automatico,Nero,898 ,2,2,3,posteriore,6,Euro 6,"Stoffa, Nero",,995,24 mese,,,"5,3 l/100 km (comb.)
6,2 l/100 km (urbano)
4,9 l/100 km (extraurbano)",122,,
