File,id_annuncio,Marca,Carrozzeria,Alimentazione,Tipo di veicolo,Modello,Cilindrata,Tipo di cambio,Colore esterno,Posti a sedere,Porte,Cilindri,Tipo di unità,Marce,Classe emissioni,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Consumo carburante,Emissioni di CO2,Veicolo per non fumatori,Tagliandi certificati,Per neopatentati,_ - _ - Prossima revisione,Ultimo tagliando,_ - _ - Prossima nuova,_ - _ - Numero della chiave
singole_pagine_fuel_D_condition_S.json,44a1e462-ed6b-4228-85be-81c51af978cf,Alfa Romeo,Berlina,Diesel,KM0,Giulietta,1598 ,Automatico,Nero,5,,,anteriore,,,,Base,,,,,,,,,,,,
singole_pagine_fuel_D_condition_S.json,341afaee-66d3-4c20-9fa4-93f3b728b329,Renault,Berlina,Diesel,KM0,Clio,1461 ,Manuale,Blu/Azzurro,5,5,4,anteriore,6,Euro 6,,Metallizzato,1352,24 mese,,"3,6 l/100 km (comb.)
4,3 l/100 km (urbano)
3,2 l/100 km (extraurbano)",95,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,b1e4a292-2a08-4a5d-9b32-a30f4a3d295c,BMW,Berlina,Diesel,KM0,520,1995 ,Automatico,Argento,5,4,4,posteriore,8,Euro 6,"Alcantara, Nero",Metallizzato,1725,24 mese,,"4,1 l/100 km (comb.)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",108,,,,,,,
singole_pagine_fuel_D_condition_S.json,56b9cb45-0c7a-47c8-ad99-022b0e2e2e96,Audi,Berlina,Diesel,KM0,A3,1968 ,Automatico,Blu/Azzurro,5,5,4,anteriore,7,Euro 6d-TEMP,"Alcantara, Nero",,,36 mese,,"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",115,,,,,,,
singole_pagine_fuel_D_condition_S.json,5e0dc4a2-fda1-45dc-8727-44cbcad90875,Audi,Berlina,Diesel,KM0,A3,1968 ,Automatico,Blu/Azzurro,5,5,4,anteriore,7,Euro 6d-TEMP,"Alcantara, Nero",,,36 mese,,"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",115,,,,,,,
singole_pagine_fuel_D_condition_S.json,a4a718f8-4e34-484c-b109-3bd8d1731a9d,MINI,Berlina,Diesel,KM0,Cooper SD,1995 ,Automatico,Nero,5,5,4,anteriore,8,Euro 6,,Metallizzato,,,,"4,2 l/100 km (comb.)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",110,,,,,,,
singole_pagine_fuel_D_condition_S.json,b349b04f-4cc1-4cb2-9bd4-cacd0a050714,BMW,Berlina,Diesel,KM0,420,1995 ,Automatico,Blu/Azzurro,5,5,4,4x4,8,Euro 6,"Pelle totale, Beige",Metallizzato,1735,Sì,,"5 l/100 km (comb.)
5,9 l/100 km (urbano)
4,5 l/100 km (extraurbano)",132,Sì,,,,,,
singole_pagine_fuel_D_condition_S.json,ad6ebaa8-3c32-4487-a8e0-572df834d0d0,Kia,Berlina,Diesel,KM0,Ceed SW / cee'd SW,1598 ,Manuale,Bianco,5,5,4,anteriore,6,Euro 6,"Stoffa, Nero",,,,,"4 l/100 km (comb.)
4,4 l/100 km (urbano)
3,7 l/100 km (extraurbano)",104,,,,,,,
singole_pagine_fuel_D_condition_S.json,338f4119-2a2a-491c-b009-1a20141d37b7,Volkswagen,Berlina,Diesel,KM0,Passat,1968 ,Automatico,Nero,5,4,,anteriore,,,"Altro, Nero",Base,,,,"3,9 l/100 km (comb.)
3,6 l/100 km (urbano)
4,4 l/100 km (extraurbano)",103,,,,,,,
singole_pagine_fuel_D_condition_S.json,886edb80-092b-4c0b-8fe0-1e872b0f6029,Audi,Berlina,Diesel,KM0,A3,1968 ,Automatico,Nero,5,5,4,anteriore,7,Euro 6,"Stoffa, Nero",Metallizzato,1415,24 mese,,"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",115,,,,,,,
singole_pagine_fuel_D_condition_S.json,e25cd13b-9eae-4951-99c3-2fea7df99419,Renault,Berlina,Diesel,KM0,Clio,1461 ,Manuale,Bianco,5,5,4,anteriore,6,Euro 6d-TEMP,"Stoffa, Nero",,1352,,1,"3,6 l/100 km (comb.)
4,3 l/100 km (urbano)
3,2 l/100 km (extraurbano)",95,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,ffc9451c-e59d-449d-b754-31063b27eb62,Alfa Romeo,Berlina,Diesel,KM0,Giulia,2143 ,Automatico,Grigio,5,4,4,posteriore,8,Euro 6d-TEMP,"Pelle totale, Nero",Metallizzato,1520,,1,"4,9 l/100 km (comb.)
6 l/100 km (urbano)
4,3 l/100 km (extraurbano)",129,,,,,,,
singole_pagine_fuel_D_condition_S.json,1445b713-5da3-46b0-aafe-5f41703b224d,Alfa Romeo,Berlina,Diesel,KM0,Giulia,2143 ,Automatico,Grigio,5,4,4,posteriore,8,Euro 6,"Pelle parziale, Nero",Metallizzato,1520,24 mese,,"4,9 l/100 km (comb.)
6 l/100 km (urbano)
4,3 l/100 km (extraurbano)",129,,,,,,,
singole_pagine_fuel_D_condition_S.json,9c8f7f6f-330e-46c7-ab11-f090f42d378a,Alfa Romeo,Berlina,Diesel,KM0,Giulia,2143 ,Automatico,Grigio,5,4,4,posteriore,8,Euro 6,"Stoffa, Nero",Metallizzato,1520,24 mese,,"4,9 l/100 km (comb.)
6 l/100 km (urbano)
4,3 l/100 km (extraurbano)",129,,,,,,,
singole_pagine_fuel_D_condition_S.json,6174fe3e-a21e-46d3-82bc-7c9bc21cb380,Audi,Berlina,Diesel,KM0,A3,1968 ,Automatico,Nero,5,5,4,anteriore,7,Euro 6,"Stoffa, Nero",Metallizzato,1415,24 mese,,"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",115,,,,,,,
singole_pagine_fuel_D_condition_S.json,2e870ed7-555d-47c8-86a2-5c0e6ee144f5,Volkswagen,Berlina,Diesel,KM0,Polo,1598 ,Automatico,Bianco,5,5,4,anteriore,6,Euro 6c,"Altro, Nero",,,48 mese,,"3,9 l/100 km (comb.)
4,3 l/100 km (urbano)
3,7 l/100 km (extraurbano)",103,,,,,,,
singole_pagine_fuel_D_condition_S.json,2e2dff0b-eca2-4857-8b82-e89b6795469a,Volkswagen,Berlina,Diesel,KM0,Polo,1598 ,Automatico,Nero,5,5,4,anteriore,7,Euro 6c,"Altro, Nero",,,48 mese,,"4,7 l/100 km (comb.)
5,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",106,,,,,,,
singole_pagine_fuel_D_condition_S.json,e44f0eb0-2905-4509-9e3d-467c0e18d501,Peugeot,Berlina,Diesel,KM0,208,1499 ,Manuale,Bianco,,,,,,,"Altro, Altro",,,24 mese,,"3,3 l/100 km (comb.)
3,7 l/100 km (urbano)
3 l/100 km (extraurbano)",86,,,,,,,
singole_pagine_fuel_D_condition_S.json,cc5e2045-dc11-42c7-8cd0-71ec6ac871ce,Peugeot,Berlina,Diesel,KM0,208,1499 ,Manuale,Grigio,,,,,,,"Altro, Altro",Metallizzato,,24 mese,,"3,3 l/100 km (comb.)
3,7 l/100 km (urbano)
3 l/100 km (extraurbano)",86,,,,,,,
singole_pagine_fuel_D_condition_S.json,f99b9e7e-86a2-428b-8e04-b6bfcc30c806,,,Diesel,,,,,,,,,,,,,,,,,,,,,,,,,
singole_pagine_fuel_D_condition_S.json,fb46972e-8cdb-40a1-80d2-3f06389e23e8,Audi,Berlina,Diesel,KM0,A6,1968 ,Automatico,Nero,5,4,4,4x4,8,Euro 6,,Metallizzato,,Sì,,,,,,,,,,
singole_pagine_fuel_D_condition_S.json,b1796898-8216-4515-8148-72827a44891f,Audi,Berlina,Diesel,KM0,A4,1968 ,Automatico,Grigio,5,4,4,4x4,7,Euro 6,Grigio,Perlato,,,,"5,3 l/100 km (comb.)
5,9 l/100 km (urbano)
4,9 l/100 km (extraurbano)",129,,,,,,,
singole_pagine_fuel_D_condition_S.json,fd3eca11-89fe-4842-9f83-e11a8f5d7a4f,Audi,Berlina,Diesel,KM0,A6,1968 ,Automatico,Nero,5,4,4,4x4,8,Euro 6,,Metallizzato,,,,,,,,,,,,
singole_pagine_fuel_D_condition_S.json,ffbe06e9-4d68-4b54-a360-ec5fac587d56,Audi,Berlina,Diesel,KM0,A4,1968 ,Automatico,Grigio,5,4,4,4x4,7,Euro 6,Grigio,Perlato,,,,"5,3 l/100 km (comb.)
5,9 l/100 km (urbano)
4,9 l/100 km (extraurbano)",129,,,,,,,
singole_pagine_fuel_D_condition_S.json,8f0e61db-e1ce-4817-834c-0da5e3f307a9,Alfa Romeo,Berlina,Diesel,KM0,Giulietta,1598 ,Manuale,Nero,5,5,4,anteriore,6,Euro 6,"Stoffa, Nero",Base,,,,"4,7 l/100 km (comb.)
5,7 l/100 km (urbano)
4,1 l/100 km (extraurbano)",123,,,,,,,
singole_pagine_fuel_D_condition_S.json,2e3f704e-948e-43f5-8743-dcd5d6793406,Alfa Romeo,Berlina,Diesel,KM0,Giulia,2143 ,Automatico,Grigio,5,4,4,4x4,8,Euro 6,"Pelle totale, Nero",Metallizzato,,12 mese,,"4,7 l/100 km (comb.)
5,8 l/100 km (urbano)
4 l/100 km (extraurbano)",122,,,,,,,
singole_pagine_fuel_D_condition_S.json,30398730-a80f-445a-bdc1-59f7952f5d60,Audi,Berlina,Diesel,KM0,A3,1598 ,Manuale,Nero,5,5,4,,6,Euro 6d-TEMP,"Stoffa, Altro",Metallizzato,1335,24 mese,1,"4,4 l/100 km (comb.)
5 l/100 km (urbano)
4 l/100 km (extraurbano)",114,,,,,,,
singole_pagine_fuel_D_condition_S.json,c4d16434-fcf0-4e70-b328-844b7782acab,Audi,Berlina,Diesel,KM0,A3,1598 ,Automatico,Nero,5,5,4,anteriore,7,Euro 6d-TEMP,"Pelle parziale, Altro",Metallizzato,1360,24 mese,1,"3,9 l/100 km (comb.)
4,1 l/100 km (urbano)
3,7 l/100 km (extraurbano)",103,,,,,,,
singole_pagine_fuel_D_condition_S.json,8b1bae43-03f6-47c1-9c0e-cb429682ee40,Renault,Berlina,Diesel,KM0,Clio,1461 ,Manuale,Grigio,5,5,4,anteriore,6,Euro 6,,Metallizzato,1352,24 mese,,"3,6 l/100 km (comb.)
4,3 l/100 km (urbano)
3,2 l/100 km (extraurbano)",95,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,8e152cf7-6452-4941-bd48-13e16aeb3f19,Fiat,Berlina,Diesel,KM0,Tipo,1598 ,Manuale,Argento,5,5,4,anteriore,6,Euro 6,"Stoffa, Grigio",Metallizzato,,,,"4,4 l/100 km (comb.)
5,2 l/100 km (urbano)
3,9 l/100 km (extraurbano)",117,,,,,,,
singole_pagine_fuel_D_condition_S.json,7f181eb1-3cd3-40d5-8602-0fb3414154d0,Renault,Berlina,Diesel,KM0,Clio,1461 ,Manuale,Bianco,5,5,4,anteriore,6,Euro 6,Stoffa,,,,,"3,6 l/100 km (comb.)
4,3 l/100 km (urbano)
3,2 l/100 km (extraurbano)",95,,,,,,,
singole_pagine_fuel_D_condition_S.json,d9187e57-2a4e-4fa1-84d3-471134802594,Renault,Berlina,Diesel,KM0,Clio,1461 ,Manuale,Arancione,5,5,4,anteriore,6,Euro 6,Stoffa,,,,,"3,6 l/100 km (comb.)
4,3 l/100 km (urbano)
3,2 l/100 km (extraurbano)",95,,,,,,,
singole_pagine_fuel_D_condition_S.json,f3aebd88-e30c-4c80-9309-6a3a74219dc8,Volvo,Berlina,Diesel,KM0,S90,1969 ,Automatico,Argento,5,4,4,anteriore,8,Euro 6,"Pelle totale, Grigio",,,,,"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,9 l/100 km (extraurbano)",116,,,,,,,
singole_pagine_fuel_D_condition_S.json,b1cbbcba-4b8b-4017-b2a1-68f9bdcd2d34,Opel,Berlina,Diesel,KM0,Corsa,1499 ,Manuale,Bianco,5,5,,anteriore,,,,,,12 mese,,,,,,,,,,
singole_pagine_fuel_D_condition_S.json,4f3d6ac9-affe-41a7-ba73-3bce27b49bfa,Renault,Berlina,Diesel,KM0,Talisman,1997 ,Automatico,Blu/Azzurro,5,5,4,,6,Euro 6,Pelle totale,,1670,12 mese,1,"4,8 l/100 km (comb.)
5,5 l/100 km (urbano)
4,3 l/100 km (extraurbano)",126,,,,,,,
singole_pagine_fuel_D_condition_S.json,7fdfcaf1-63b3-4c50-81d9-b32999a1f964,Audi,Berlina,Diesel,KM0,A3,1598 ,Automatico,Bianco,5,5,4,anteriore,7,Euro 6d-TEMP,"Stoffa, Nero",Metallizzato,1360,12 mese,1,"3,9 l/100 km (comb.)
4,1 l/100 km (urbano)
3,7 l/100 km (extraurbano)",103,,,,,,,
singole_pagine_fuel_D_condition_S.json,79004e9d-0815-4e66-95d8-3faf2a1e0b6b,BMW,Berlina,Diesel,KM0,730,2993 ,Automatico,Blu/Azzurro,5,4,6,4x4,8,,"Pelle totale, Nero",Metallizzato,,,1,"5,4 l/100 km (comb.)
6,3 l/100 km (urbano)
5 l/100 km (extraurbano)",,,,,,,,
singole_pagine_fuel_D_condition_S.json,3e0d2ebd-2ad7-4ad9-b4d0-8de2c8ec8818,BMW,Berlina,Diesel,KM0,730,2993 ,Automatico,Grigio,5,4,6,4x4,8,,"Pelle totale, Nero",,,,1,"5,4 l/100 km (comb.)
6,3 l/100 km (urbano)
5 l/100 km (extraurbano)",,,,,,,,
singole_pagine_fuel_D_condition_S.json,03d30355-10c6-41b6-9060-e094b927e835,Volkswagen,Berlina,Diesel,KM0,Polo,1598 ,Semiautomatico,Argento,5,5,4,anteriore,6,Euro 6d-TEMP,"Stoffa, Nero",Metallizzato,1303,48 mese,1,"3,9 l/100 km (comb.)
4,3 l/100 km (urbano)
3,7 l/100 km (extraurbano)",103,Sì,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,44437f96-092a-4fce-9b35-54a01df1c6d4,Audi,Berlina,Diesel,KM0,A3,1968 ,Semiautomatico,Argento,5,5,4,anteriore,7,Euro 6d-TEMP,"Stoffa, Grigio",Metallizzato,1415,24 mese,1,"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",115,Sì,,,,,,
singole_pagine_fuel_D_condition_S.json,32e645d7-6b0c-44a8-a253-b7782e569a14,Renault,Berlina,Diesel,KM0,Megane,1461 ,Automatico,Nero,5,5,4,anteriore,6,Euro 6,Stoffa,,,,,"4,3 l/100 km (comb.)
5 l/100 km (urbano)
3,9 l/100 km (extraurbano)",102,,,,,,,
singole_pagine_fuel_D_condition_S.json,e1df471b-6b62-49a5-8635-c4490c92ea86,Renault,Berlina,Diesel,KM0,Megane,1461 ,Manuale,Blu/Azzurro,5,5,4,anteriore,6,Euro 6,Stoffa,,,,,"4,3 l/100 km (comb.)
5 l/100 km (urbano)
3,9 l/100 km (extraurbano)",102,,,,,,,
singole_pagine_fuel_D_condition_S.json,6fbd7b34-5dba-4d57-9b64-6cf5e313eaa3,Audi,Berlina,Diesel,KM0,A5,1968 ,Automatico,Blu/Azzurro,4,5,4,anteriore,,Euro 6,,Metallizzato,,24 mese,1,"4,3 l/100 km (comb.)
4,9 l/100 km (urbano)
4 l/100 km (extraurbano)",110,,,,,,,
singole_pagine_fuel_D_condition_S.json,615b96e5-93da-4d86-93a3-e7b4ffdd1ab1,Renault,Berlina,Diesel,KM0,Megane,1461 ,Automatico,Grigio,5,5,4,anteriore,6,Euro 6,Stoffa,,,,,"3,9 l/100 km (comb.)
4,5 l/100 km (urbano)
3,5 l/100 km (extraurbano)",102,,,,,,,
singole_pagine_fuel_D_condition_S.json,4641ba76-601a-4365-95af-5ce0420777b8,Renault,Berlina,Diesel,KM0,Megane,1461 ,Manuale,Grigio,5,5,4,anteriore,5,Euro 6,Stoffa,,,,,"4,3 l/100 km (comb.)
5 l/100 km (urbano)
3,9 l/100 km (extraurbano)",102,,,,,,,
singole_pagine_fuel_D_condition_S.json,5b2a01cf-877c-48c9-bee7-0e0c661f4c14,Volkswagen,Berlina,Diesel,KM0,Polo,1598 ,Automatico,Bianco,5,5,4,,5,Euro 6d-TEMP,,,1280,,1,"3,7 l/100 km (comb.)
4,2 l/100 km (urbano)
3,4 l/100 km (extraurbano)",97,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,92432d84-dff6-4d7a-90de-615918f750d6,Renault,Berlina,Diesel,KM0,Clio,1461 ,Manuale,Blu/Azzurro,5,5,4,,6,Euro 6d-TEMP,,,1352,,1,"3,6 l/100 km (comb.)
4,3 l/100 km (urbano)
3,2 l/100 km (extraurbano)",95,,,,,,,
singole_pagine_fuel_D_condition_S.json,6286fe70-6e3d-49eb-984d-31be27c7c05f,Dacia,Berlina,Diesel,KM0,Sandero,1461 ,Manuale,Argento,5,5,4,anteriore,5,Euro 6,,Metallizzato,1151,24 mese,,"3,8 l/100 km (comb.)
4,3 l/100 km (urbano)
3,4 l/100 km (extraurbano)",99,Sì,,,,,,
singole_pagine_fuel_D_condition_S.json,2e930d8f-c11b-4568-8695-1168845f3767,Ford,Berlina,Diesel,KM0,Fiesta,1499 ,Manuale,Grigio,5,5,4,,6,Euro 6d-TEMP,Stoffa,Metallizzato,1186,,1,"3,5 l/100 km (comb.)
3,8 l/100 km (urbano)
3,4 l/100 km (extraurbano)",92,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,fcd2ad24-8a28-48e1-a85a-c2da9c0ac0b7,SEAT,Berlina,Diesel,KM0,Leon,1598 ,Automatico,Rosso,5,5,4,anteriore,7,Euro 6d-TEMP,"Stoffa, Altro",Metallizzato,,36 mese,,"4 l/100 km (comb.)
4,4 l/100 km (urbano)
3,8 l/100 km (extraurbano)",106,,,,,,,
singole_pagine_fuel_D_condition_S.json,3d5a44d6-12ff-44e5-8312-990a2257f5ba,Peugeot,Berlina,Diesel,KM0,308,1499 ,Manuale,Bianco,5,5,4,anteriore,5,,"Stoffa, Altro",,,24 mese,,"3,4 l/100 km (comb.)
3,9 l/100 km (urbano)
3,2 l/100 km (extraurbano)",91,,,,,,,
singole_pagine_fuel_D_condition_S.json,79a70b60-c665-44b0-9455-441204c58976,Audi,Berlina,Diesel,KM0,A3,1968 ,Automatico,Grigio,5,5,4,anteriore,7,Euro 6d-TEMP,"Stoffa, Nero",Metallizzato,,Sì,,"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",115,,,,,,,
singole_pagine_fuel_D_condition_S.json,9be8995b-0a33-414c-9fb3-76512371121f,SEAT,Berlina,Diesel,KM0,Leon,1598 ,Automatico,Rosso,5,5,4,anteriore,7,Euro 6d-TEMP,"Stoffa, Altro",Metallizzato,,36 mese,,"4 l/100 km (comb.)
4,4 l/100 km (urbano)
3,8 l/100 km (extraurbano)",106,,,,,,,
singole_pagine_fuel_D_condition_S.json,45d8de1e-e48f-4943-a62f-1be7307f6e7f,Alfa Romeo,Berlina,Diesel,KM0,Giulia,2143 ,Automatico,Grigio,5,4,4,posteriore,8,Euro 6,"Stoffa, Nero",Metallizzato,,,,"4,2 l/100 km (comb.)
5,3 l/100 km (urbano)
3,5 l/100 km (extraurbano)",109,,,,,,,
singole_pagine_fuel_D_condition_S.json,41f1071e-ff92-4715-9a2a-a05e5d073280,Kia,Berlina,Diesel,KM0,Ceed / cee'd,1598 ,Automatico,Blu/Azzurro,5,5,4,anteriore,7,Euro 6,"Stoffa, Nero",Metallizzato,,,,"4 l/100 km (comb.)
4,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",105,,,,,,,
singole_pagine_fuel_D_condition_S.json,4e7a5dec-1ed2-455f-ae1e-67e69bd18bf0,Mercedes-Benz,Berlina,Diesel,KM0,A 180,1461 ,Semiautomatico,Argento,5,5,4,,7,Euro 6d-TEMP,Pelle totale,,1445,,1,"3,8 l/100 km (comb.)
4,4 l/100 km (urbano)
3,6 l/100 km (extraurbano)",101,,,,,,,
singole_pagine_fuel_D_condition_S.json,7a44b9ae-251c-1325-e053-0100007f20ad,Audi,Berlina,Diesel,KM0,A3,1968 ,Automatico,Nero,5,5,4,,7,Euro 6d-TEMP,Nero,Metallizzato,1485,,1,"3,9 l/100 km (comb.)
4,3 l/100 km (urbano)
3,7 l/100 km (extraurbano)",98,Sì,Sì,,,,Sí,
singole_pagine_fuel_D_condition_S.json,57091731-e421-404a-b308-8e2871572574,Volkswagen,Berlina,Diesel,KM0,Golf,1598 ,Manuale,Nero,5,5,4,anteriore,5,Euro 6,"Stoffa, Nero",Metallizzato,,,,"4,1 l/100 km (comb.)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",106,,,,,,,
singole_pagine_fuel_D_condition_S.json,4c4eb154-94ce-49ee-8672-ca820d1ee573,Mercedes-Benz,Berlina,Diesel,KM0,A 180,1461 ,Semiautomatico,Grigio,5,5,4,anteriore,7,Euro 6d-TEMP,"Pelle parziale, Nero",Metallizzato,1445,24 mese,1,"3,8 l/100 km (comb.)
4,4 l/100 km (urbano)
3,6 l/100 km (extraurbano)",101,Sì,,,,,,
singole_pagine_fuel_D_condition_S.json,bc54ecd7-9066-4618-99aa-42d32c92bc81,Opel,Berlina,Diesel,KM0,Corsa,1499 ,Manuale,Bianco,5,5,4,anteriore,6,Euro 6d-TEMP,"Stoffa, Nero",,1165,,1,"3,2 l/100 km (comb.)
3,7 l/100 km (urbano)
2,9 l/100 km (extraurbano)",85,,,,,,,
singole_pagine_fuel_D_condition_S.json,8fae8f07-8867-4843-a9df-5779323c2660,Alfa Romeo,Berlina,Diesel,KM0,Giulia,2143 ,Automatico,Grigio,5,4,4,posteriore,8,Euro 6,"Stoffa, Nero",Metallizzato,,,,"5 l/100 km (comb.)
6,1 l/100 km (urbano)
4,3 l/100 km (extraurbano)",131,,,,,,,
singole_pagine_fuel_D_condition_S.json,f3430608-69e3-4351-ad9b-d83e35a52f23,Alfa Romeo,Berlina,Diesel,KM0,Giulia,2143 ,Automatico,Blu/Azzurro,5,4,4,posteriore,8,Euro 6,"Stoffa, Nero",Metallizzato,,,,"4,9 l/100 km (comb.)
6 l/100 km (urbano)
4,3 l/100 km (extraurbano)",128,,,,,,,
singole_pagine_fuel_D_condition_S.json,3e902239-a0e0-4695-a677-bd01a0f787a9,Audi,Berlina,Diesel,KM0,A3,1968 ,Automatico,Nero,5,5,4,anteriore,7,Euro 6d-TEMP,"Pelle parziale, Nero",Base,1415,24 mese,,"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",115,,,,,,,
singole_pagine_fuel_D_condition_S.json,677211ef-1707-43d4-aa60-9ceb4fc72fa1,Audi,Berlina,Diesel,KM0,A3,1968 ,Automatico,Bianco,5,5,4,anteriore,7,Euro 6d-TEMP,"Pelle parziale, Nero",Base,1415,24 mese,,"4,5 l/100 km (comb.)
5,2 l/100 km (urbano)
4 l/100 km (extraurbano)",115,,,,,,,
singole_pagine_fuel_D_condition_S.json,d4a334bb-e331-4c83-a01e-13fbd64473f8,Alfa Romeo,Berlina,Diesel,KM0,Giulia,2143 ,Manuale,Grigio,5,4,4,posteriore,6,Euro 6,"Pelle totale, Nero",Metallizzato,,,,"5,1 l/100 km (comb.)
6,3 l/100 km (urbano)
4,4 l/100 km (extraurbano)",133,,,,,,,
singole_pagine_fuel_D_condition_S.json,33d62166-1c20-4d38-a13c-1ff19ffca4a5,Peugeot,Berlina,Diesel,KM0,508,1997 ,Manuale,Grigio,5,5,4,anteriore,,,,Metallizzato,,24 mese,,"4,5 l/100 km (comb.)
5,5 l/100 km (urbano)
3,8 l/100 km (extraurbano)",118,,,,,,,
singole_pagine_fuel_D_condition_S.json,8e897896-8278-40e3-884e-d6a81771aa17,Peugeot,Berlina,Diesel,KM0,308,1499 ,Automatico,Grigio,5,5,4,anteriore,6,Euro 6,,Metallizzato,1279,24 mese,,"3,9 l/100 km (comb.)
4,4 l/100 km (urbano)
3,7 l/100 km (extraurbano)",102,,,,,,,
singole_pagine_fuel_D_condition_S.json,829de5df-9035-4b74-928f-4aaedcd60ad3,Peugeot,Berlina,Diesel,KM0,208,1499 ,Manuale,Bianco,4,5,4,anteriore,5,Euro 6,,Metallizzato,1230,,,"3,7 l/100 km (comb.)
4,6 l/100 km (urbano)
3,4 l/100 km (extraurbano)",94,,,,,,,
singole_pagine_fuel_D_condition_S.json,2189c3f2-e0d9-4552-9cec-edefdcad357b,BMW,Berlina,Diesel,KM0,116,1496 ,Manuale,Marrone,5,5,3,posteriore,6,,"Stoffa, Grigio",Metallizzato,,,1,"4,2 l/100 km (comb.)
4,8 l/100 km (urbano)
3,9 l/100 km (extraurbano)",,,,,,,,
singole_pagine_fuel_D_condition_S.json,3cdcee11-b99e-4d34-a741-6e04042b6e6a,Fiat,Berlina,Diesel,KM0,Tipo,1248 ,Manuale,Blu/Azzurro,5,5,4,anteriore,5,Euro 6,"Stoffa, Grigio",Metallizzato,1365,12 mese,,"3,7 l/100 km (comb.)
4,5 l/100 km (urbano)
3,3 l/100 km (extraurbano)",99,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,b7ed3386-ab52-48c7-b945-d4fa5917f013,Fiat,Berlina,Diesel,KM0,Tipo,1248 ,Manuale,Blu/Azzurro,5,5,4,anteriore,5,Euro 6,"Stoffa, Grigio",Metallizzato,1365,12 mese,,"3,7 l/100 km (comb.)
4,5 l/100 km (urbano)
3,3 l/100 km (extraurbano)",99,,,Sì,,,,
singole_pagine_fuel_D_condition_S.json,16bd842c-92c0-45d5-b028-4cba05a0f965,Fiat,Berlina,Diesel,KM0,Tipo,1598 ,Manuale,Grigio,5,,,anteriore,,,,Base,,,,,,,,,,,,
singole_pagine_fuel_D_condition_S.json,ed120016-c5e6-4929-9a5e-3a001adcb79f,Audi,Berlina,Diesel,KM0,A5,1968 ,Automatico,Grigio,5,5,4,anteriore,7,Euro 6d-TEMP,"Stoffa, Nero",Metallizzato,1595,,,"4,3 l/100 km (comb.)
4,9 l/100 km (urbano)
4 l/100 km (extraurbano)",109,,,,,,,
singole_pagine_fuel_D_condition_S.json,3783a1c5-b6a5-41af-b1ca-eef98b03053d,Alfa Romeo,Berlina,Diesel,KM0,Giulia,2143 ,Automatico,Grigio,5,4,4,posteriore,8,Euro 6,,,,,1,"4,2 l/100 km (comb.)
5,3 l/100 km (urbano)
3,5 l/100 km (extraurbano)",109,,,,,,,
singole_pagine_fuel_D_condition_S.json,b9a8904e-e29e-4b13-91b1-1f15480c5ef1,Alfa Romeo,Berlina,Diesel,KM0,Giulia,2143 ,Automatico,Grigio,5,4,4,posteriore,8,Euro 6,,,,,,"4,9 l/100 km (comb.)
6 l/100 km (urbano)
4,3 l/100 km (extraurbano)",129,,,,,,,
singole_pagine_fuel_D_condition_S.json,d71af245-a2c5-4e66-87a3-2d93094b0115,Opel,Berlina,Diesel,KM0,Insignia,1598 ,Automatico,Blu/Azzurro,5,5,4,anteriore,6,Euro 6,,,,,,"4,6 l/100 km (comb.)
5,5 l/100 km (urbano)
4,1 l/100 km (extraurbano)",121,,,,,,,
singole_pagine_fuel_D_condition_S.json,0a7fff76-9e51-4c3d-8ed2-98c8ff2a0247,Opel,Berlina,Diesel,KM0,Insignia,1598 ,Automatico,Blu/Azzurro,5,5,4,anteriore,6,Euro 6,,,,,,"4,6 l/100 km (comb.)
5,5 l/100 km (urbano)
4,1 l/100 km (extraurbano)",121,,,,,,,
