Carrozzeria,id_annuncio,Alimentazione,Tipo di cambio,Tipo di veicolo,Marca,Modello,Porte,Tipo di unità,Cilindrata,Posti a sedere,Cilindri,Colore esterno,Marce,Classe emissioni,Consumo carburante,Colore originale,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Veicolo per non fumatori,Anno,Tagliandi certificati
SUV/Fuoristrada/Pick-up,955485cf-0884-4210-8ade-a0ffb10bf113,Benzina,Automatico,Nuovo,Mercedes-Benz,GLA 200,5,anteriore,1332,5,4,Argento,7,Euro 6,"5,7 l/100 km (comb.)
7,2 l/100 km (urbano)
4,8 l/100 km (extraurbano)",Vari colori,,Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,9f447954-5a40-4ceb-a109-ee90f6443c43,Benzina,Automatico,Nuovo,Mercedes-Benz,GLA 200,5,anteriore,1332,5,4,Nero,7,Euro 6,"5,7 l/100 km (comb.)
7,2 l/100 km (urbano)
4,8 l/100 km (extraurbano)",Nero Notte,"Pelle parziale, Nero",Base,1485,24 mese,,,,
SUV/Fuoristrada/Pick-up,1058e30e-416c-42fc-a8aa-cfcd4ee95bfb,Benzina,Automatico,Nuovo,Mercedes-Benz,GLA 200,5,anteriore,1332,5,4,Bianco,7,Euro 6,"5,7 l/100 km (comb.)
7,2 l/100 km (urbano)
4,8 l/100 km (extraurbano)",Bianco Polare,"Pelle parziale, Nero",Base,1485,24 mese,,,,
SUV/Fuoristrada/Pick-up,ec7ecd24-ddb1-414c-bb36-d3080fa0f969,Benzina,Automatico,Nuovo,Mercedes-Benz,GLB 200,5,anteriore,1332,5,4,Grigio,7,Euro 6,"6 l/100 km (comb.)
7,4 l/100 km (urbano)
5,2 l/100 km (extraurbano)",Grigio,,Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,e2bcf525-d6ca-4187-be87-7833c173bcaf,Benzina,Manuale,Nuovo,DR Motor,DR6,5,anteriore,1498,5,4,Rosso,5,Euro 6,"7,7 l/100 km (comb.)
9,5 l/100 km (urbano)
6,6 l/100 km (extraurbano)",Rosso,"Pelle totale, Nero",Metallizzato,1593,24 mese,,,,
SUV/Fuoristrada/Pick-up,4feb1049-ca9c-4685-bbf7-8e4c23ebffd9,Benzina,Manuale,Nuovo,DR Motor,DR5,5,anteriore,1598,5,4,Bianco,6,Euro 6,"6,7 l/100 km (comb.)
8,9 l/100 km (urbano)
5,4 l/100 km (extraurbano)",Bianco,"Pelle totale, Nero",Metallizzato,1390,24 mese,,,,
SUV/Fuoristrada/Pick-up,29e8c174-1150-460f-8e5f-992e8975fea8,Benzina,Manuale,Nuovo,Opel,Crossland X,5,anteriore,1199,5,3,Grigio,5,Euro 6,"5,1 l/100 km (comb.)
6,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Grigio,,,,,,,,
SUV/Fuoristrada/Pick-up,881d3b3e-ba08-453e-81e5-b79c7e62b545,Benzina,Manuale,Nuovo,Opel,Crossland X,5,anteriore,1199,5,3,Rosso,5,Euro 6,"5,1 l/100 km (comb.)
6,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Rosso,,,,,,,,
SUV/Fuoristrada/Pick-up,bb21f6c9-b052-4eb5-a4e8-f3d4d80343da,Benzina,Manuale,Nuovo,Opel,Grandland X,5,anteriore,1199,5,3,Grigio,6,Euro 6,"5,2 l/100 km (comb.)
6,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Grigio,,,,,,,,
SUV/Fuoristrada/Pick-up,f17ea0a0-a0e9-4343-a09e-25fc9484e53a,Benzina,Automatico,Nuovo,Opel,Grandland X,5,anteriore,1199,5,3,Bianco,8,Euro 6,"5,2 l/100 km (comb.)
6,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Bianco,,,,,,,,
SUV/Fuoristrada/Pick-up,ec296a29-fade-4af4-a2f0-2fb040b8ed40,Benzina,Manuale,Nuovo,Opel,Crossland X,5,anteriore,1199,5,3,,5,Euro 6,"5,1 l/100 km (comb.)
6,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,,,,,,,,
SUV/Fuoristrada/Pick-up,29dc19ce-adbe-48b4-ba82-320839e3f293,Benzina,Automatico,Nuovo,Opel,Grandland X,5,anteriore,1199,5,3,Bianco,8,Euro 6,"5,2 l/100 km (comb.)
6,4 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Bianco,,,,,,,,
SUV/Fuoristrada/Pick-up,0709e0c4-6c82-438a-97f2-71a0156cdf86,Benzina,Automatico,Nuovo,Jeep,Renegade,5,anteriore,1332,5,4,Nero,6,Euro 6,"6,2 l/100 km (comb.)
7,5 l/100 km (urbano)
5,5 l/100 km (extraurbano)",Nero,,,,,,,2018,
SUV/Fuoristrada/Pick-up,6f0a41be-2746-459f-837d-8ac7f0b14d62,Benzina,Manuale,Nuovo,Fiat,500X,5,anteriore,999,5,3,,6,Euro 6,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Nero,,,,,,,
SUV/Fuoristrada/Pick-up,be283f64-30bd-4c9e-9181-0b9a162a8e38,Benzina,Automatico,Nuovo,Volkswagen,T-Roc,5,anteriore,1498,5,4,Grigio,7,Euro 6d-TEMP,"5,6 l/100 km (comb.)
6,8 l/100 km (urbano)
4,9 l/100 km (extraurbano)",White silver metallizzato / ne,"Stoffa, Altro",Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,057b587b-b9cd-481a-8428-a8b0eb18f8dd,Benzina,Automatico,Nuovo,Volkswagen,T-Roc,5,anteriore,1498,5,4,Grigio,7,Euro 6d-TEMP,"5,6 l/100 km (comb.)
6,8 l/100 km (urbano)
4,9 l/100 km (extraurbano)",Indium grey / nero,"Stoffa, Nero",Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,a43ece4b-60d7-4d69-b21e-e86fd1820b2d,Benzina,Manuale,Nuovo,Ford,EcoSport,5,anteriore,998,5,3,Rosso,6,Euro 6,"5,3 l/100 km (comb.)
6,2 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Rosso,"Pelle parziale, Nero",Metallizzato,1349,24 mese,,Sì,,
SUV/Fuoristrada/Pick-up,ca042209-2971-4dbe-b506-b28c5132ac24,Benzina,Automatico,Nuovo,Mercedes-Benz,G 63 AMG,,4x4,,,,Nero,,,,NERO OSSIDIANA METALLIZZATO,"Pelle totale, Nero",Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,e539e684-6136-4760-a78a-129c16339383,Benzina,Manuale,Nuovo,Fiat,500X,5,anteriore,999,5,3,Bianco,6,Euro 6d-TEMP,"5,4 l/100 km (comb.)
6,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",bianco gelato tetto nero,"Stoffa, Grigio",,1320,,,,,
SUV/Fuoristrada/Pick-up,f80a43a0-611b-41bc-bc59-d2faed92ded7,Benzina,Manuale,Nuovo,SEAT,Tarraco,5,anteriore,1498,7,4,Grigio,6,Euro 6,"6,3 l/100 km (comb.)
7,9 l/100 km (urbano)
5,4 l/100 km (extraurbano)",Grigio,,,,,,,,
SUV/Fuoristrada/Pick-up,4117b9ff-1a49-4ef9-b732-89b20ce82726,Benzina,Automatico,Nuovo,Mercedes-Benz,,5,4x4,1991,5,4,Grigio,8,Euro 6,"7,5 l/100 km (comb.)",Grigio montagna,"Pelle parziale, Nero",Metallizzato,1670,24 mese,,,,
SUV/Fuoristrada/Pick-up,05dd61e8-fb0e-4ea6-82dc-3677ce09a206,Benzina,Automatico,Nuovo,Subaru,XV,5,4x4,1600,5,4,Grigio,6,Euro 6,"6,9 l/100 km (comb.)
8,5 l/100 km (urbano)
6 l/100 km (extraurbano)",Antracite,,Base,1425,Sì,,,,
SUV/Fuoristrada/Pick-up,7e8826ba-67b4-4fe6-b72c-d96424aa68dd,Benzina,Automatico,Nuovo,Subaru,XV,5,4x4,1600,5,4,Bianco,6,Euro 6,"6,9 l/100 km (comb.)
8,5 l/100 km (urbano)
6 l/100 km (extraurbano)",Bianco,,Metallizzato,1425,,,,,
SUV/Fuoristrada/Pick-up,d9edf546-9c39-421c-819a-8f9e4ea6f688,Benzina,Automatico,Nuovo,Subaru,XV,5,4x4,1600,5,4,Bianco,6,Euro 6,"6,9 l/100 km (comb.)
8,5 l/100 km (urbano)
6 l/100 km (extraurbano)",Bianco,,Metallizzato,1425,Sì,,,,
SUV/Fuoristrada/Pick-up,b7468d8d-61b5-44ec-bedb-8b5404b4f331,Benzina,,Nuovo,Volkswagen,T-Roc,3,anteriore,1498,4,4,Nero,7,Euro 6,"5,6 l/100 km (comb.)
6,5 l/100 km (urbano)
5 l/100 km (extraurbano)",Nero,Nero,Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,30a1a3c8-084a-41fa-b295-35b0aa2ea3ce,Benzina,Manuale,Nuovo,Volkswagen,T-Cross,5,anteriore,999,5,3,Bianco,6,Euro 6,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Bianco,Grigio,,,,,,,
SUV/Fuoristrada/Pick-up,6e9f7907-8e06-4bf3-a478-db134ff916cc,Benzina,Manuale,Nuovo,Peugeot,5008,5,anteriore,1199,7,3,Grigio,6,Euro 6,"5,1 l/100 km (comb.)
6,1 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Grigio,,,,,,,,
SUV/Fuoristrada/Pick-up,0d1f374b-9bf6-4031-82b9-e475ca6ff5ad,Benzina,Automatico,Nuovo,Land Rover,Range Rover Sport,5,4x4,4999,5,8,Nero,8,Euro 6,"12,7 l/100 km (comb.)
17,2 l/100 km (urbano)
10,1 l/100 km (extraurbano)",Nero,,Base,2377,Sì,,,,
SUV/Fuoristrada/Pick-up,84e4c765-f43b-45da-a53c-c371d046501f,Benzina,Automatico,Nuovo,Alfa Romeo,Stelvio,5,4x4,2891,5,6,Bianco,8,Euro 6d-TEMP,"10,2 l/100 km (comb.)
12,1 l/100 km (urbano)
8,1 l/100 km (extraurbano)",Bianco trofeo,Pelle totale,Metallizzato,1905,,0,,,
SUV/Fuoristrada/Pick-up,91de55f2-48d1-40a1-817a-36c0d7ba0c6c,Benzina,Automatico,Nuovo,Renault,Captur,5,anteriore,1333,5,4,Blu/Azzurro,7,Euro 6d-TEMP,"5,5 l/100 km (comb.)
7,5 l/100 km (urbano)
5,1 l/100 km (extraurbano)",Blu,,Metallizzato,1334,60 mese,,,,
SUV/Fuoristrada/Pick-up,39c36eb6-d36b-4495-a07e-cbbbd72c5c52,Benzina,Manuale,Nuovo,Renault,Captur,5,anteriore,999,5,3,Nero,5,Euro 6d-TEMP,"5,1 l/100 km (comb.)
6,1 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Nero,,Base,1265,60 mese,,,,
SUV/Fuoristrada/Pick-up,4693fbde-c57f-4199-89df-8f149d925c11,Benzina,Manuale,Nuovo,Renault,Captur,5,anteriore,999,5,3,Bianco,5,Euro 6d-TEMP,"5,1 l/100 km (comb.)
6,1 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Bianco,,Metallizzato,1265,60 mese,,,,
SUV/Fuoristrada/Pick-up,cdaee1ef-ef14-4c4e-9ca9-c465b7347fec,Benzina,Automatico,Nuovo,BMW,X1,5,anteriore,1998,5,4,Argento,7,Euro 6,"5,7 l/100 km (comb.)
6,8 l/100 km (urbano)
5 l/100 km (extraurbano)",Vari colori,"Pelle parziale, Grigio",Metallizzato,1560,24 mese,,,,
SUV/Fuoristrada/Pick-up,e5aefebe-daa2-4f7a-8a79-9729cbafd2a0,Benzina,Automatico,Nuovo,BMW,X1,5,anteriore,1499,5,3,Argento,7,Euro 6,"5,5 l/100 km (comb.)
6,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Vari colori,"Pelle parziale, Grigio",Metallizzato,1475,24 mese,,,,
SUV/Fuoristrada/Pick-up,40643d68-012a-4d77-b775-191c146f3e3e,Benzina,Automatico,Nuovo,DR Motor,DR F35,5,anteriore,1498,5,4,Bianco,6,Euro 6d-TEMP,"6,7 l/100 km (comb.)
8,5 l/100 km (urbano)
5,6 l/100 km (extraurbano)",Bianco,"Pelle totale, Nero",Metallizzato,1390,60 mese,,,,
SUV/Fuoristrada/Pick-up,43f46f4f-1192-4b6b-9beb-2b71379cd282,Benzina,Manuale,Nuovo,DR Motor,DR F35,5,anteriore,1498,5,4,Bianco,6,Euro 6d-TEMP,"6,7 l/100 km (comb.)
8,5 l/100 km (urbano)
5,6 l/100 km (extraurbano)",Bianco,"Pelle totale, Nero",Metallizzato,1390,60 mese,,,,
SUV/Fuoristrada/Pick-up,fcea5b28-2d99-4be1-b255-35cabd4f8446,Benzina,Automatico,Nuovo,Mercedes-Benz,GLA 200,5,anteriore,1332,5,4,Bianco,7,Euro 6,"5,7 l/100 km (comb.)
7,2 l/100 km (urbano)
4,8 l/100 km (extraurbano)",Bianco Polare,"Pelle parziale, Nero",Base,1485,24 mese,,,,
SUV/Fuoristrada/Pick-up,5ca5bab3-5fdc-439c-a97c-fd63f9f03fc5,Benzina,Automatico,Nuovo,Mercedes-Benz,GLA 200,5,anteriore,1332,5,4,Grigio,7,Euro 6,"5,7 l/100 km (comb.)
7,2 l/100 km (urbano)
4,8 l/100 km (extraurbano)",GRIGIO MONTAGNA,"Pelle parziale, Nero",Metallizzato,1485,24 mese,,,,
SUV/Fuoristrada/Pick-up,0c628953-c26c-4b47-ade1-89c3bee64946,Benzina,Automatico,Nuovo,Mercedes-Benz,GLA 200,5,anteriore,1332,5,4,Nero,7,Euro 6,"5,7 l/100 km (comb.)
7,2 l/100 km (urbano)
4,8 l/100 km (extraurbano)",Nero Notte,"Pelle parziale, Nero",Base,1485,24 mese,,,,
SUV/Fuoristrada/Pick-up,4e6a2f0d-8743-4624-9a24-23768075e04b,Benzina,Manuale,Nuovo,Mercedes-Benz,GLB 200,5,,1332,,,Grigio,,,,Grigio montagna,"Pelle parziale, Nero",Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,af82e9d1-18bb-47b1-8369-c71a6f9b2ad6,Benzina,Manuale,Nuovo,Kia,Stonic,,anteriore,,,,Nero,,,,Black,"Stoffa, Nero",Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,de994dba-5e1c-4192-a76e-18f3d352cb6a,Benzina,Manuale,Nuovo,Fiat,500X,5,anteriore,999,5,3,Grigio,,Euro 6,"5,4 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",GRIGIO MODA MATT OPACO,,,,,,,,
SUV/Fuoristrada/Pick-up,6ed456ef-4a5c-45a4-b330-3ad4718aec5e,Benzina,Automatico,Nuovo,MINI,Cooper D Countryman,5,4x4,1998,5,4,Bianco,8,Euro 6,"6,9 l/100 km (comb.)
8,1 l/100 km (urbano)
6,2 l/100 km (extraurbano)",Bianco,Pelle totale,Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,43ae645a-d213-4070-bafc-0793218817e4,Benzina,Manuale,Nuovo,Citroen,C3 Aircross,,anteriore,,,,Bianco,,,,Natural White - Past,"Stoffa, Nero",,,,,Sì,,
SUV/Fuoristrada/Pick-up,6fc3226c-7179-479e-8771-cf866bcf43e5,Benzina,,Nuovo,Kia,Stonic,5,anteriore,998,5,3,,7,Euro 6,"6,4 l/100 km (comb.)
8,4 l/100 km (urbano)
5,2 l/100 km (extraurbano)",,,,,,,,,
SUV/Fuoristrada/Pick-up,f0b4af67-d463-42e5-88f8-61c83b641512,Benzina,Automatico,Nuovo,MINI,Cooper D Countryman,5,4x4,1998,5,4,Bianco,8,Euro 6,"6,9 l/100 km (comb.)
8,1 l/100 km (urbano)
6,2 l/100 km (extraurbano)",Bianco,Pelle totale,Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,2c437aa6-cbc5-4ed6-9228-5c1e66385c61,Benzina,,Nuovo,Cupra,Ateca,5,4x4,1984,5,4,Grigio,7,Euro 6,"7,4 l/100 km (comb.)
8,9 l/100 km (urbano)
6,5 l/100 km (extraurbano)",Graphene Grey,,,,,,,,
SUV/Fuoristrada/Pick-up,8b869234-fb6d-40ab-b5ab-c7ea539846b5,Benzina,Manuale,Nuovo,Fiat,500X,5,anteriore,999,5,3,Rosso,6,Euro 6,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",ROSSO PASSIONE,,Base,,,,,,
SUV/Fuoristrada/Pick-up,860cd238-c617-4ec5-af17-add7c501d5b3,Benzina,Automatico,Nuovo,Fiat,500X,5,anteriore,1332,5,4,Grigio,6,Euro 6,,GRIGIO MODA TETTO NERO,,Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,753e0ebb-fa69-48ff-9f25-ad74189ead59,Benzina,Manuale,Nuovo,Fiat,500X,5,anteriore,999,5,3,Bianco,6,Euro 6,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",bianco gelato,,Base,,,,,,
SUV/Fuoristrada/Pick-up,57bb41a4-6c04-4b56-b348-4e67d6a8575d,Benzina,Manuale,Nuovo,Fiat,500X,5,anteriore,999,5,3,Blu/Azzurro,6,Euro 6,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",blu italia,,Base,,,,,,
SUV/Fuoristrada/Pick-up,ec1c8d09-6a32-49da-a64a-fab829c925f5,Benzina,Manuale,Nuovo,Fiat,500X,5,anteriore,999,5,4,Grigio,6,Euro 6,,grigio moda,,Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,6a860359-21a0-4144-825a-8db5b97d15ce,Benzina,Manuale,Nuovo,Fiat,500X,5,anteriore,999,5,4,Nero,6,Euro 6,,nero cinema,,Base,,,,,,
SUV/Fuoristrada/Pick-up,0c77565a-7119-418f-adf3-15daa94f2070,Benzina,Automatico,Nuovo,Fiat,500X,5,anteriore,1332,5,4,Rosso,6,Euro 6,,Rosso Seduzione,,Base,,,,,,
SUV/Fuoristrada/Pick-up,9aad0efd-4214-4bdc-93b2-c7822d9209ec,Benzina,Automatico,Nuovo,Fiat,500X,5,anteriore,1332,5,4,Bianco,6,Euro 6,,bianco gelato,,Base,,,,,,
SUV/Fuoristrada/Pick-up,a083fb8c-cc12-480f-a8ec-38b73de18b8f,Benzina,Manuale,Nuovo,Fiat,500X,5,anteriore,999,5,4,Blu/Azzurro,6,Euro 6,,blu italia,,Base,,,,,,
SUV/Fuoristrada/Pick-up,545c7eaa-2339-41c6-878d-7e3c29022bfd,Benzina,Manuale,Nuovo,Fiat,500X,5,anteriore,999,5,3,Rosso,6,Euro 6,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",ROSSO PASSIONE,,Base,,,,,,
SUV/Fuoristrada/Pick-up,8495d3af-fb35-4e25-88e1-c6e4fc843b82,Benzina,Automatico,Nuovo,Volkswagen,T-Cross,5,anteriore,999,5,3,Grigio,7,Euro 6d-TEMP,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Grigio urano,"Stoffa, Nero",,,,1,,,Sì
SUV/Fuoristrada/Pick-up,05584453-63da-4ae0-9a04-9324e24aac27,Benzina,Manuale,Nuovo,Skoda,Kamiq,5,anteriore,999,5,3,Nero,6,Euro 6,"5,1 l/100 km (comb.)
6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Nero,Nero,Perlato,,,,,,
SUV/Fuoristrada/Pick-up,dccb0b80-78d1-4137-a7e1-52ae3c6e0351,Benzina,Manuale,Nuovo,Jeep,Renegade,5,anteriore,999,5,3,Bianco,6,Euro 6d-TEMP,"6,5 l/100 km (comb.)
6,5 l/100 km (urbano)
5,3 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",Base,1320,24 mese,,,,
SUV/Fuoristrada/Pick-up,573e1c82-7ae9-4dbc-96e1-43fa634992ea,Benzina,Automatico,Nuovo,Mercedes-Benz,GLA 200,5,anteriore,1332,5,4,Grigio,7,Euro 6,"5,7 l/100 km (comb.)
7,2 l/100 km (urbano)
4,8 l/100 km (extraurbano)",Grigio,"Pelle totale, Nero",Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,37c1e8d4-9ff2-4321-b6a3-2f0e57d43437,Benzina,Automatico,Nuovo,Mercedes-Benz,GLA 200,5,anteriore,1332,5,4,Grigio,7,Euro 6,"5,7 l/100 km (comb.)
7,2 l/100 km (urbano)
4,8 l/100 km (extraurbano)",Grigio,"Pelle totale, Nero",Metallizzato,,,,,,
SUV/Fuoristrada/Pick-up,26488e81-7b58-4580-ac5f-04e2cec834ee,Benzina,Manuale,Nuovo,Opel,Crossland X,5,anteriore,1199,5,3,Grigio,5,Euro 6,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,3 l/100 km (extraurbano)",Grigio,,,,,,,,
SUV/Fuoristrada/Pick-up,007629a8-4dcb-4a5d-8a0c-cffd3330112e,Benzina,Automatico,Nuovo,Volkswagen,T-Cross,5,anteriore,1498,5,4,Nero,7,Euro 6,"5,2 l/100 km (comb.)
6,5 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Nero brillante,"Stoffa, Nero",,,,,,,Sì
SUV/Fuoristrada/Pick-up,9ac66eb5-ae14-43bc-82a9-c4e248bb0b3a,Benzina,Automatico,Nuovo,Volkswagen,T-Cross,5,anteriore,999,5,3,Bianco,7,Euro 6,"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Pure white,"Stoffa, Nero",,,,,,,Sì
SUV/Fuoristrada/Pick-up,030f38c2-c129-44ed-b21c-5c8bd27cc88a,Benzina,Automatico,Nuovo,BMW,X1,5,anteriore,1499,5,3,Nero,7,Euro 6,"5,5 l/100 km (comb.)
6,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Black Saphire,"Pelle parziale, Grigio",Metallizzato,1475,24 mese,,,,
SUV/Fuoristrada/Pick-up,a24dd4f5-a691-47d6-9e4f-f43b28a5ecaa,Benzina,Automatico,Nuovo,BMW,X1,5,anteriore,1998,5,4,Nero,7,Euro 6,"5,7 l/100 km (comb.)
6,8 l/100 km (urbano)
5 l/100 km (extraurbano)",Black Saphire Met.,"Pelle parziale, Grigio",Metallizzato,1560,24 mese,,,,
SUV/Fuoristrada/Pick-up,51b03300-bdfb-4fc8-9d4d-cfeaeea81d9f,Benzina,Manuale,Nuovo,Opel,Crossland X,5,anteriore,1199,5,3,Grigio,5,Euro 6,"5,1 l/100 km (comb.)
6,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Grigio,,,,,,,,
SUV/Fuoristrada/Pick-up,08619ffa-9c9e-4b82-9e35-3d8adc70af76,Benzina,Manuale,Nuovo,Opel,Crossland X,5,anteriore,1199,5,3,Grigio,5,Euro 6,"5,1 l/100 km (comb.)
6,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Grigio,,,,,,,,
SUV/Fuoristrada/Pick-up,f754b235-c322-4b10-a2ae-a36960989dad,Benzina,Manuale,Nuovo,Opel,Crossland X,5,anteriore,1199,5,3,,5,Euro 6,"5,1 l/100 km (comb.)
6,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,,,,,,,,
SUV/Fuoristrada/Pick-up,183e4e18-280f-4c9c-a1b7-9c722c32e467,Benzina,Manuale,Nuovo,Opel,Crossland X,5,anteriore,1199,5,3,,5,Euro 6,"5,1 l/100 km (comb.)
6,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,,,,,,,,
SUV/Fuoristrada/Pick-up,dbb17161-72de-4722-998f-e6f94cdc4d82,Benzina,Automatico,Nuovo,Renault,Kadjar,5,anteriore,1332,5,4,Bianco,7,Euro 6d-TEMP,"5,6 l/100 km (comb.)
7,1 l/100 km (urbano)
4,7 l/100 km (extraurbano)",BIANCO NACRE',"Pelle parziale, Nero",,1471,24 mese,,,,
SUV/Fuoristrada/Pick-up,122cf72e-6087-4a7e-9b76-88e65a159dc6,Benzina,Manuale,Nuovo,Dacia,Duster,5,anteriore,1333,5,4,Rosso,6,Euro 6d-TEMP,,Rosso,"Stoffa, Grigio",Metallizzato,1262,60 mese,,,,
SUV/Fuoristrada/Pick-up,4ea0eeb9-50c5-4bc1-8a24-e3999cbf0197,Benzina,Manuale,Nuovo,Dacia,Duster,5,anteriore,999,5,3,Grigio,5,Euro 6d-TEMP,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Grigio,,Metallizzato,1312,60 mese,,,,
SUV/Fuoristrada/Pick-up,4119b19b-20e3-4742-aef8-f36f737cace2,Benzina,Manuale,Nuovo,Dacia,Duster,5,anteriore,1333,5,4,Beige,6,Euro 6d-TEMP,,Beige,"Stoffa, Grigio",Metallizzato,1262,60 mese,,,,
SUV/Fuoristrada/Pick-up,86381e1c-0297-4caa-b000-73eb37196e72,Benzina,Manuale,Nuovo,Dacia,Duster,5,anteriore,999,5,3,Arancione,5,Euro 6d-TEMP,"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Arancione,,Metallizzato,1312,60 mese,,,,
SUV/Fuoristrada/Pick-up,afc0ac5d-aa34-42d2-b639-c4cd69379c94,Benzina,,Nuovo,SEAT,Ateca,5,anteriore,1498,5,4,Nero,7,Euro 6,"5,7 l/100 km (comb.)
6,8 l/100 km (urbano)
5 l/100 km (extraurbano)",Nero,Grigio,,,,,,,
SUV/Fuoristrada/Pick-up,db5d0a23-6b3a-4f3b-a90a-6e3c4e46939a,Benzina,,Nuovo,SEAT,Ateca,5,anteriore,1498,5,4,Bianco,7,Euro 6,"5,7 l/100 km (comb.)
6,8 l/100 km (urbano)
5 l/100 km (extraurbano)",Bianco,Grigio,,,,,,,
SUV/Fuoristrada/Pick-up,985866a2-f830-4a91-80f6-33b678d75a82,Benzina,Manuale,Nuovo,Volkswagen,T-Roc,5,anteriore,999,5,3,Bianco,6,Euro 6,"5,2 l/100 km (comb.)
5,8 l/100 km (urbano)
4,9 l/100 km (extraurbano)",White silver met / nero pastel,"Stoffa, Nero",Metallizzato,,,,,,Sì
SUV/Fuoristrada/Pick-up,5ebbccdb-3b9c-4e54-b09c-8fe5744316f5,Benzina,Automatico,Nuovo,Alfa Romeo,Stelvio,5,4x4,2891,5,6,Nero,8,Euro 6d-TEMP,"10,2 l/100 km (comb.)
12,1 l/100 km (urbano)
8,1 l/100 km (extraurbano)",Nero Vulcano,"Pelle parziale, Nero",Metallizzato,1905,24 mese,,Sì,,
SUV/Fuoristrada/Pick-up,f2862098-fcf7-4f53-901c-aaa4c8025e57,Benzina,Automatico,Nuovo,Land Rover,Range Rover Sport,5,4x4,4999,5,8,Blu/Azzurro,8,Euro 6,"12,8 l/100 km (comb.)
18 l/100 km (urbano)
9,9 l/100 km (extraurbano)",Estoril Blue Premium,"Pelle totale, Nero",Perlato,,,,Sì,,
SUV/Fuoristrada/Pick-up,c4f2e352-c576-46d6-91a1-aa81f9ad2330,Benzina,Automatico,Nuovo,Land Rover,Discovery,5,4x4,1997,5,4,Nero,8,Euro 6,"9,5 l/100 km (comb.)
11,6 l/100 km (urbano)
8,4 l/100 km (extraurbano)",Nero,"Pelle totale, Nero",,,,,,,
SUV/Fuoristrada/Pick-up,4b55817d-7909-4ba4-be5c-8704ec0faa1b,Benzina,Automatico,Nuovo,Jaguar,E-Pace,5,4x4,1998,5,4,Nero,9,Euro 6,"8,2 l/100 km (comb.)
11,1 l/100 km (urbano)
6,5 l/100 km (extraurbano)",Nero,"Pelle totale, Nero",,,,,,,
SUV/Fuoristrada/Pick-up,781557c5-9838-4d27-a62d-ae72ba7b1102,Benzina,Automatico,Nuovo,Mercedes-Benz,GLB 200,5,anteriore,1332,5,4,Grigio,7,Euro 6,,Grigio montagna,"Stoffa, Nero",Metallizzato,1555,24 mese,,,,
